_rank|📈|_name|_score|_link|backdrop|clothing|color shade|emotion|eye|head|house of|mouth|name|texture|unique
504|🔴-228|BitToonDAO #630|149.92731218195252|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/630|Double Chups|T-Shirt|Emerald Jettie|Sleepy|3D Goggles|Hat|Officer|None||Plastic|
505|🔴-293|BitToonDAO #961|149.9102171168535|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/961|Oxygen Tank|Leather Jacket|Cosmic Lovie|None|None|Crown|Media|Leather Mask||Jelly Bowl|
506|🔴-392|BitToonDAO #956|149.91018347665138|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/956|Racket|Kid's Overalls|Sunset Rubie|None|Bozo Glasses|None|Virus|None||Plastic|
507|🔴-392|BitToonDAO #81|149.86025620353524|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/81|RPG|Fur Coat|Elegant Goldie|None|Snorkeling Goggles|Tribal Hat|Market|None||Jelly Bowl|
508|🟡|BitToonDAO #1563|149.73405217841784|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1563|Backpack|None|Black Matterie|None|None|Football Helmet|Market|Duckie||Mummy|
509|🟡|BitToonDAO #1711|149.6371215151693|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1711|Backpack|None|Silver Lavandie|None|Eyeglasses|Robinhood Hat|Media|Pipe||Mummy|
510|🟢+96|BitToonDAO #214|149.55116323991172|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/214|Guitar|T-Shirt|Billiard Whitie|None|Cyclops|Santa Hat|Cash|Duckie||Ceramic|
511|🔴-290|BitToonDAO #616|149.29256601598726|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/616|Guitar|Leather Jacket|Allpeach Varitie|None|None|Viking Hat|Officer|Leather Mask||Jelly Bowl|
512|🔴-27|BitToonDAO #105|149.28794322946945|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/105|Devil Wings|T-Shirt|Billiard Whitie|None|3D Goggles|Santa Hat|Giant|Duckie||Ceramic|
513|🟡|BitToonDAO #1114|149.1549771841692|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1114|Guitar|Superstar Sweater|Aurora Mistie|None|Bozo Glasses|None|King|None||Plastic|
514|🟡|BitToonDAO #1689|149.11033022497188|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1689|Backpack|T-Shirt|Sunset Rubie|None|3D Goggles|Afrohair|Turtle|Crow Beak||Plastic|
515|🔴-307|BitToonDAO #737|149.10431951598045|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/737|Skateboard|T-Shirt|Flamingo Zirconie|None|Cyclops|Cat Ears|Seed|None||Jelly Bowl|
516|🟡|BitToonDAO #1775|149.07690507315453|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1775|Devil Wings|None|Morning Galaxie|None|None|Football Helmet|King|Pacifier||Mummy|
517|🟡|BitToonDAO #1350|149.05686018812162|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1350|RPG|T-Shirt|Morning Galaxie|Sleepy|Confused Glasses|Witch Hat|Market|None||Plastic|
518|🟡|BitToonDAO #1027|148.98755840005836|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1027|RPG|T-Shirt|Emerald Jettie|Sleepy|3D Goggles|Viking Hat|King|None||Plastic|
519|🔴-194|BitToonDAO #363|148.90690244642295|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/363|RPG|T-Shirt|Emerald Jettie|Sleepy|3D Goggles|Tribal Hat|Demon|None||Plastic|
520|🟡|BitToonDAO #1486|148.86298727005453|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1486|Oxygen Tank|Superstar Sweater|Cosmic Lovie|None|Eyeglasses|Lovelove Headband|Gold|Crow Beak||Plastic|
521|🟡|BitToonDAO #1077|148.83036353258262|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1077|Devil Wings|Leather Jacket|Sunset Rubie|None|None|Devil Horns|Turtle|Leather Mask||Jelly Bowl|
522|🟡|BitToonDAO #1423|148.78507285221394|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1423|BitToon Flag|Fur Coat|Scalet Bluie|None|Snorkeling Goggles|Undercut|Pirate|None||Jelly Bowl|
523|🟡|BitToonDAO #1746|148.70971945138427|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1746|BitToon Flag|T-Shirt|Dusty Cyanie|None|Bozo Glasses|Chef Hat|Seed|None||Jelly Bowl|
524|🔴-21|BitToonDAO #880|148.65848457576797|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/880|BitToon Flag|Kid's Overalls|Scalet Bluie|None|None|Tengu Mask|Media|None||Jelly Bowl|
525|🔴-94|BitToonDAO #507|148.636438931508|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/507|Backpack|None|Silver Lavandie|None|Eyeglasses|Santa Hat|Angel|Pipe||Mummy|
526|🟡|BitToonDAO #1520|148.58152258337134|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1520|Wooden Staff|Oriental Uniform|Aurora Mistie|None|Eye Pad|Pirate Hat|Government|None||Plastic|
527|🔴-118|BitToonDAO #643|148.5734567049404|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/643|Guitar|T-Shirt|Allpeach Varitie|None|Eyeglasses|Viking Hat|Bot|None||Jelly Bowl|
528|🔴-72|BitToonDAO #94|148.4713143907381|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/94|RPG|T-Shirt|Morning Galaxie|None|3D Goggles|Santa Hat|Giant|Pacifier||Metal|
529|🟡|BitToonDAO #1644|148.4378749134857|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1644|BitToon Flag|None|Sunset Rubie|None|None|Football Helmet|Officer|Crow Beak||Mummy|
530|🔴-233|BitToonDAO #8|148.33642102896943|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/8|Double Chups|T-Shirt|Elegant Goldie|None|Cyclops|Bunny Ears|Farmer|None||Plastic|
531|🟡|BitToonDAO #1690|148.27886317019204|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1690|Butterfly Wings|Superstar Sweater|Christmas Leafie|None|Eye Pad|Pirate Hat|Tiger|None||Plastic|
532|🔴-486|BitToonDAO #589|148.19132653496365|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/589|Skateboard|None|Morning Galaxie|None|None|Football Helmet|Chef|Pacifier||Mummy|
532|🟡|BitToonDAO #1782|148.19132653496365|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1782|Skateboard|None|Sunset Rubie|None|None|Football Helmet|Chef|Crow Beak||Mummy|
534|🟡|BitToonDAO #1640|148.18365124192465|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1640|Wooden Staff|None|Aurora Mistie|None|None|Reindeer Hoodie|Bull|Pacifier||Plastic|
535|🔴-486|BitToonDAO #27|148.17274207228516|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/27|Double Chups|None|Silver Lavandie|None|None|Football Helmet|Bubble|Pipe||Mummy|
536|🔴-172|BitToonDAO #555|148.1221986002735|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/555|BitToon Flag|T-Shirt|Scalet Bluie|None|Bozo Glasses|Tengu Mask|Bear|None||Jelly Bowl|
537|🟡|BitToonDAO #1589|148.0962808769884|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1589|Skateboard|Superstar Sweater|Aurora Mistie|None|Bozo Glasses|None|Virus|None||Plastic|
538|🔴-23|BitToonDAO #368|147.97948138799345|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/368|Oxygen Tank|Leather Jacket|Morning Galaxie|None|None|Tengu Mask|Coin|Pipe||Jelly Bowl|
539|🔴-405|BitToonDAO #514|147.90399867318735|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/514|Guitar|Fur Coat|Morning Galaxie|None|None|None|Officer|Lollipop||Plastic|
540|🟡|BitToonDAO #1789|147.83162609083604|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1789|Devil Wings|None|Dusty Cyanie|None|None|Football Helmet|Angel|Moustache||Mummy|
541|🔴-191|BitToonDAO #864|147.76110021403417|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/864|Oxygen Tank|Superstar Sweater|Silver Lavandie|None|Eyeglasses|Witch Hat|Vampire|Crow Beak||Metal|
542|🟢+26|BitToonDAO #492|147.72466578070234|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/492|Backpack|Oriental Uniform|Billiard Whitie|None|None|Crown|Pirate|Duckie||Clay Dough|
543|🟡|BitToonDAO #1682|147.71794804373945|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1682|Double Chups|T-Shirt|Emerald Jettie|Sleepy|3D Goggles|Viking Hat|King|None||Plastic|
544|🔴-139|BitToonDAO #902|147.67571805778778|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/902|Oxygen Tank|None|Sunset Rubie|None|Eyeglasses|Santa Hat|Seed|Crow Beak||Mummy|
545|🟡|BitToonDAO #1161|147.43794239226696|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1161|BitToon Flag|None|Dusty Cyanie|None|Confused Glasses|Robinhood Hat|Phoenix|Moustache||Mummy|
546|🔴-239|BitToonDAO #934|147.40637900132458|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/934|BitToon Flag|Count|Sunset Rubie|None|None|Afrohair|Media|None||Plastic|
547|🔴-460|BitToonDAO #969|147.36779480662574|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/969|Devil Wings|Fur Coat|Sunset Rubie|None|Snorkeling Goggles|Viking Hat|Virus|None||Jelly Bowl|
548|🔴-108|BitToonDAO #231|147.27323698794092|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/231|Skateboard|T-Shirt|Sunset Rubie|None|Cyclops|Devil Horns|Bubble|None||Jelly Bowl|
549|🔴-205|BitToonDAO #696|147.23002596373453|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/696|BitToon Flag|T-Shirt|Flamingo Zirconie|Sleepy|3D Goggles|Undercut|Bot|None||Plastic|
550|🔴-74|BitToonDAO #851|147.19406927141864|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/851|Guitar|T-Shirt|Flamingo Zirconie|None|Cyclops|Chef Hat|Blockchain|None||Jelly Bowl|
551|🟡|BitToonDAO #1141|147.14739576008392|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1141|Devil Wings|None|Black Matterie|None|Confused Glasses|Robinhood Hat|Turtle|Duckie||Mummy|
552|🔴-218|BitToonDAO #897|147.13624111239707|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/897|Oxygen Tank|Peony Shirt|Aurora Mistie|None|Eye Pad|Pirate Hat|Media|None||Plastic|
553|🟡|BitToonDAO #1441|146.9842589444717|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1441|Angel Wings|None|Sunset Rubie|None|Confused Glasses|Robinhood Hat|Seed|Leather Mask||Mummy|
554|🟡|BitToonDAO #1332|146.96709915458348|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1332|RPG|None|Silver Lavandie|None|Confused Glasses|Viking Hat|King|Pipe||Mummy|
555|🟡|BitToonDAO #1175|146.91664274652985|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1175|Backpack|None|Sunset Rubie|None|None|Football Helmet|Vampire|Leather Mask||Mummy|
556|🟡|BitToonDAO #1492|146.75513679799104|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1492|RPG|None|Sunset Rubie|None|Confused Glasses|Robinhood Hat|Tiger|Leather Mask||Mummy|
557|🟡|BitToonDAO #1432|146.74863945551277|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1432|BitToon Flag|Leather Jacket|Billiard Whitie|None|None|Santa Hat|Pirate|Leather Mask||Jelly Bowl|
558|🔴-68|BitToonDAO #920|146.7129019866924|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/920|Guitar|Leather Jacket|Elegant Goldie|None|None|Devil Horns|Coin|Pipe||Jelly Bowl|
559|🔴-110|BitToonDAO #119|146.53116097103685|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/119|Butterfly Wings|None|Allpeach Varitie|None|None|Lovelove Headband|Believer|Pipe||Ceramic|
560|🔴-400|BitToonDAO #542|146.45926018534573|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/542|Guitar|Fur Coat|Elegant Goldie|None|Snorkeling Goggles|Tribal Hat|Bear|None||Jelly Bowl|
561|🟡|BitToonDAO #1272|146.21724711834938|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1272|BitToon Flag|Superstar Sweater|Aurora Mistie|None|Bozo Glasses|None|Bank|None||Plastic|
562|🔴-330|BitToonDAO #735|146.18799633175695|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/735|BitToon Flag|Leather Jacket|Sunset Rubie|None|None|Devil Horns|Gold|Leather Mask||Jelly Bowl|
563|🟡|BitToonDAO #1768|146.04669478726768|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1768|Guitar|T-Shirt|Morning Galaxie|None|Bozo Glasses|Tengu Mask|Gold|None||Jelly Bowl|
564|🟡|BitToonDAO #1553|146.03561889114923|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1553|BitToon Flag|T-Shirt|Emerald Jettie|Sleepy|3D Goggles|Tribal Hat|Bull|None||Plastic|
565|🟡|BitToonDAO #1240|146.02371673571946|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1240|Devil Wings|None|Sunset Rubie|None|Confused Glasses|Robinhood Hat|Vampire|Leather Mask||Mummy|
566|🟡|BitToonDAO #1700|145.92620375058974|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1700|Guitar|None|Black Matterie|None|None|Football Helmet|Farmer|Duckie||Mummy|
567|🔴-275|BitToonDAO #326|145.87700392840537|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/326|Wooden Staff|None|Cosmic Lovie|None|None|Chubby Unicorn|Media|None||Metal|
568|🟡|BitToonDAO #1178|145.85217063436113|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1178|Angel Wings|Superstar Sweater|Elegant Goldie|None|None|None|Officer|Lollipop||Plastic|
569|🔴-294|BitToonDAO #318|145.8150222741929|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/318|Double Chups|T-Shirt|Cosmic Lovie|None|Bozo Glasses|Santa Hat|Bear|None||Jelly Bowl|
570|🟡|BitToonDAO #1122|145.77674005083458|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1122|Angel Wings|None|Sunset Rubie|None|Eyeglasses|Robinhood Hat|Knight|Crow Beak||Mummy|
571|🟡|BitToonDAO #1345|145.75150729138318|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1345|Butterfly Wings|None|Allpeach Varitie|None|None|Frog Head|Bull|Pipe||Ceramic|
572|🔴-152|BitToonDAO #692|145.67998881261326|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/692|Guitar|T-Shirt|Elegant Goldie|Sleepy|3D Goggles|Tribal Hat|Giant|None||Plastic|
573|🟡|BitToonDAO #1658|145.56730558873053|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1658|Double Chups|Fur Coat|Elegant Goldie|None|Snorkeling Goggles|Viking Hat|Seed|None||Jelly Bowl|
574|🔴-415|BitToonDAO #182|145.50951578566148|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/182|Double Chups|None|Morning Galaxie|None|Confused Glasses|Robinhood Hat|Angel|Pacifier||Mummy|
574|🟡|BitToonDAO #1298|145.50951578566148|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1298|Double Chups|None|Sunset Rubie|None|Confused Glasses|Robinhood Hat|Phoenix|Crow Beak||Mummy|
576|🟡|BitToonDAO #1629|145.4988655236437|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1629|BitToon Flag|None|Dusty Cyanie|None|None|Football Helmet|Bear|Moustache||Mummy|
577|🟡|BitToonDAO #1446|145.4415672419443|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1446|Angel Wings|T-Shirt|Morning Galaxie|Sleepy|None|Frog Head|Vampire|None||Metal|
578|🟡|BitToonDAO #1516|145.40867592003997|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1516|BitToon Flag|None|Morning Galaxie|None|Confused Glasses|Robinhood Hat|Phoenix|Pacifier||Mummy|
579|🟡|BitToonDAO #1797|145.38481636349627|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1797|RPG|None|Sunset Rubie|None|None|Football Helmet|Miner|Crow Beak||Mummy|
580|🔴-514|BitToonDAO #812|145.28028661443338|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/812|Racket|T-Shirt|Forest Pinkie|None|None|Pompadour|Bot|None||Plastic|
581|🔴-227|BitToonDAO #49|145.21313839593097|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/49|Guitar|None|Flamingo Zirconie|None|Eyeglasses|Robinhood Hat|Demon|Crow Beak||Mummy|
582|🔴-210|BitToonDAO #287|144.9750943923544|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/287|Skateboard|T-Shirt|Emerald Jettie|Sleepy|3D Goggles|Hat|Seed|None||Plastic|
583|🔴-135|BitToonDAO #179|144.9571307338984|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/179|Guitar|Count|Christmas Leafie|None|None|Witch Hat|Pirate|None||Metal|
584|🔴-55|BitToonDAO #501|144.92675065619082|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/501|Oxygen Tank|T-Shirt|Billiard Whitie|None|3D Goggles|Santa Hat|Coin|Duckie||Ceramic|
585|🔴-96|BitToonDAO #55|144.8552868101257|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/55|Oxygen Tank|T-Shirt|Elegant Goldie|None|Eyeglasses|Devil Horns|Dragon|None||Jelly Bowl|
586|🔴-42|BitToonDAO #926|144.82453700809913|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/926|Guitar|Superstar Sweater|Allpeach Varitie|None|Eyeglasses|Witch Hat|Prophet|None||Plastic|
587|🔴-242|BitToonDAO #985|144.76055599526015|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/985|Guitar|None|Autumn Lillie|None|None|None|Pirate|Lollipop||Plastic|
588|🔴-511|BitToonDAO #972|144.7091965768336|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/972|Double Chups|Fur Coat|Scalet Bluie|None|Snorkeling Goggles|Undercut|Government|None||Jelly Bowl|
589|🟡|BitToonDAO #1726|144.5383760681827|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1726|Backpack|T-Shirt|Emerald Jettie|Sleepy|3D Goggles|Tribal Hat|Angel|None||Plastic|
590|🔴-97|BitToonDAO #782|144.50997187133237|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/782|Backpack|T-Shirt|Silver Lavandie|None|3D Goggles|Santa Hat|Giant|Pipe||Metal|
591|🟡|BitToonDAO #1049|144.48655475948868|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1049|Oxygen Tank|Superstar Sweater|Silver Lavandie|None|Eyeglasses|Witch Hat|Phoenix|Crow Beak||Metal|
592|🟡|BitToonDAO #1021|144.33946192826696|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1021|None|Superstar Sweater|Autumn Lillie|None|None|Cat Earphones|Gold|None||Plastic|
593|🟡|BitToonDAO #1069|144.3076390362185|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1069|Racket|Peony Shirt|Dusty Cyanie|None|None|Pompadour|Prophet|None||Plastic|
594|🟡|BitToonDAO #1323|144.1152060071774|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1323|Double Chups|None|Morning Galaxie|None|None|Football Helmet|Miner|Pacifier||Mummy|
595|🔴-348|BitToonDAO #974|144.11152374831832|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/974|RPG|Peony Shirt|Flamingo Zirconie|None|Confused Glasses|Witch Hat|Angel|Crow Beak||Plastic|
596|🟡|BitToonDAO #1273|144.10785436427562|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1273|Devil Wings|None|Scalet Bluie|None|Eyeglasses|Robinhood Hat|Bank|Lollipop||Mummy|
597|🔴-194|BitToonDAO #591|144.07800129728966|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/591|Skateboard|T-Shirt|Emerald Jettie|Sleepy|3D Goggles|Crown|Blockchain|None||Plastic|
598|🔴-185|BitToonDAO #183|144.02252725213395|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/183|Skateboard|Leather Jacket|Sunset Rubie|None|None|Devil Horns|Farmer|Duckie||Jelly Bowl|
599|🔴-60|BitToonDAO #847|143.9587365474256|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/847|BitToon Flag|T-Shirt|Scalet Bluie|None|Eyeglasses|Tengu Mask|Virus|None||Jelly Bowl|
600|🟡|BitToonDAO #1539|143.90892367876228|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1539|Angel Wings|Kid's Overalls|Flamingo Zirconie|None|None|None|Bot|Lollipop||Plastic|
601|🟡|BitToonDAO #1419|143.8146450066095|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1419|Racket|Leather Jacket|Elegant Goldie|None|None|Cat Earphones|Farmer|None||Ceramic|
602|🟡|BitToonDAO #1333|143.70715687194263|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1333|RPG|None|Dusty Cyanie|None|Eyeglasses|Robinhood Hat|Government|Moustache||Mummy|
603|🟡|BitToonDAO #1145|143.64731988616234|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1145|Wooden Staff|Kid's Overalls|Forest Pinkie|None|Eye Pad|Witch Hat|Empress|Duckie||Plastic|
604|🔴-6|BitToonDAO #329|143.58959467490754|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/329|Oxygen Tank|Oriental Uniform|Billiard Whitie|None|None|Crown|Demon|Duckie||Clay Dough|
605|🟡|BitToonDAO #1079|143.5775079385445|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1079|Backpack|Oriental Uniform|Silver Lavandie|None|None|Crown|King|Leather Mask||Clay Dough|
606|🔴-183|BitToonDAO #935|143.48579458217873|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/935|Oxygen Tank|Leather Jacket|Allpeach Varitie|None|None|Viking Hat|King|Duckie||Jelly Bowl|
607|🔴-148|BitToonDAO #590|143.44286232101453|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/590|Guitar|Oriental Uniform|Black Matterie|None|Eyeglasses|Crown|Miner|None||Clay Dough|
608|🟡|BitToonDAO #1335|143.41436879676235|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1335|RPG|T-Shirt|Morning Galaxie|Sleepy|None|Pumpkin Head|Coin|None||Metal|
609|🟡|BitToonDAO #1512|143.30661464901013|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1512|Skateboard|Fur Coat|Morning Galaxie|None|Snorkeling Goggles|Undercut|Blockchain|None||Jelly Bowl|
610|🟡|BitToonDAO #1282|143.22496366693537|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1282|None|Count|Cosmic Lovie|None|None|Frog Head|Coin|None||Plastic|
611|🔴-271|BitToonDAO #769|143.1608603746779|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/769|Skateboard|None|Black Matterie|None|Cyclops|Crown|Farmer|Pacifier||Mummy|
612|🟡|BitToonDAO #1469|143.15887547017945|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1469|None|None|Cosmic Lovie|None|None|Frog Head|Queen|None||Plastic|
613|🔴-246|BitToonDAO #222|143.00698123370964|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/222|Guitar|T-Shirt|Emerald Jettie|Sleepy|3D Goggles|Cat Earphones|Bear|None||Plastic|
