_rank|📈|_name|_score|_link|backdrop|clothing|color shade|emotion|eye|head|house of|mouth|name|texture|unique
28|🟡|BitToonDAO #1148|382.1262357890993|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1148|Backpack|None|Sunset Rubie|None|None|Frog Head|Bank|None||Wood|
29|🟡|BitToonDAO #1224|381.22942670279554|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1224|Double Chups|None|Sunset Rubie|None|None|Farmer Hat|Chef|None||Wood|
30|🔴-16|BitToonDAO #957|342.74108226576516|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/957|Warrior|Oriental Uniform|Silver Lavandie|None|None|Tengu Mask|Government|Face Mask||Clay Dough|
31|🔴-16|BitToonDAO #336|297.8993695758382|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/336|Skateboard|Oriental Uniform|Silver Lavandie|None|None|Tengu Mask|Media|Face Mask||Clay Dough|
32|🟢+59|BitToonDAO #913|293.5528579245102|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/913|Skateboard|Gradient Shirt|Billiard Whitie|None|Goggles|Tribal Hat|Cash|Crow Beak||Ceramic|
33|🟢+29|BitToonDAO #682|287.4935268010648|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/682|Double Chups|Gradient Shirt|Billiard Whitie|None|Goggles|Tribal Hat|Tiger|Crow Beak||Ceramic|
34|🟡|BitToonDAO #1215|285.2955426315837|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1215|Racket|None|Emerald Jettie|None|Confused Glasses|Robinhood Hat|Knight|Face Mask||Mummy|
35|🟡|BitToonDAO #1628|285.05019617048396|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1628|Racket|None|Emerald Jettie|None|None|Football Helmet|Angel|Face Mask||Mummy|
36|🟢+3|BitToonDAO #612|283.65157784314727|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/612|Warrior|Kid's Overalls|Sunset Rubie|None|Thug Life|Devil Horns|Angel|None||Jelly Bowl|
37|🔴-21|BitToonDAO #717|280.31160159153404|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/717|RPG|Oriental Uniform|Silver Lavandie|None|None|Tengu Mask|Angel|Face Mask||Clay Dough|
38|🟢+32|BitToonDAO #820|278.4672249894402|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/820|Oxygen Tank|Gradient Shirt|Emerald Jettie|None|Goggles|Tribal Hat|Queen|Crow Beak||Plastic|
39|🟡|BitToonDAO #1415|278.4377483739492|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1415|RPG|T-Shirt|Emerald Jettie|None|Cyclops|Bunny Ears|Bubble|Face Mask||Plastic|
40|🟢+3|BitToonDAO #859|277.5955504831866|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/859|Warrior|Kid's Overalls|Flamingo Zirconie|None|Thug Life|Santa Hat|Empress|None||Jelly Bowl|
41|🟢+67|BitToonDAO #887|271.01552839975824|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/887|Skateboard|Gradient Shirt|Elegant Goldie|None|Goggles|Tribal Hat|Bull|Crow Beak||Plastic|
42|🟢+43|BitToonDAO #338|270.14620950654734|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/338|Devil Wings|Gradient Shirt|Emerald Jettie|None|Goggles|Tribal Hat|Bull|Crow Beak||Plastic|
43|🟢+80|BitToonDAO #448|268.66524757478624|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/448|RPG|Gradient Shirt|Morning Galaxie|None|Goggles|Tribal Hat|Giant|Crow Beak||Plastic|
43|🟢+87|BitToonDAO #499|268.66524757478624|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/499|RPG|Gradient Shirt|Sunset Rubie|None|Goggles|Tribal Hat|Demon|Crow Beak||Plastic|
45|🟢+91|BitToonDAO #828|268.34801372711485|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/828|Oxygen Tank|Gradient Shirt|Sunset Rubie|None|Goggles|Tribal Hat|Demon|Crow Beak||Plastic|
46|🟢+76|BitToonDAO #642|264.0320725796693|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/642|Backpack|Gradient Shirt|Scalet Bluie|None|Goggles|Tribal Hat|Market|Crow Beak||Plastic|
47|🟡|BitToonDAO #1311|263.6003279264316|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1311|Backpack|T-Shirt|Black Matterie|None|Cyclops|Cap|Seed|Rainbow||Plastic|
48|🟢+91|BitToonDAO #876|262.03551817084826|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/876|Double Chups|Gradient Shirt|Sunset Rubie|None|Goggles|Tribal Hat|Blockchain|Crow Beak||Plastic|
49|🟢+92|BitToonDAO #152|261.1167582861305|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/152|Double Chups|Gradient Shirt|Elegant Goldie|None|Goggles|Tribal Hat|Gold|Crow Beak||Plastic|
50|🟡|BitToonDAO #1466|260.10779401952914|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1466|Angel Wings|None|Emerald Jettie|None|None|Football Helmet|Giant|Face Mask||Mummy|
51|🔴-13|BitToonDAO #958|256.7069327208539|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/958|Warrior|Leather Jacket|Dusty Cyanie|None|None|Chef Hat|Blockchain|Bandage||Jelly Bowl|
52|🔴-32|BitToonDAO #586|256.62483322084427|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/586|Warrior|Fur Coat|Scalet Bluie|None|Snorkeling Goggles|Bunny Ears|Miner|None||Jelly Bowl|
53|🟢+15|BitToonDAO #730|255.80162265353727|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/730|Skateboard|T-Shirt|Black Matterie|None|Goggles|Chef Hat|King|Crow Beak||Jelly Bowl|
54|🟡|BitToonDAO #1014|255.35087294877312|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1014|Warrior|Oriental Uniform|Emerald Jettie|None|None|Tengu Mask|Cash|Lollipop||Clay Dough|
55|🟡|BitToonDAO #1086|252.71037902981118|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1086|Warrior|Fur Coat|Scalet Bluie|None|Snorkeling Goggles|Chef Hat|Vampire|None||Jelly Bowl|
56|🟡|BitToonDAO #1131|251.70819864024543|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1131|Oxygen Tank|None|Emerald Jettie|None|Confused Glasses|Viking Hat|Believer|Face Mask||Mummy|
57|🔴-9|BitToonDAO #552|250.3255292727988|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/552|Skateboard|Oriental Uniform|Christmas Leafie|None|None|Tengu Mask|Gold|Bandage||Clay Dough|
58|🟡|BitToonDAO #1216|250.2093016853123|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1216|Double Chups|None|Emerald Jettie|None|Confused Glasses|Robinhood Hat|Government|Face Mask||Mummy|
59|🟡|BitToonDAO #1742|246.09950611459544|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1742|BitToon Flag|None|Silver Lavandie|None|None|Football Helmet|Phoenix|Face Mask||Mummy|
60|🟡|BitToonDAO #1360|245.88213819538336|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1360|Angel Wings|None|Emerald Jettie|None|Eyeglasses|Robinhood Hat|Blockchain|Face Mask||Mummy|
61|🟡|BitToonDAO #1444|244.79876761537463|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1444|Devil Wings|None|Emerald Jettie|None|None|Football Helmet|Farmer|Face Mask||Mummy|
62|🟢+41|BitToonDAO #497|243.9510583246063|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/497|Skateboard|Kid's Overalls|Billiard Whitie|None|Thug Life|Chef Hat|Angel|None||Jelly Bowl|
63|🟢+43|BitToonDAO #503|243.52448241408487|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/503|Devil Wings|Oriental Uniform|Sunset Rubie|None|None|Tengu Mask|Media|Cigar||Clay Dough|
64|🟢+7|BitToonDAO #967|241.0677807990825|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/967|Backpack|Kid's Overalls|Ocean Canarie|None|Thug Life|Chef Hat|Cypher|None||Jelly Bowl|
65|🟢+7|BitToonDAO #619|241.0104586380353|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/619|Warrior|Kid's Overalls|Scalet Bluie|None|Thug Life|Undercut|Coin|None||Jelly Bowl|
66|🟢+59|BitToonDAO #39|238.65655855784695|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/39|Guitar|T-Shirt|Flamingo Zirconie|None|Goggles|Chef Hat|Farmer|Crow Beak||Jelly Bowl|
67|🟢+81|BitToonDAO #225|236.57759624074657|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/225|Skateboard|T-Shirt|Sunset Rubie|None|Goggles|Devil Horns|Cypher|Crow Beak||Jelly Bowl|
68|🟡|BitToonDAO #1347|235.9398076349397|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1347|Double Chups|None|Emerald Jettie|None|Eyeglasses|Robinhood Hat|Miner|Face Mask||Mummy|
69|🟢+41|BitToonDAO #680|234.8440379840553|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/680|BitToon Flag|T-Shirt|Dusty Cyanie|None|Goggles|Chef Hat|Phoenix|Crow Beak||Jelly Bowl|
70|🟢+63|BitToonDAO #547|234.67124903940353|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/547|Guitar|T-Shirt|Elegant Goldie|None|Goggles|Devil Horns|Believer|Crow Beak||Jelly Bowl|
71|🟢+17|BitToonDAO #533|234.3679330938177|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/533|Oxygen Tank|Kid's Overalls|Flamingo Zirconie|None|Thug Life|Chef Hat|Farmer|None||Jelly Bowl|
72|🟡|BitToonDAO #1041|234.3615321947243|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1041|Backpack|T-Shirt|Black Matterie|None|Cyclops|Bunny Ears|Empress|Rainbow||Plastic|
73|🟢+36|BitToonDAO #175|233.25777365476378|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/175|Skateboard|Oriental Uniform|Sunset Rubie|None|None|Tengu Mask|Vampire|Cigar||Clay Dough|
74|🟡|BitToonDAO #1310|231.0157271184856|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1310|Backpack|T-Shirt|Billiard Whitie|None|Cyclops|Cap|Government|Duckie||Ceramic|
75|🔴-58|BitToonDAO #993|230.2714052640134|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/993|Skateboard|Leather Jacket|Emerald Jettie|None|Cyclops|Undercut|Empress|Face Mask||Plastic|
76|🟡|BitToonDAO #1039|230.23206576260625|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1039|Skateboard|T-Shirt|Black Matterie|None|3D Goggles|Cat Ears|Queen|Rainbow||Plastic|
77|🟢+113|BitToonDAO #637|229.46321419522116|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/637|Butterfly Wings|Graduation Gown|Allpeach Varitie|None|None|Chubby Unicorn|Bubble|Pipe||Ceramic|
78|🟢+24|BitToonDAO #704|228.18905627115203|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/704|Oxygen Tank|Kid's Overalls|Sunset Rubie|None|Thug Life|Devil Horns|Officer|None||Jelly Bowl|
79|🟢+104|BitToonDAO #265|227.412526007033|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/265|Butterfly Wings|Graduation Gown|Allpeach Varitie|None|None|Witch Hat|Giant|Pipe||Ceramic|
80|🟡|BitToonDAO #1025|226.69232469313064|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1025|Oxygen Tank|T-Shirt|Emerald Jettie|None|Cyclops|Hat|Cypher|Face Mask||Plastic|
81|🟡|BitToonDAO #1029|226.15553850237112|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1029|Warrior|Kid's Overalls|Sunset Rubie|None|Snorkeling Goggles|Devil Horns|Bubble|None||Jelly Bowl|
82|🟡|BitToonDAO #1399|225.79270973897317|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1399|Warrior|Fur Coat|Flamingo Zirconie|None|Snorkeling Goggles|Santa Hat|Market|None||Jelly Bowl|
83|🟢+30|BitToonDAO #713|225.6150756920665|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/713|Skateboard|T-Shirt|Silver Lavandie|None|Cyclops|Cap|Officer|Pipe||Metal|
84|🔴-9|BitToonDAO #5|225.45026389610086|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/5|RPG|T-Shirt|Billiard Whitie|None|Cyclops|Cap|Miner|Duckie||Ceramic|
85|🟢+88|BitToonDAO #32|225.36920980583707|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/32|Oxygen Tank|T-Shirt|Allpeach Varitie|None|Goggles|Viking Hat|Bear|Crow Beak||Jelly Bowl|
86|🟢+25|BitToonDAO #601|225.28306689147342|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/601|Devil Wings|T-Shirt|Billiard Whitie|None|Cyclops|Cap|Blockchain|Duckie||Ceramic|
87|🟢+30|BitToonDAO #1000|224.64700440453768|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1000|RPG|Kid's Overalls|Sunset Rubie|None|Thug Life|Devil Horns|Blockchain|None||Jelly Bowl|
88|🟢+28|BitToonDAO #58|223.7769434839111|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/58|BitToon Flag|Kid's Overalls|Christmas Leafie|None|Thug Life|Crown|Dreamer|None||Jelly Bowl|
89|🔴-31|BitToonDAO #197|222.04188499997605|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/197|Devil Wings|T-Shirt|Black Matterie|None|Cyclops|Bunny Ears|Coin|Rainbow||Plastic|
90|🟢+48|BitToonDAO #437|221.9287679348543|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/437|Skateboard|T-Shirt|Morning Galaxie|None|Cyclops|Cap|Demon|Pacifier||Plastic|
91|🔴-34|BitToonDAO #548|221.9098044361261|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/548|Devil Wings|T-Shirt|Elegant Goldie|None|3D Goggles|Cat Ears|Cash|Cigar||Plastic|
92|🟡|BitToonDAO #1382|221.66260170089296|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1382|None|Oriental Uniform|Morning Galaxie|Blushy|Eye Pad|Pirate Hat|Media|None||Plastic|
93|🟡|BitToonDAO #1264|221.1322347489294|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1264|Oxygen Tank|T-Shirt|Flamingo Zirconie|None|Cyclops|Cap|Giant|Leather Mask||Plastic|
94|🟢+50|BitToonDAO #351|220.36574953576667|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/351|Oxygen Tank|T-Shirt|Silver Lavandie|None|Cyclops|Cap|Coin|Pipe||Metal|
95|🟡|BitToonDAO #1196|220.27122108077128|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1196|RPG|T-Shirt|Sunset Rubie|None|Cyclops|Cap|Giant|Crow Beak||Plastic|
96|🔴-12|BitToonDAO #762|220.2196835347551|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/762|Backpack|Oriental Uniform|Cosmic Lovie|None|None|Tengu Mask|Media|Moustache||Clay Dough|
97|🟢+35|BitToonDAO #531|219.69055257881323|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/531|Oxygen Tank|Kid's Overalls|Allpeach Varitie|None|Thug Life|Viking Hat|Turtle|None||Jelly Bowl|
98|🟢+81|BitToonDAO #675|219.66530217601627|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/675|Backpack|Gradient Shirt|Billiard Whitie|None|Eyeglasses|Tribal Hat|Bot|Duckie||Ceramic|
99|🔴-6|BitToonDAO #258|219.42920399772456|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/258|BitToon Flag|T-Shirt|Dusty Cyanie|None|Cyclops|Cap|Tiger|Moustache||Plastic|
100|🟡|BitToonDAO #1567|219.41337302711912|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1567|Double Chups|T-Shirt|Silver Lavandie|None|Cyclops|Cap|Phoenix|Pipe||Metal|
101|🔴-48|BitToonDAO #629|218.5368870155045|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/629|Guitar|T-Shirt|Elegant Goldie|None|3D Goggles|Cat Ears|Dreamer|Cigar||Plastic|
102|🔴-28|BitToonDAO #276|216.33270696918592|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/276|Devil Wings|Kid's Overalls|Christmas Leafie|None|None|Crown|Queen|Bandage||Clay Dough|
103|🟢+18|BitToonDAO #82|216.2554984088006|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/82|Double Chups|T-Shirt|Dusty Cyanie|None|Cyclops|Cap|Knight|Moustache||Plastic|
104|🟢+51|BitToonDAO #407|215.81784315445347|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/407|Guitar|T-Shirt|Dusty Cyanie|None|Cyclops|Cap|Angel|Moustache||Plastic|
105|🔴-69|BitToonDAO #71|214.53691525763472|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/71|Guitar|T-Shirt|Black Matterie|None|3D Goggles|Cat Ears|Virus|Rainbow||Plastic|
106|🟢+22|BitToonDAO #313|214.2262319365736|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/313|Double Chups|T-Shirt|Morning Galaxie|None|Cyclops|Cap|Knight|Pacifier||Plastic|
107|🟢+36|BitToonDAO #14|213.802111885369|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/14|RPG|T-Shirt|Morning Galaxie|None|Cyclops|Cap|Bear|Pacifier||Plastic|
108|🟢+122|BitToonDAO #125|213.4180163582033|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/125|Skateboard|T-Shirt|Emerald Jettie|None|Goggles|Santa Hat|Virus|Crow Beak||Jelly Bowl|
109|🟡|BitToonDAO #1541|212.94989263579248|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1541|Warrior|Leather Jacket|Sunset Rubie|None|None|Devil Horns|Tiger|Leather Mask||Jelly Bowl|
110|🟢+82|BitToonDAO #534|212.17122109772507|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/534|BitToon Flag|T-Shirt|Black Matterie|None|Goggles|Cat Earphones|Cypher|Crow Beak||Jelly Bowl|
