_rank|📈|_name|_score|_link|backdrop|clothing|color shade|emotion|eye|head|house of|mouth|name|texture|unique
1|🔵|Java|4270.472727272727|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1103|||||||Bot||Java||The Bot
2|🟡|Ico|4269.785714285714|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/2106|||||||Pirate||Ico||The Pirate
3|🔴-1|Saylor|4269.122807017544|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/509|||||||Giant||Saylor||The Giant
3|🟡|Maxi|4269.122807017544|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/2109|||||||Bull||Maxi||The Bull
3|🟡|Scammy|4269.122807017544|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/2113|||||||Vampire||Scammy||The Vampire
3|🟡|Luci|4269.122807017544|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/2115|||||||Demon||Luci||The Demon
7|🔴-4|Mark|4267.864406779661|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/521|||||||Dreamer||Mark||The Dreamer
8|🟡|No Name|4267.266666666666|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/2110|||||||Government||No Name||The Government
9|🟡|Fedo|4266.688524590164|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/2112|||||||Bank||Fedo||The Bank
9|🟡|Duba|4266.688524590164|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/2114|||||||Market||Duba||The Market
11|🔴-7|Penny|4266.129032258064|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/76|||||||Coin||Penny||The Coin
12|🟡|Pow|4265.587301587302|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/2111|||||||Miner||Pow||The Miner
13|🟡|Seiryu|4265.0625|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/2108|||||||Dragon||Seiryu||The Dragon
14|🟡|Midas|4264.060606060606|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/2107|||||||Gold||Midas||The Gold
15|🔴-10|Genbu|4261.802816901409|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1067|||||||Turtle||Genbu||The Turtle
16|🔴-10|BitToonDAO #16|2247.078389451451|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/16|Devil Wings|Count|Silver Lavandie|None|Cyclops|Santa Hat|Seed|None||Fur|
17|🟢+1546|BitToonDAO #1354|2211.8171149964023|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1354|Guitar|Oriental Uniform|Dusty cyanie|None|None|Farmer Hat|Believer|Duckie||Plastic|
18|🔴-11|BitToonDAO #997|2211.3825613409526|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/997|Guitar|T-Shirt|Sunset Rubie|None|3D Goggles||Angel|Crow Beak||Plastic|
19|🔴-11|BitToonDAO #564|2198.4541605732225|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/564|Skateboard|T-Shirt|Elegant Goldie|None|Cyclops|Safety Helmet|Chef|None||Plastic|
20|🔴-11|BitToonDAO #701|1837.9843880134201|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/701|Warrior|Warrior|Cosmic Lovie|None|Warrior|Warrior|Pirate|Warrior||Metal|
21|🔴-11|BitToonDAO #998|1806.5428600263115|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/998|Warrior|Warrior|Elegant Goldie|None|Warrior|Warrior|Vampire|Warrior||Plastic|
22|🔴-11|BitToonDAO #294|1804.2781085046722|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/294|Warrior|Warrior|Emerald Jettie|None|Warrior|Warrior|Market|Warrior||Plastic|
23|🔴-11|BitToonDAO #2010|1803.8887446447186|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/2010|Warrior|Warrior|Silver Lavandie|None|Warrior|Warrior|Queen|Warrior||Plastic|
24|🔴-11|BitToonDAO #97|1802.7662154572142|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/97|Warrior|Warrior|Dusty Cyanie|None|Warrior|Warrior|Giant|Warrior||Plastic|
25|🔴-11|BitToonDAO #414|451.07023199372645|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/414|Double Chups|Graduation Gown|Sunset Rubie|None|None|Chubby Unicorn|Cypher|None||Wood|
26|🔴-11|BitToonDAO #2036|449.9552972571655|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/2036|Oxygen Tank|Graduation Gown|Sunset Rubie|None|None|Cat Earphones|Bull|None||Wood|
27|🔴-11|BitToonDAO #1341|443.8082005231844|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1341|Double Chups|Graduation Gown|Sunset Rubie|None|None|Witch Hat|Government|None||Wood|
28|🔴-11|BitToonDAO #1317|399.16503478276|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1317|Double Chups|None|Sunset Rubie|None|None|Pumpkin Head|Government|None||Wood|
29|🔴-10|BitToonDAO #1474|389.12679605977553|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1474|Double Chups|None|Sunset Rubie|None|None|Lovelove Headband|Dreamer|None||Wood|
30|🔴-10|BitToonDAO #1224|389.0888443065695|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1224|Double Chups|None|Sunset Rubie|None|None|Farmer Hat|Chef|None||Wood|
31|🔴-13|BitToonDAO #1148|389.039300036084|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1148|Backpack|None|Sunset Rubie|None|None|Frog Head|Bank|None||Wood|
32|🔴-11|BitToonDAO #957|334.1189545953947|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/957|Warrior|Oriental Uniform|Silver Lavandie|None|None|Tengu Mask|Government|Face Mask||Clay Dough|
33|🔴-11|BitToonDAO #2092|325.62615110289767|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/2092|None|Leather Jacket|Billiard Whitie|None|Sunglasses|Hat|Bank|Moustache&Pipe||Plastic|
34|🔴-11|BitToonDAO #703|318.2827894826389|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/703|None|Leather Jacket|Sunset Rubie|None|Sunglasses|Hat|Cypher|Moustache&Pipe||Plastic|
35|🔴-11|BitToonDAO #1838|315.4039832250152|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1838|BitToon Flag|Leather Jacket|Autumn Lillie|None|Sunglasses|Hat|Miner|Moustache&Pipe||Metal|
36|🔴-11|BitToonDAO #627|313.3432496447384|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/627|None|Leather Jacket|Dusty Cyanie|None|Sunglasses|Hat|Market|Moustache&Pipe||Plastic|
37|🔴-11|BitToonDAO #1840|311.0719574776007|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1840|RPG|Leather Jacket|Autumn Lillie|None|Sunglasses|Hat|Bot|Moustache&Pipe||Plastic|
38|🔴-11|BitToonDAO #1909|309.611624619741|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1909|Skateboard|Leather Jacket|Elegant Goldie|None|Sunglasses|Hat|Market|Moustache&Pipe||Metal|
39|🔴-11|BitToonDAO #232|307.33934077517495|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/232|Double Chups|Leather Jacket|Black Matterie|None|Sunglasses|Hat|Market|Moustache&Pipe||Plastic|
40|🔴-11|BitToonDAO #210|304.7548193064988|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/210|Backpack|Leather Jacket|Morning Galaxie|None|Sunglasses|Hat|Angel|Moustache&Pipe||Metal|
41|🔴-11|BitToonDAO #310|303.3848746385811|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/310|Double Chups|Leather Jacket|Elegant Goldie|None|Sunglasses|Hat|Officer|Moustache&Pipe||Plastic|
42|🔴-11|BitToonDAO #213|297.0268359800761|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/213|Devil Wings|Leather Jacket|Scalet Bluie|None|Sunglasses|Hat|King|Moustache&Pipe||Plastic|
43|🔴-11|BitToonDAO #25|296.71364546699215|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/25|Double Chups|Leather Jacket|Flamingo Zirconie|None|Sunglasses|Hat|Bear|Moustache&Pipe||Plastic|
44|🔴-11|BitToonDAO #0|295.406528054314|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/0|Skateboard|Leather Jacket|Sunset Rubie|None|Sunglasses|Hat|Dragon|Moustache&Pipe||Plastic|
45|🔴-11|BitToonDAO #553|293.8731322094229|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/553|RPG|Leather Jacket|Morning Galaxie|None|Sunglasses|Hat|Market|Moustache&Pipe||Plastic|
45|🔴-11|BitToonDAO #2096|293.8731322094229|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/2096|RPG|Leather Jacket|Morning Galaxie|None|Sunglasses|Hat|Market|Moustache&Pipe||Plastic|
47|🔴-11|BitToonDAO #612|293.50778595687115|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/612|Warrior|Kid's Overalls|Sunset Rubie|None|Thug Life|Devil Horns|Angel|None||Jelly Bowl|
48|🔴-11|BitToonDAO #790|292.4974472461091|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/790|Devil Wings|Leather Jacket|Dusty Cyanie|None|Sunglasses|Hat|Knight|Moustache&Pipe||Plastic|
49|🔴-11|BitToonDAO #1860|292.48183756776456|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1860|Backpack|Leather Jacket|Emerald Jettie|None|Sunglasses|Hat|Turtle|Moustache&Pipe||Plastic|
50|🔴-11|BitToonDAO #1826|291.55791503219154|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1826|Devil Wings|Leather Jacket|Emerald Jettie|None|Sunglasses|Hat|Turtle|Moustache&Pipe||Plastic|
51|🔴-11|BitToonDAO #1927|290.87553165678537|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1927|Double Chups|Leather Jacket|Dusty Cyanie|None|Sunglasses|Hat|Miner|Moustache&Pipe||Plastic|
52|🔴-11|BitToonDAO #319|290.567847208018|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/319|Guitar|Leather Jacket|Sunset Rubie|None|Sunglasses|Hat|Queen|Moustache&Pipe||Plastic|
53|🔴-11|BitToonDAO #2037|289.81643841438733|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/2037|Guitar|Leather Jacket|Morning Galaxie|None|Sunglasses|Hat|Media|Moustache&Pipe||Plastic|
54|🔴-11|BitToonDAO #2104|286.871426428691|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/2104|BitToon Flag|Leather Jacket|Dusty Cyanie|None|Sunglasses|Hat|Turtle|Moustache&Pipe||Plastic|
55|🔴-11|BitToonDAO #336|283.62884752704986|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/336|Skateboard|Oriental Uniform|Silver Lavandie|None|None|Tengu Mask|Media|Face Mask||Clay Dough|
56|🔴-11|BitToonDAO #717|283.35551432194336|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/717|RPG|Oriental Uniform|Silver Lavandie|None|None|Tengu Mask|Angel|Face Mask||Clay Dough|
57|🔴-11|BitToonDAO #1984|279.9009494922363|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1984|RPG|T-Shirt|Black Matterie|None|Cyclops|Cap|Government|Rainbow||Plastic|
58|🔴-11|BitToonDAO #859|279.7437734834616|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/859|Warrior|Kid's Overalls|Flamingo Zirconie|None|Thug Life|Santa Hat|Empress|None||Jelly Bowl|
59|🔴-11|BitToonDAO #1215|278.5239275559059|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1215|Racket|None|Emerald Jettie|None|Confused Glasses|Robinhood Hat|Knight|Face Mask||Mummy|
60|🔴-11|BitToonDAO #1311|276.22487202780934|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1311|Backpack|T-Shirt|Black Matterie|None|Cyclops|Cap|Seed|Rainbow||Plastic|
61|🔴-11|BitToonDAO #1628|273.49971719888845|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1628|Racket|None|Emerald Jettie|None|None|Football Helmet|Angel|Face Mask||Mummy|
62|🔴-11|BitToonDAO #497|272.94410602006184|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/497|Skateboard|Kid's Overalls|Billiard Whitie|None|Thug Life|Chef Hat|Angel|None||Jelly Bowl|
63|🔴-11|BitToonDAO #967|269.2516807991267|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/967|Backpack|Kid's Overalls|Ocean Canarie|None|Thug Life|Chef Hat|Cypher|None||Jelly Bowl|
64|🔴-11|BitToonDAO #552|263.9144129148223|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/552|Skateboard|Oriental Uniform|Christmas Leafie|None|None|Tengu Mask|Gold|Bandage||Clay Dough|
65|🔴-11|BitToonDAO #533|263.74366846942496|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/533|Oxygen Tank|Kid's Overalls|Flamingo Zirconie|None|Thug Life|Chef Hat|Farmer|None||Jelly Bowl|
66|🔴-11|BitToonDAO #175|257.9049910438582|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/175|Skateboard|Oriental Uniform|Sunset Rubie|None|None|Tengu Mask|Vampire|Cigar||Clay Dough|
67|🔴-11|BitToonDAO #1086|254.1032076071654|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1086|Warrior|Fur Coat|Scalet Bluie|None|Snorkeling Goggles|Chef Hat|Vampire|None||Jelly Bowl|
68|🔴-11|BitToonDAO #1466|253.33666069069415|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1466|Angel Wings|None|Emerald Jettie|None|None|Football Helmet|Giant|Face Mask||Mummy|
69|🔴-11|BitToonDAO #1415|253.02860092981953|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1415|RPG|T-Shirt|Emerald Jettie|None|Cyclops|Bunny Ears|Bubble|Face Mask||Plastic|
70|🔴-11|BitToonDAO #704|251.6458490795125|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/704|Oxygen Tank|Kid's Overalls|Sunset Rubie|None|Thug Life|Devil Horns|Officer|None||Jelly Bowl|
71|🔴-11|BitToonDAO #730|251.51282035960187|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/730|Skateboard|T-Shirt|Black Matterie|None|Goggles|Chef Hat|King|Crow Beak||Jelly Bowl|
72|🔴-11|BitToonDAO #958|251.43551817041197|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/958|Warrior|Leather Jacket|Dusty Cyanie|None|None|Chef Hat|Blockchain|Bandage||Jelly Bowl|
73|🔴-11|BitToonDAO #1877|249.65806291315894|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1877|Oxygen Tank|Gradient Shirt|Autumn Lillie|None|Goggles|Tribal Hat|Bubble|Crow Beak||Ceramic|
74|🔴-11|BitToonDAO #503|248.98450533552156|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/503|Devil Wings|Oriental Uniform|Sunset Rubie|None|None|Tengu Mask|Media|Cigar||Clay Dough|
75|🔴-11|BitToonDAO #619|248.79831568101136|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/619|Warrior|Kid's Overalls|Scalet Bluie|None|Thug Life|Undercut|Coin|None||Jelly Bowl|
76|🔴-10|BitToonDAO #713|247.87324481830439|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/713|Skateboard|T-Shirt|Silver Lavandie|None|Cyclops|Cap|Officer|Pipe||Metal|
77|🔴-12|BitToonDAO #1216|247.36302562770996|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1216|Double Chups|None|Emerald Jettie|None|Confused Glasses|Robinhood Hat|Government|Face Mask||Mummy|
78|🔴-11|BitToonDAO #58|246.14518668278646|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/58|BitToon Flag|Kid's Overalls|Christmas Leafie|None|Thug Life|Crown|Dreamer|None||Jelly Bowl|
79|🔴-10|BitToonDAO #913|245.01063824302082|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/913|Skateboard|Gradient Shirt|Billiard Whitie|None|Goggles|Tribal Hat|Cash|Crow Beak||Ceramic|
80|🔴-12|BitToonDAO #1921|244.87810065105035|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1921|Double Chups|T-Shirt|Emerald Jettie|None|Cyclops|Bunny Ears|Dragon|Face Mask||Plastic|
81|🔴-10|BitToonDAO #1742|243.86450930485572|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1742|BitToon Flag|None|Silver Lavandie|None|None|Football Helmet|Phoenix|Face Mask||Mummy|
82|🔴-12|BitToonDAO #1310|243.21491476585817|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1310|Backpack|T-Shirt|Billiard Whitie|None|Cyclops|Cap|Government|Duckie||Ceramic|
83|🔴-11|BitToonDAO #2034|243.039905353869|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/2034|Skateboard|Gradient Shirt|Flamingo Zirconie|None|Goggles|Tribal Hat|Bubble|Crow Beak||Metal|
84|🔴-11|BitToonDAO #682|242.3685776514106|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/682|Double Chups|Gradient Shirt|Billiard Whitie|None|Goggles|Tribal Hat|Tiger|Crow Beak||Ceramic|
85|🔴-11|BitToonDAO #1444|241.18014277778892|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1444|Devil Wings|None|Emerald Jettie|None|None|Football Helmet|Farmer|Face Mask||Mummy|
86|🔴-10|BitToonDAO #1014|240.83932271575682|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1014|Warrior|Oriental Uniform|Emerald Jettie|None|None|Tengu Mask|Cash|Lollipop||Clay Dough|
87|🔴-10|BitToonDAO #1360|240.73437852648223|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1360|Angel Wings|None|Emerald Jettie|None|Eyeglasses|Robinhood Hat|Blockchain|Face Mask||Mummy|
88|🔴-10|BitToonDAO #1000|240.69456923036455|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1000|RPG|Kid's Overalls|Sunset Rubie|None|Thug Life|Devil Horns|Blockchain|None||Jelly Bowl|
89|🔴-14|BitToonDAO #5|240.61162715092007|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/5|RPG|T-Shirt|Billiard Whitie|None|Cyclops|Cap|Miner|Duckie||Ceramic|
90|🔴-11|BitToonDAO #2088|239.38421661459282|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/2088|Guitar|Gradient Shirt|Autumn Lillie|None|Goggles|Tribal Hat|Gold|Crow Beak||Ceramic|
91|🔴-11|BitToonDAO #601|239.08493162422454|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/601|Devil Wings|T-Shirt|Billiard Whitie|None|Cyclops|Cap|Blockchain|Duckie||Ceramic|
92|🔴-11|BitToonDAO #1131|238.87659724844798|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1131|Oxygen Tank|None|Emerald Jettie|None|Confused Glasses|Viking Hat|Believer|Face Mask||Mummy|
93|🔴-11|BitToonDAO #1829|237.08587667572976|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1829|Double Chups|None|Emerald Jettie|None|Confused Glasses|Viking Hat|Bank|Face Mask||Mummy|
94|🔴-11|BitToonDAO #2012|236.9980531030962|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/2012|Warrior|Leather Jacket|Sunset Rubie|None|None|Devil Horns|Media|Bandage||Jelly Bowl|
95|🔴-11|BitToonDAO #351|236.99439474309128|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/351|Oxygen Tank|T-Shirt|Silver Lavandie|None|Cyclops|Cap|Coin|Pipe||Metal|
96|🔴-11|BitToonDAO #1567|236.919450655478|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1567|Double Chups|T-Shirt|Silver Lavandie|None|Cyclops|Cap|Phoenix|Pipe||Metal|
97|🔴-11|BitToonDAO #437|236.14746005503034|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/437|Skateboard|T-Shirt|Morning Galaxie|None|Cyclops|Cap|Demon|Pacifier||Plastic|
98|🔴-11|BitToonDAO #258|235.08974615447914|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/258|BitToon Flag|T-Shirt|Dusty Cyanie|None|Cyclops|Cap|Tiger|Moustache||Plastic|
99|🔴-11|BitToonDAO #1264|234.95588203780417|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1264|Oxygen Tank|T-Shirt|Flamingo Zirconie|None|Cyclops|Cap|Giant|Leather Mask||Plastic|
100|🔴-11|BitToonDAO #39|234.49336378918207|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/39|Guitar|T-Shirt|Flamingo Zirconie|None|Goggles|Chef Hat|Farmer|Crow Beak||Jelly Bowl|
101|🔴-11|BitToonDAO #586|233.7740513832723|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/586|Warrior|Fur Coat|Scalet Bluie|None|Snorkeling Goggles|Bunny Ears|Miner|None||Jelly Bowl|
102|🔴-10|BitToonDAO #548|233.48891004496275|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/548|Devil Wings|T-Shirt|Elegant Goldie|None|3D Goggles|Cat Ears|Cash|Cigar||Plastic|
103|🔴-12|BitToonDAO #1347|233.11936898405335|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1347|Double Chups|None|Emerald Jettie|None|Eyeglasses|Robinhood Hat|Miner|Face Mask||Mummy|
104|🔴-11|BitToonDAO #82|232.87508426930037|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/82|Double Chups|T-Shirt|Dusty Cyanie|None|Cyclops|Cap|Knight|Moustache||Plastic|
105|🔴-11|BitToonDAO #629|232.53865128785228|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/629|Guitar|T-Shirt|Elegant Goldie|None|3D Goggles|Cat Ears|Dreamer|Cigar||Plastic|
106|🔴-11|BitToonDAO #407|232.4455180986514|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/407|Guitar|T-Shirt|Dusty Cyanie|None|Cyclops|Cap|Angel|Moustache||Plastic|
107|🔴-11|BitToonDAO #531|231.76616704195143|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/531|Oxygen Tank|Kid's Overalls|Allpeach Varitie|None|Thug Life|Viking Hat|Turtle|None||Jelly Bowl|
108|🔴-11|BitToonDAO #1196|230.58649609483632|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1196|RPG|T-Shirt|Sunset Rubie|None|Cyclops|Cap|Giant|Crow Beak||Plastic|
109|🔴-11|BitToonDAO #313|229.8127167981573|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/313|Double Chups|T-Shirt|Morning Galaxie|None|Cyclops|Cap|Knight|Pacifier||Plastic|
110|🔴-11|BitToonDAO #680|229.51110525333272|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/680|BitToon Flag|T-Shirt|Dusty Cyanie|None|Goggles|Chef Hat|Phoenix|Crow Beak||Jelly Bowl|
111|🔴-10|BitToonDAO #2075|228.21698380344802|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/2075|Devil Wings|Gradient Shirt|Scalet Bluie|None|Goggles|Tribal Hat|Knight|Crow Beak||Metal|
112|🔴-12|BitToonDAO #14|228.198730948301|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/14|RPG|T-Shirt|Morning Galaxie|None|Cyclops|Cap|Bear|Pacifier||Plastic|
113|🔴-11|BitToonDAO #887|226.41771544303745|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/887|Skateboard|Gradient Shirt|Elegant Goldie|None|Goggles|Tribal Hat|Bull|Crow Beak||Plastic|
