_rank|📈|_name|_score|_link|backdrop|clothing|color shade|emotion|eye|head|house of|mouth|name|texture|unique
1752|🔴-201|BitToonDAO #1493|105.45811311591207|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1493|Devil Wings|Kid's Overalls|Ocean Canarie|None|None|Pompadour|Bull|None||Plastic|
1753|🔴-264|BitToonDAO #456|105.45432146202585|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/456|Backpack|Kid's Overalls|Dusty Cyanie|None|None|Chubby Unicorn|Turtle|None||Clay Dough|
1754|🔴-146|BitToonDAO #1128|105.44420784818534|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1128|BitToon Flag|T-Shirt|Ocean Canarie|None|None|Frog Head|Market|Pipe||Plastic|
1755|🔴-274|BitToonDAO #203|105.4095136805601|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/203|Oxygen Tank|Kid's Overalls|Autumn Lillie|None|None|Chubby Unicorn|Farmer|None||Jelly Bowl|
1756|🔴-602|BitToonDAO #1222|105.36779328174752|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1222|Double Chups|Leather Jacket|Morning Galaxie|None|Bozo Glasses|None|Vampire|None||Plastic|
1757|🔴-461|BitToonDAO #1248|105.35219955838294|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1248|None|T-Shirt|Dusty Cyanie|None|None|Reindeer Hoodie|Believer|None||Plastic|
1758|🟡|BitToonDAO #1924|105.32176030335464|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1924|Backpack|Oriental Uniform|Emerald Jettie|None|None|Viking Hat|Blockchain|None||Ceramic|
1759|🔴-164|BitToonDAO #819|105.3033131848719|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/819|Butterfly Wings|Kid's Overalls|Forest Pinkie|None|None|Farmer Hat|Vampire|None||Plastic|
1760|🔴-800|BitToonDAO #1406|105.29552901511236|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1406|BitToon Flag|Kid's Overalls|Flamingo Zirconie|None|None|None|Dragon|Lollipop||Plastic|
1761|🔴-207|BitToonDAO #23|105.18365874555931|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/23|Butterfly Wings|Kid's Overalls|Flamingo Zirconie|None|Cyclops|Lovelove Headband|Blockchain|None||Plastic|
1762|🔴-260|BitToonDAO #896|105.08182082328456|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/896|Double Chups|Leather Jacket|Elegant Goldie|None|None|Pompadour|Bubble|None||Plastic|
1763|🔴-179|BitToonDAO #802|105.07259185125348|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/802|Butterfly Wings|Kid's Overalls|Scalet Bluie|None|Eyeglasses|Lovelove Headband|Gold|None||Plastic|
1764|🔴-229|BitToonDAO #207|105.00900877382968|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/207|Oxygen Tank|Oriental Uniform|Elegant Goldie|None|None|Reindeer Hoodie|Demon|None||Jelly Bowl|
1765|🔴-173|BitToonDAO #251|104.99394263298277|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/251|Guitar|None|Sunset Rubie|None|None|Pumpkin Head|Bear|None||Metal|
1766|🟡|BitToonDAO #1978|104.92362844473381|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1978|None|Kid's Overalls|Emerald Jettie|None|None|Witch Hat|Queen|None||Plastic|
1767|🟡|BitToonDAO #1918|104.91731744364728|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1918|Guitar|Kid's Overalls|Black Matterie|None|None|Witch Hat|Empress|None||Ceramic|
1768|🔴-227|BitToonDAO #1706|104.8971339714576|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1706|Backpack|Kid's Overalls|Scalet Bluie|None|None|Farmer Hat|Prophet|None||Ceramic|
1769|🔴-487|BitToonDAO #759|104.87751368101607|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/759|Oxygen Tank|Kid's Overalls|Emerald Jettie|None|Eyeglasses|Witch Hat|Pirate|None||Plastic|
1770|🟡|BitToonDAO #2082|104.84273402129972|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/2082|Oxygen Tank|T-Shirt|Forest Pinkie|None|None|Cat Earphones|Media|Pipe||Plastic|
1771|🔴-354|BitToonDAO #874|104.80262605786946|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/874|Butterfly Wings|T-Shirt|Dusty Cyanie|None|Eyeglasses|Witch Hat|Bubble|None||Plastic|
1772|🔴-178|BitToonDAO #609|104.80198688495227|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/609|Backpack|Leather Jacket|Ocean Canarie|None|None|Frog Head|Miner|None||Metal|
1773|🔴-159|BitToonDAO #93|104.7913434682501|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/93|Oxygen Tank|Kid's Overalls|Emerald Jettie|None|Eye Pad|Pirate Hat|Gold|None||Plastic|
1774|🔴-132|BitToonDAO #527|104.76913120166698|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/527|Devil Wings|Peony Shirt|Morning Galaxie|None|None|Reindeer Hoodie|Officer|None||Plastic|
1775|🟡|BitToonDAO #1849|104.74440522740045|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1849|Butterfly Wings|Count|Emerald Jettie|None|None|Witch Hat|Cypher|None||Plastic|
1776|🔴-326|BitToonDAO #909|104.73414448415717|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/909|Oxygen Tank|T-Shirt|Scalet Bluie|None|Eyeglasses|Undercut|Bull|None||Jelly Bowl|
1777|🟡|BitToonDAO #2060|104.72649861840895|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/2060|Double Chups|Oriental Uniform|Ocean Canarie|None|Cyclops|Viking Hat|Empress|None||Plastic|
1778|🔴-213|BitToonDAO #1309|104.72129863152476|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1309|BitToon Flag|Kid's Overalls|Ocean Canarie|None|None|Pompadour|King|None||Plastic|
1779|🟡|BitToonDAO #2083|104.6567335040065|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/2083|Devil Wings|Kid's Overalls|Emerald Jettie|None|Eyeglasses|Cat Earphones|Dreamer|None||Plastic|
1780|🟡|BitToonDAO #2023|104.51190345212594|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/2023|Double Chups|Kid's Overalls|Dusty Cyanie|None|None|Viking Hat|Empress|None||Clay Dough|
1781|🔴-285|BitToonDAO #818|104.46375722381093|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/818|Devil Wings|Superstar Sweater|Emerald Jettie|None|None|Lovelove Headband|Prophet|None||Plastic|
1782|🔴-216|BitToonDAO #1142|104.43635654658267|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1142|BitToon Flag|Peony Shirt|Dusty Cyanie|None|None|Pompadour|Phoenix|None||Plastic|
1783|🔴-118|BitToonDAO #599|104.28548043753234|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/599|BitToon Flag|T-Shirt|Ocean Canarie|None|Eye Pad|Pirate Hat|Gold|None||Plastic|
1784|🔴-173|BitToonDAO #1566|104.28286614934363|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1566|Angel Wings|T-Shirt|Forest Pinkie|None|None|Farmer Hat|Chef|None||Plastic|
1785|🔴-208|BitToonDAO #886|104.25757964011903|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/886|Guitar|T-Shirt|Forest Pinkie|None|None|Pompadour|Tiger|None||Plastic|
1786|🔴-368|BitToonDAO #1471|104.2563946073841|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1471|RPG|Oriental Uniform|Emerald Jettie|None|None|Witch Hat|Knight|None||Ceramic|
1787|🔴-218|BitToonDAO #316|104.24082031819687|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/316|RPG|Oriental Uniform|Ocean Canarie|None|None|Frog Head|Prophet|None||Plastic|
1788|🔴-213|BitToonDAO #1343|104.22740309974377|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1343|Guitar|Peony Shirt|Dusty Cyanie|None|None|Pompadour|Bank|None||Plastic|
1789|🔴-229|BitToonDAO #1352|104.22013739247805|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1352|Guitar|Count|Sunset Rubie|None|None|Pompadour|Dragon|None||Plastic|
1790|🔴-350|BitToonDAO #1397|104.13852004871438|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1397|RPG|Leather Jacket|Scalet Bluie|None|None|Lovelove Headband|Pirate|None||Ceramic|
1791|🔴-245|BitToonDAO #758|104.11406166307104|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/758|Oxygen Tank|Superstar Sweater|Emerald Jettie|None|None|Frog Head|King|None||Plastic|
1792|🔴-986|BitToonDAO #1490|103.98585510339935|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1490|Backpack|T-Shirt|Sunset Rubie|None|Bozo Glasses|Viking Hat|Media|None||Jelly Bowl|
1793|🔴-669|BitToonDAO #1268|103.97379752529179|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1268|Devil Wings|Leather Jacket|Morning Galaxie|None|Bozo Glasses|None|Dreamer|None||Plastic|
1794|🔴-256|BitToonDAO #383|103.73605625029482|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/383|Guitar|Leather Jacket|Flamingo Zirconie|None|None|Witch Hat|Bank|Pipe||Plastic|
1795|🔴-599|BitToonDAO #1685|103.72047143302953|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1685|RPG|Count|Dusty Cyanie|None|None|Lovelove Headband|Empress|None||Metal|
1796|🔴-161|BitToonDAO #342|103.6612490186805|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/342|Butterfly Wings|Kid's Overalls|Scalet Bluie|None|None|Pumpkin Head|Knight|None||Plastic|
1797|🔴-507|BitToonDAO #488|103.61250844812311|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/488|Guitar|None|Silver Lavandie|None|None|None|Tiger|Pipe||Plastic|
1798|🔴-377|BitToonDAO #198|103.606150125157|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/198|Guitar|T-Shirt|Elegant Goldie|None|Cyclops|Tribal Hat|Dreamer|None||Jelly Bowl|
1799|🔴-214|BitToonDAO #1555|103.60525223617162|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1555|Backpack|Kid's Overalls|Scalet Bluie|None|None|Witch Hat|Officer|None||Ceramic|
1800|🔴-226|BitToonDAO #330|103.5017424595414|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/330|RPG|Peony Shirt|Dusty Cyanie|None|None|Pompadour|Dragon|None||Plastic|
1801|🟡|BitToonDAO #1966|103.43605615512156|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1966|Skateboard|Leather Jacket|Emerald Jettie|None|None|None|Turtle|Lollipop||Plastic|
1802|🔴-170|BitToonDAO #1526|103.36557165963526|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1526|Devil Wings|None|Forest Pinkie|None|None|Frog Head|Seed|None||Ceramic|
1803|🔴-495|BitToonDAO #1500|103.36372477260298|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1500|Devil Wings|Superstar Sweater|Autumn Lillie|None|None|Undercut|Turtle|None||Plastic|
1804|🔴-157|BitToonDAO #1479|103.3548637690442|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1479|Guitar|Kid's Overalls|Scalet Bluie|None|Eye Pad|Pirate Hat|Market|None||Plastic|
1805|🟡|BitToonDAO #1857|103.25555521229438|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1857|Backpack|Leather Jacket|Scalet Bluie|None|None|Viking Hat|Pirate|None||Ceramic|
1806|🟡|BitToonDAO #2064|103.19958140092191|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/2064|Double Chups|Peony Shirt|Billiard Whitie|None|None|Viking Hat|Media|None||Plastic|
1807|🔴-634|BitToonDAO #978|103.17409427796703|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/978|Double Chups|Kid's Overalls|Autumn Lillie|None|None|Reindeer Hoodie|Queen|None||Jelly Bowl|
1808|🔴-602|BitToonDAO #867|103.16618037852173|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/867|Backpack|Leather Jacket|Morning Galaxie|None|Bozo Glasses|None|Coin|None||Plastic|
1809|🔴-484|BitToonDAO #1005|103.09990033953446|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1005|Guitar|Leather Jacket|Dusty Cyanie|None|None|Cat Earphones|Tiger|Duckie||Jelly Bowl|
1810|🟡|BitToonDAO #2001|103.09621490086953|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/2001|Skateboard|Kid's Overalls|Dusty Cyanie|None|None|None|Virus|Lollipop||Plastic|
1811|🔴-204|BitToonDAO #1340|103.06417655027543|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1340|Oxygen Tank|Kid's Overalls|Ocean Canarie|None|None|Pompadour|Knight|None||Plastic|
1812|🔴-222|BitToonDAO #1177|103.02507701287215|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1177|Backpack|None|Morning Galaxie|None|None|Lovelove Headband|Bull|None||Ceramic|
1813|🔴-212|BitToonDAO #774|103.02022257454149|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/774|BitToon Flag|None|Flamingo Zirconie|None|Eye Pad|Pirate Hat|Turtle|None||Plastic|
1814|🔴-164|BitToonDAO #1314|102.97584484292234|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1314|Guitar|Peony Shirt|Forest Pinkie|None|None|Frog Head|Gold|None||Plastic|
1815|🟡|BitToonDAO #1836|102.97078791712161|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1836|Double Chups|T-Shirt|Emerald Jettie|None|Bozo Glasses|None|Dreamer|None||Plastic|
1816|🔴-418|BitToonDAO #953|102.93308851511621|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/953|Devil Wings|Oriental Uniform|Autumn Lillie|None|None|Undercut|Bear|None||Plastic|
1817|🔴-262|BitToonDAO #423|102.9277267879211|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/423|RPG|Leather Jacket|Scalet Bluie|None|None|Chubby Unicorn|Demon|None||Ceramic|
1818|🔴-266|BitToonDAO #434|102.91597577573906|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/434|Skateboard|T-Shirt|Elegant Goldie|None|Cyclops|Tribal Hat|Bank|None||Plastic|
1819|🔴-878|BitToonDAO #87|102.85358817275892|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/87|Double Chups|Kid's Overalls|Dusty Cyanie|None|None|None|Demon|Lollipop||Plastic|
1820|🔴-205|BitToonDAO #1338|102.84576336667116|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1338|Skateboard|Kid's Overalls|Elegant Goldie|None|None|Pompadour|Chef|None||Plastic|
1821|🟡|BitToonDAO #1841|102.83750659660953|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1841|Backpack|Count|Dusty Cyanie|None|None|Viking Hat|Empress|None||Metal|
1822|🔴-226|BitToonDAO #1172|102.79267728031742|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1172|Backpack|Superstar Sweater|Ocean Canarie|None|None|Lovelove Headband|Bear|None||Plastic|
1823|🔴-357|BitToonDAO #728|102.7515079100944|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/728|Double Chups|Oriental Uniform|Silver Lavandie|None|None|Witch Hat|Blockchain|None||Ceramic|
1824|🔴-274|BitToonDAO #1738|102.71892430959726|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1738|Wooden Staff|T-Shirt|Dusty Cyanie|None|None|Farmer Hat|Government|None||Plastic|
1825|🔴-262|BitToonDAO #432|102.69711721588598|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/432|Guitar|Superstar Sweater|Sunset Rubie|None|None|Pumpkin Head|Turtle|None||Plastic|
1826|🔴-206|BitToonDAO #1130|102.68745390975714|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1130|RPG|Peony Shirt|Flamingo Zirconie|None|None|Farmer Hat|Farmer|None||Plastic|
1827|🔴-315|BitToonDAO #711|102.63335222795386|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/711|Butterfly Wings|Kid's Overalls|Scalet Bluie|None|Eyeglasses|Witch Hat|Angel|None||Plastic|
1828|🔴-336|BitToonDAO #687|102.62646245821013|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/687|Skateboard|T-Shirt|Elegant Goldie|None|Cyclops|Hat|Turtle|None||Plastic|
1829|🔴-151|BitToonDAO #760|102.6258022059046|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/760|Double Chups|T-Shirt|Ocean Canarie|None|Eye Pad|Pirate Hat|Seed|None||Plastic|
1830|🔴-203|BitToonDAO #506|102.62328642910818|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/506|Angel Wings|T-Shirt|Forest Pinkie|None|None|Chubby Unicorn|Angel|None||Plastic|
1831|🔴-334|BitToonDAO #1606|102.5497595136404|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1606|Guitar|None|Emerald Jettie|None|None|Reindeer Hoodie|Pirate|None||Metal|
1832|🔴-292|BitToonDAO #806|102.54565172254819|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/806|BitToon Flag|Kid's Overalls|Forest Pinkie|None|None|Tribal Hat|Bank|None||Jelly Bowl|
1833|🔴-194|BitToonDAO #1070|102.43155915136697|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1070|Oxygen Tank|Kid's Overalls|Dusty Cyanie|None|Eye Pad|Pirate Hat|Coin|None||Plastic|
1834|🟡|BitToonDAO #1991|102.42605208798254|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1991|Guitar|Kid's Overalls|Dusty Cyanie|None|None|None|King|Lollipop||Plastic|
1835|🟡|BitToonDAO #1899|102.40819957723232|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1899|Double Chups|Leather Jacket|Elegant Goldie|None|None|Undercut|Cypher|None||Ceramic|
1836|🔴-238|BitToonDAO #794|102.37517606885456|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/794|Double Chups|Kid's Overalls|Scalet Bluie|None|None|Chubby Unicorn|Prophet|None||Ceramic|
1837|🔴-459|BitToonDAO #686|102.37148660144956|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/686|Angel Wings|Peony Shirt|Dusty Cyanie|None|None|Cat Earphones|Farmer|None||Plastic|
1838|🔴-165|BitToonDAO #57|102.34019714478403|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/57|Guitar|None|Flamingo Zirconie|None|None|Pumpkin Head|Miner|None||Plastic|
1839|🔴-208|BitToonDAO #1147|102.3265325974404|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1147|Skateboard|None|Elegant Goldie|None|None|Pompadour|Phoenix|None||Plastic|
1840|🔴-219|BitToonDAO #1325|102.32200983721934|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1325|Devil Wings|Oriental Uniform|Elegant Goldie|None|None|Farmer Hat|Knight|None||Jelly Bowl|
1841|🔴-217|BitToonDAO #596|102.2535474974561|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/596|RPG|Superstar Sweater|Forest Pinkie|None|None|Chubby Unicorn|Seed|None||Plastic|
1842|🔴-854|BitToonDAO #140|102.21447983913652|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/140|BitToon Flag|Oriental Uniform|Morning Galaxie|None|None|None|Queen|Pipe||Plastic|
1843|🟡|BitToonDAO #2062|101.94833657810794|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/2062|Guitar|T-Shirt|Emerald Jettie|None|Bozo Glasses|None|Believer|None||Plastic|
1844|🔴-216|BitToonDAO #1612|101.85080081994882|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1612|Backpack|None|Emerald Jettie|None|None|Pumpkin Head|Knight|None||Plastic|
1845|🔴-614|BitToonDAO #845|101.80755675594902|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/845|Guitar|T-Shirt|Dusty Cyanie|None|Eyeglasses|Cat Earphones|Cash|None||Jelly Bowl|
1846|🔴-197|BitToonDAO #1776|101.79434436704928|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1776|BitToon Flag|Peony Shirt|Ocean Canarie|None|None|Reindeer Hoodie|Virus|None||Plastic|
1847|🔴-209|BitToonDAO #1330|101.76115791578802|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1330|Oxygen Tank|Leather Jacket|Emerald Jettie|None|None|Pumpkin Head|Dragon|None||Plastic|
1848|🔴-230|BitToonDAO #698|101.71411704439411|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/698|Guitar|T-Shirt|Emerald Jettie|None|None|Lovelove Headband|Angel|Pipe||Plastic|
1849|🔴-179|BitToonDAO #1625|101.71200044355915|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1625|Butterfly Wings|Kid's Overalls|Forest Pinkie|None|None|Reindeer Hoodie|Market|None||Plastic|
1850|🔴-360|BitToonDAO #1405|101.69154776038384|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1405|RPG|Count|Dusty Cyanie|None|None|Witch Hat|Coin|None||Metal|
1851|🔴-262|BitToonDAO #1197|101.67217350777581|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1197|Oxygen Tank|Kid's Overalls|Emerald Jettie|None|Eyeglasses|Lovelove Headband|Seed|None||Plastic|
1852|🔴-293|BitToonDAO #1762|101.6690363621096|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1762|Angel Wings|T-Shirt|Forest Pinkie|None|None|Witch Hat|King|None||Plastic|
1853|🔴-332|BitToonDAO #487|101.66286002101448|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/487|Butterfly Wings|Count|Ocean Canarie|None|None|Witch Hat|Blockchain|None||Plastic|
1854|🟡|BitToonDAO #1859|101.62674857301316|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1859|None|None|Sunset Rubie|None|None|Witch Hat|Queen|None||Plastic|
1855|🔴-209|BitToonDAO #1482|101.6006317002704|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1482|RPG|Kid's Overalls|Scalet Bluie|None|Eye Pad|Pirate Hat|Bear|None||Plastic|
1856|🔴-263|BitToonDAO #1462|101.57704107037297|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1462|Double Chups|Peony Shirt|Forest Pinkie|None|None|Farmer Hat|Turtle|None||Plastic|
1857|🔴-241|BitToonDAO #848|101.54790704838963|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/848|Devil Wings|T-Shirt|Scalet Bluie|None|None|Pumpkin Head|Believer|None||Jelly Bowl|
1858|🔴-201|BitToonDAO #463|101.50063942536984|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/463|BitToon Flag|Kid's Overalls|Flamingo Zirconie|None|None|Pumpkin Head|Bear|None||Plastic|
1859|🔴-242|BitToonDAO #1799|101.4698796512635|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1799|Devil Wings|None|Elegant Goldie|None|None|Pompadour|King|None||Plastic|
1860|🟡|BitToonDAO #1827|101.37422741975325|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1827|RPG|Leather Jacket|Sunset Rubie|None|None|Viking Hat|Dragon|Duckie||Jelly Bowl|
1861|🔴-259|BitToonDAO #442|101.29748304723772|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/442|Guitar|Superstar Sweater|Sunset Rubie|None|None|Farmer Hat|Prophet|None||Plastic|
1862|🔴-236|BitToonDAO #1534|101.25924093546094|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1534|RPG|Kid's Overalls|Morning Galaxie|None|None|Pumpkin Head|Tiger|None||Plastic|
