rank|name|score|link|Background Color|Ghost Name|Ghost Type|Ghost Level
1|Thai Ghosts Farming #4912|11006.535947712418|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/4912.png|Black|Phi TayHong #Master|Accidented Ghost|Epic rae
2|Thai Ghosts Farming #4567|7285.211267605634|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/4567.png|Black|Phi Baan Phi Reuan #Master|House Ghost|Epic rare
3|Thai Ghosts Farming #2912|7272.522522522522|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/2912.png|Black|Phi Huakwad #Master|Headheld Ghost|Epic rare
4|Thai Ghosts Farming #1533|7263.368983957219|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/1533.png|Black|Kwai Thanu #Master|Buffalo Demon|Epic rare
5|Thai Ghosts Farming #1865|7255.767012687428|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/1865.png|Black|Phi Krahang #Master|Flying Fusty Men Ghost|Epic rare
6|Thai Ghosts Farming #173|1687.1776972098994|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/173.png||Kwai Thanu|Buffalo Demon #Cross eye|Rare
6|Thai Ghosts Farming #1253|1687.1776972098994|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/1253.png||Kwai Thanu|Buffalo Demon #Cross eye|Rare
6|Thai Ghosts Farming #3457|1687.1776972098994|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/3457.png||Kwai Thanu|Buffalo Demon #Cross eye|Rare
9|Thai Ghosts Farming #2838|781.1925378460667|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/2838.png|Green|Phi Krasue #Star eye|Flying Fusty Women Ghost|Rare
10|Thai Ghosts Farming #867|775.0358501440503|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/867.png|Light-Sky-Blue|Phi Krasue #Star eye|Flying Fusty Women Ghost|Rare
11|Thai Ghosts Farming #3750|769.630768573686|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/3750.png|Orange|Phi Lookgrog #Cross eye|Mystery Child Ghost|Rare
12|Thai Ghosts Farming #636|765.4644810221193|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/636.png|Blue|Phi Krasue #Star eye|Flying Fusty Women Ghost|Rare
13|Thai Ghosts Farming #3012|764.1280930877933|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/3012.png|Red|Phi Krasue #Star eye|Flying Fusty Women Ghost|Rare
14|Thai Ghosts Farming #3854|763.8951150459737|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/3854.png|Crimson|Phi Krasue #Star eye|Flying Fusty Women Ghost|Rare
15|Thai Ghosts Farming #3278|763.0231329216073|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/3278.png|Light-Yellow|Phi Krasue #Star eye|Flying Fusty Women Ghost|Rare
16|Thai Ghosts Farming #3947|762.9204033981696|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/3947.png|Sky-Blue|Phi Krasue #Star eye|Flying Fusty Women Ghost|Rare
17|Thai Ghosts Farming #4036|744.8549667801005|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/4036.png|Orange|Phi KongKoi #Thunder eye|Wild Ghost|Rare
18|Thai Ghosts Farming #3728|719.6024415275754|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/3728.png|Orange-Red|Phi KongKoi #Cross eye|Wild Ghost|Rare
19|Thai Ghosts Farming #832|715.2180280295588|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/832.png|Medium-Sea-Green|Phi Lookgrog #Cross eye|Mystery Child Ghost|Rare
20|Thai Ghosts Farming #3976|713.4696853948192|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/3976.png|Light-Grey|Phi KongKoi #Thunder eye|Wild Ghost|Rare
21|Thai Ghosts Farming #3814|712.9682530070611|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/3814.png|Green|Phi Lookgrog #Cross eye|Mystery Child Ghost|Rare
22|Thai Ghosts Farming #1212|711.056628582725|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/1212.png|Green|Phi JaotiJaotang|Joss House Ghost|Uncommon
23|Thai Ghosts Farming #130|704.1023883244936|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/130.png|Yellow|Phi Lookgrog #Cross eye|Mystery Child Ghost|Rare
24|Thai Ghosts Farming #669|703.5946703121951|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/669.png|Medium-Sea-Green|Phi Baan Phi Reuan #Cross eye|House Ghost|Rare
25|Thai Ghosts Farming #4586|702.851719906926|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/4586.png|Orange-Chocolate|Phi JaotiJaotang|Joss House Ghost|Uncommon
26|Thai Ghosts Farming #1027|700.7481093826568|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/1027.png|Light-Slate-Grey|Phi Lookgrog #Cross eye|Mystery Child Ghost|Rare
27|Thai Ghosts Farming #1101|700.4688328799001|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/1101.png|Light-Grey|Phi JaotiJaotang #Cross eye|Joss House Ghost|Rare
28|Thai Ghosts Farming #2601|699.400421325555|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/2601.png|Tomato|Phi KongKoi #Cross eye|Wild Ghost|Rare
29|Thai Ghosts Farming #1374|698.836484958321|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/1374.png|Light-Slate-Grey|Phi JaotiJaotang|Joss House Ghost|Uncommon
30|Thai Ghosts Farming #3884|697.3783940825058|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/3884.png|Lemon|Phi Lookgrog #Cross eye|Mystery Child Ghost|Rare
31|Thai Ghosts Farming #1241|695.3285717587778|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/1241.png|Blue|Phi JaotiJaotang|Joss House Ghost|Uncommon
32|Thai Ghosts Farming #4041|695.1924061814357|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/4041.png|Deep-Pink|Phi JaotiJaotang|Joss House Ghost|Uncommon
33|Thai Ghosts Farming #4511|694.902907438058|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/4511.png|Blue-Violet|Phi Lookgrog #Cross eye|Mystery Child Ghost|Rare
34|Thai Ghosts Farming #195|694.7988480826016|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/195.png|Hot-Pink|Phi Lookgrog #Cross eye|Mystery Child Ghost|Rare
35|Thai Ghosts Farming #3342|694.696118559164|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/3342.png|Sky-Blue|Phi Lookgrog #Cross eye|Mystery Child Ghost|Rare
36|Thai Ghosts Farming #2857|693.9921838244517|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/2857.png|Red|Phi JaotiJaotang|Joss House Ghost|Uncommon
37|Thai Ghosts Farming #574|693.7592057826321|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/574.png|Crimson|Phi JaotiJaotang|Joss House Ghost|Uncommon
38|Thai Ghosts Farming #969|692.9912830137221|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/969.png|Blue-Violet|Phi JaotiJaotang|Joss House Ghost|Uncommon
39|Thai Ghosts Farming #33|692.8872236582657|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/33.png|Hot-Pink|Phi JaotiJaotang|Joss House Ghost|Uncommon
39|Thai Ghosts Farming #4755|692.8872236582657|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/4755.png|Light-Yellow|Phi JaotiJaotang|Joss House Ghost|Uncommon
41|Thai Ghosts Farming #2935|692.7844941348279|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/2935.png|Sky-Blue|Phi JaotiJaotang|Joss House Ghost|Uncommon
42|Thai Ghosts Farming #4499|689.3205421694538|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/4499.png|Yellow-Green|Phi Baan Phi Reuan #Cross eye|House Ghost|Rare
43|Thai Ghosts Farming #4848|689.1247516652933|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/4848.png|Light-Slate-Grey|Phi Baan Phi Reuan #Cross eye|House Ghost|Rare
44|Thai Ghosts Farming #2415|688.8226877656055|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/2415.png|Orange-Red|Phi Lookgrog #Star eye|Mystery Child Ghost|Rare
45|Thai Ghosts Farming #4262|687.931653280565|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/4262.png|Light-Pink|Phi Baan Phi Reuan #Cross eye|House Ghost|Rare
46|Thai Ghosts Farming #2164|685.750135858336|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/2164.png|Light-Sky-Blue|Phi Krasue #Cross eye|Flying Fusty Women Ghost|Rare
47|Thai Ghosts Farming #2465|685.4806728884081|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/2465.png|Deep-Pink|Phi Baan Phi Reuan #Cross eye|House Ghost|Rare
48|Thai Ghosts Farming #933|684.2804505314241|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/933.png|Red|Phi Baan Phi Reuan #Cross eye|House Ghost|Rare
49|Thai Ghosts Farming #451|684.2559928987376|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/451.png|Medium-Slate-Blue|Phi Krasue #Cross eye|Flying Fusty Women Ghost|Rare
50|Thai Ghosts Farming #595|683.2795497206944|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/595.png|Blue-Violet|Phi Baan Phi Reuan #Cross eye|House Ghost|Rare
51|Thai Ghosts Farming #261|683.0727608418003|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/261.png|Sky-Blue|Phi Baan Phi Reuan #Cross eye|House Ghost|Rare
52|Thai Ghosts Farming #268|682.035763511459|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/268.png|Light-Sky-Blue|Phi KongKoi #Thunder eye|Wild Ghost|Rare
53|Thai Ghosts Farming #662|679.6866799359482|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/662.png|Light-Slate-Grey|Phi Krasue #Cross eye|Flying Fusty Women Ghost|Rare
54|Thai Ghosts Farming #1833|679.3265865309081|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/1833.png|Yellow|Phi KongKoi #Thunder eye|Wild Ghost|Rare
55|Thai Ghosts Farming #912|677.4413737210541|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/912.png|Medium-Sea-Green|Phi JaotiJaotang #Cross eye|Joss House Ghost|Rare
56|Thai Ghosts Farming #2764|676.316964635797|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/2764.png|Lemon|Phi Krasue #Cross eye|Flying Fusty Women Ghost|Rare
57|Thai Ghosts Farming #2283|676.042601159063|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/2283.png|Deep-Pink|Phi Krasue #Cross eye|Flying Fusty Women Ghost|Rare
58|Thai Ghosts Farming #4676|675.6672455783129|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/4676.png|Light-Sea-Green|Phi JaotiJaotang #Cross eye|Joss House Ghost|Rare
59|Thai Ghosts Farming #3185|674.842378802079|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/3185.png|Red|Phi Krasue #Cross eye|Flying Fusty Women Ghost|Rare
60|Thai Ghosts Farming #2920|674.779209204343|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/2920.png|Light-Pink|Phi KongKoi #Thunder eye|Wild Ghost|Rare
61|Thai Ghosts Farming #561|674.6094007602594|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/561.png|Crimson|Phi Krasue #Cross eye|Flying Fusty Women Ghost|Rare
62|Thai Ghosts Farming #2922|673.7374186358929|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/2922.png|Light-Yellow|Phi Krasue #Cross eye|Flying Fusty Women Ghost|Rare
63|Thai Ghosts Farming #1605|671.128006455202|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/1605.png|Red|Phi KongKoi #Thunder eye|Wild Ghost|Rare
64|Thai Ghosts Farming #3437|670.8950284133825|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/3437.png|Crimson|Phi KongKoi #Thunder eye|Wild Ghost|Rare
65|Thai Ghosts Farming #2287|670.1271056444723|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/2287.png|Blue-Violet|Phi KongKoi #Thunder eye|Wild Ghost|Rare
66|Thai Ghosts Farming #3388|670.0230462890161|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/3388.png|Light-Yellow|Phi KongKoi #Thunder eye|Wild Ghost|Rare
66|Thai Ghosts Farming #4740|670.0230462890161|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/4740.png|Hot-Pink|Phi KongKoi #Thunder eye|Wild Ghost|Rare
68|Thai Ghosts Farming #2206|669.03491099654|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/2206.png|Light-Sky-Blue|Phi JaotiJaotang #Cross eye|Joss House Ghost|Rare
69|Thai Ghosts Farming #3840|668.6206675635851|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/3840.png|Tomato|Phi Lookgrog #Star eye|Mystery Child Ghost|Rare
70|Thai Ghosts Farming #1390|666.9866900227573|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/1390.png|Orange-Chocolate|Phi JaotiJaotang #Cross eye|Joss House Ghost|Rare
71|Thai Ghosts Farming #3022|664.0468859720197|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/3022.png|Cyan|Phi KongKoi #Cross eye|Wild Ghost|Rare
72|Thai Ghosts Farming #303|662.9714550741523|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/303.png|Light-Slate-Grey|Phi JaotiJaotang #Cross eye|Joss House Ghost|Rare
73|Thai Ghosts Farming #4295|661.778356689424|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/4295.png|Light-Pink|Phi JaotiJaotang #Cross eye|Joss House Ghost|Rare
74|Thai Ghosts Farming #2960|659.4635418746092|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/2960.png|Blue|Phi JaotiJaotang #Cross eye|Joss House Ghost|Rare
75|Thai Ghosts Farming #521|659.327376297267|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/521.png|Deep-Pink|Phi JaotiJaotang #Cross eye|Joss House Ghost|Rare
76|Thai Ghosts Farming #1772|658.127153940283|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/1772.png|Red|Phi JaotiJaotang #Cross eye|Joss House Ghost|Rare
77|Thai Ghosts Farming #3896|657.8941758984635|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/3896.png|Crimson|Phi JaotiJaotang #Cross eye|Joss House Ghost|Rare
78|Thai Ghosts Farming #4446|657.1262531295534|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/4446.png|Blue-Violet|Phi JaotiJaotang #Cross eye|Joss House Ghost|Rare
79|Thai Ghosts Farming #4281|653.2094310583427|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/4281.png|Orange-Red|Phi Baan Phi Reuan #Thunder eye|House Ghost|Rare
80|Thai Ghosts Farming #3743|644.9876807814277|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/3743.png|Medium-Sea-Green|Phi KongKoi #Cross eye|Wild Ghost|Rare
81|Thai Ghosts Farming #2082|637.2353861783038|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/2082.png|Light-Grey|Phi Lookgrog #Star eye|Mystery Child Ghost|Rare
82|Thai Ghosts Farming #2804|635.0870750973152|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/2804.png|Medium-Slate-Blue|Phi KongKoi #Cross eye|Wild Ghost|Rare
83|Thai Ghosts Farming #2398|633.8720410763626|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/2398.png|Yellow|Phi KongKoi #Cross eye|Wild Ghost|Rare
84|Thai Ghosts Farming #281|629.3207316956925|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/281.png|Dark-Khaki|Phi Krahang #Thunder eye|Flying Fusty Men Ghost|Rare
85|Thai Ghosts Farming #4695|627.4565934008658|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/4695.png|Tomato|Phi KongKoi|Wild Ghost|Uncommon
86|Thai Ghosts Farming #2083|627.0098489349828|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/2083.png|Blue|Phi KongKoi #Cross eye|Wild Ghost|Rare
87|Thai Ghosts Farming #3891|626.8736833576406|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/3891.png|Deep-Pink|Phi KongKoi #Cross eye|Wild Ghost|Rare
88|Thai Ghosts Farming #4803|625.6734610006566|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/4803.png|Red|Phi KongKoi #Cross eye|Wild Ghost|Rare
89|Thai Ghosts Farming #4479|624.672560189927|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/4479.png|Blue-Violet|Phi KongKoi #Cross eye|Wild Ghost|Rare
90|Thai Ghosts Farming #3211|624.4657713110329|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/3211.png|Sky-Blue|Phi KongKoi #Cross eye|Wild Ghost|Rare
91|Thai Ghosts Farming #4429|623.5693391269774|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/4429.png|Orange|Phi Krasue #Thunder eye|Flying Fusty Women Ghost|Rare
92|Thai Ghosts Farming #3282|614.2079270194578|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/3282.png|Cadet-Blue|Phi Lookgrog #Star eye|Mystery Child Ghost|Rare
93|Thai Ghosts Farming #885|612.9839020823416|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/885.png|Cadet-Blue|Phi Phray #Cross eye|Underwater Ghost|Rare
93|Thai Ghosts Farming #1837|612.9839020823416|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/1837.png|Medium-Sea-Green|Phi Phray #Cross eye|Underwater Ghost|Rare
95|Thai Ghosts Farming #4416|603.0922873143927|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/4416.png|Yellow|Phi Lookgrog #Star eye|Mystery Child Ghost|Rare
95|Thai Ghosts Farming #4875|603.0922873143927|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/4875.png|Yellow|Phi Lookgrog #Thunder eye|Mystery Child Ghost|Rare
97|Thai Ghosts Farming #28|602.5292183840447|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/28.png|Orange-Chocolate|Phi Phray #Cross eye|Underwater Ghost|Rare
98|Thai Ghosts Farming #3548|599.9337988767165|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/3548.png|Yellow-Green|Phi Lookgrog #Thunder eye|Mystery Child Ghost|Rare
99|Thai Ghosts Farming #4611|599.7380083725559|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/4611.png|Light-Slate-Grey|Phi Lookgrog #Star eye|Mystery Child Ghost|Rare
100|Thai Ghosts Farming #4426|598.7097739396003|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/4426.png|Yellow-Green|Phi Phray #Cross eye|Underwater Ghost|Rare
101|Thai Ghosts Farming #388|598.5449099878276|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/388.png|Light-Pink|Phi Lookgrog #Thunder eye|Mystery Child Ghost|Rare
101|Thai Ghosts Farming #1095|598.5449099878276|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/1095.png|Light-Pink|Phi Lookgrog #Star eye|Mystery Child Ghost|Rare
103|Thai Ghosts Farming #3689|596.3682930724046|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/3689.png|Lemon|Phi Lookgrog #Thunder eye|Mystery Child Ghost|Rare
104|Thai Ghosts Farming #3361|596.0939295956707|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/3361.png|Deep-Pink|Phi Lookgrog #Thunder eye|Mystery Child Ghost|Rare
105|Thai Ghosts Farming #1696|595.1442681352886|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/1696.png|Lemon|Phi Phray #Cross eye|Underwater Ghost|Rare
106|Thai Ghosts Farming #3192|594.8937072386867|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/3192.png|Red|Phi Lookgrog #Thunder eye|Mystery Child Ghost|Rare
