rank|name|score|link|Background Color|Ghost Name|Ghost Type|Ghost Level
1372|Thai Ghosts Farming #1185|74.08290757738834|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/1185.png|Red|Phi Krasue|Flying Fusty Women Ghost|Common
1372|Thai Ghosts Farming #1585|74.08290757738834|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/1585.png|Red|Phi Krasue|Flying Fusty Women Ghost|Common
1372|Thai Ghosts Farming #2556|74.08290757738834|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/2556.png|Red|Phi Krasue|Flying Fusty Women Ghost|Common
1372|Thai Ghosts Farming #3746|74.08290757738834|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/3746.png|Red|Phi Krasue|Flying Fusty Women Ghost|Common
1372|Thai Ghosts Farming #4417|74.08290757738834|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/4417.png|Red|Phi Krasue|Flying Fusty Women Ghost|Common
1372|Thai Ghosts Farming #4490|74.08290757738834|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/4490.png|Red|Phi Krasue|Flying Fusty Women Ghost|Common
1372|Thai Ghosts Farming #4778|74.08290757738834|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/4778.png|Red|Phi Krasue|Flying Fusty Women Ghost|Common
1379|Thai Ghosts Farming #1013|73.84992953556879|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/1013.png|Crimson|Phi Krasue|Flying Fusty Women Ghost|Common
1379|Thai Ghosts Farming #1291|73.84992953556879|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/1291.png|Crimson|Phi Krasue|Flying Fusty Women Ghost|Common
1379|Thai Ghosts Farming #1317|73.84992953556879|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/1317.png|Crimson|Phi Krasue|Flying Fusty Women Ghost|Common
1379|Thai Ghosts Farming #1357|73.84992953556879|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/1357.png|Crimson|Phi Krasue|Flying Fusty Women Ghost|Common
1379|Thai Ghosts Farming #2951|73.84992953556879|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/2951.png|Crimson|Phi Krasue|Flying Fusty Women Ghost|Common
1379|Thai Ghosts Farming #3306|73.84992953556879|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/3306.png|Crimson|Phi Krasue|Flying Fusty Women Ghost|Common
1379|Thai Ghosts Farming #3648|73.84992953556879|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/3648.png|Crimson|Phi Krasue|Flying Fusty Women Ghost|Common
1386|Thai Ghosts Farming #328|73.70364292656103|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/328.png|Yellow|Phi Porp|Fusty Ghost|Uncommon
1386|Thai Ghosts Farming #811|73.70364292656103|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/811.png|Yellow|Phi Porp|Fusty Ghost|Uncommon
1386|Thai Ghosts Farming #3710|73.70364292656103|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/3710.png|Yellow|Phi Porp|Fusty Ghost|Uncommon
1389|Thai Ghosts Farming #125|73.6332703401031|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/125.png|Light-Pink|Phi Huakwad|Headheld Ghost|Common
1389|Thai Ghosts Farming #535|73.6332703401031|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/535.png|Light-Pink|Phi Huakwad|Headheld Ghost|Common
1389|Thai Ghosts Farming #809|73.6332703401031|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/809.png|Light-Pink|Phi Huakwad|Headheld Ghost|Common
1389|Thai Ghosts Farming #2026|73.6332703401031|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/2026.png|Light-Pink|Phi Huakwad|Headheld Ghost|Common
1389|Thai Ghosts Farming #2146|73.6332703401031|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/2146.png|Light-Pink|Phi Huakwad|Headheld Ghost|Common
1389|Thai Ghosts Farming #2823|73.6332703401031|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/2823.png|Light-Pink|Phi Huakwad|Headheld Ghost|Common
1389|Thai Ghosts Farming #3127|73.6332703401031|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/3127.png|Light-Pink|Phi Huakwad|Headheld Ghost|Common
1389|Thai Ghosts Farming #4769|73.6332703401031|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/4769.png|Light-Pink|Phi Huakwad|Headheld Ghost|Common
1389|Thai Ghosts Farming #4825|73.6332703401031|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/4825.png|Light-Pink|Phi Huakwad|Headheld Ghost|Common
1398|Thai Ghosts Farming #43|73.42021979484409|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/43.png|Light-Grey|Phi Krahang|Flying Fusty Men Ghost|Common
1398|Thai Ghosts Farming #441|73.42021979484409|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/441.png|Light-Grey|Phi Krahang|Flying Fusty Men Ghost|Common
1398|Thai Ghosts Farming #886|73.42021979484409|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/886.png|Light-Grey|Phi Krahang|Flying Fusty Men Ghost|Common
1398|Thai Ghosts Farming #2310|73.42021979484409|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/2310.png|Light-Grey|Phi Krahang|Flying Fusty Men Ghost|Common
1398|Thai Ghosts Farming #2586|73.42021979484409|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/2586.png|Light-Grey|Phi Krahang|Flying Fusty Men Ghost|Common
1398|Thai Ghosts Farming #2974|73.42021979484409|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/2974.png|Light-Grey|Phi Krahang|Flying Fusty Men Ghost|Common
1398|Thai Ghosts Farming #3567|73.42021979484409|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/3567.png|Light-Grey|Phi Krahang|Flying Fusty Men Ghost|Common
1398|Thai Ghosts Farming #4046|73.42021979484409|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/4046.png|Light-Grey|Phi Krahang|Flying Fusty Men Ghost|Common
1406|Thai Ghosts Farming #1282|73.33302266531042|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/1282.png|Yellow-Green|Sambhawesi|Creepy Ghost|Common
1406|Thai Ghosts Farming #2504|73.33302266531042|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/2504.png|Yellow-Green|Sambhawesi|Creepy Ghost|Common
1406|Thai Ghosts Farming #3489|73.33302266531042|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/3489.png|Yellow-Green|Sambhawesi|Creepy Ghost|Common
1406|Thai Ghosts Farming #3781|73.33302266531042|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/3781.png|Yellow-Green|Sambhawesi|Creepy Ghost|Common
1406|Thai Ghosts Farming #4067|73.33302266531042|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/4067.png|Yellow-Green|Sambhawesi|Creepy Ghost|Common
1406|Thai Ghosts Farming #4909|73.33302266531042|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/4909.png|Yellow-Green|Sambhawesi|Creepy Ghost|Common
1412|Thai Ghosts Farming #1011|73.31357963760156|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/1011.png|Red|Phi Huakwad|Headheld Ghost|Uncommon
1412|Thai Ghosts Farming #3758|73.31357963760156|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/3758.png|Red|Phi Huakwad|Headheld Ghost|Uncommon
1414|Thai Ghosts Farming #570|73.13723216114987|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/570.png|Light-Slate-Grey|Sambhawesi|Creepy Ghost|Common
1414|Thai Ghosts Farming #632|73.13723216114987|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/632.png|Light-Slate-Grey|Sambhawesi|Creepy Ghost|Common
1414|Thai Ghosts Farming #1391|73.13723216114987|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/1391.png|Light-Slate-Grey|Sambhawesi|Creepy Ghost|Common
1414|Thai Ghosts Farming #1779|73.13723216114987|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/1779.png|Light-Slate-Grey|Sambhawesi|Creepy Ghost|Common
1414|Thai Ghosts Farming #3732|73.13723216114987|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/3732.png|Light-Slate-Grey|Sambhawesi|Creepy Ghost|Common
1414|Thai Ghosts Farming #4297|73.13723216114987|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/4297.png|Light-Slate-Grey|Sambhawesi|Creepy Ghost|Common
1414|Thai Ghosts Farming #4747|73.13723216114987|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/4747.png|Light-Slate-Grey|Sambhawesi|Creepy Ghost|Common
1414|Thai Ghosts Farming #4910|73.13723216114987|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/4910.png|Light-Slate-Grey|Sambhawesi|Creepy Ghost|Common
1422|Thai Ghosts Farming #3889|73.099028907638|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/3889.png|Lemon|Sambhawesi|Creepy Ghost|Uncommon
1423|Thai Ghosts Farming #266|73.0820067666587|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/266.png|Blue-Violet|Phi Krasue|Flying Fusty Women Ghost|Common
1423|Thai Ghosts Farming #1195|73.0820067666587|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/1195.png|Blue-Violet|Phi Krasue|Flying Fusty Women Ghost|Common
1423|Thai Ghosts Farming #1421|73.0820067666587|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/1421.png|Blue-Violet|Phi Krasue|Flying Fusty Women Ghost|Common
1423|Thai Ghosts Farming #1469|73.0820067666587|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/1469.png|Blue-Violet|Phi Krasue|Flying Fusty Women Ghost|Common
1423|Thai Ghosts Farming #1573|73.0820067666587|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/1573.png|Blue-Violet|Phi Krasue|Flying Fusty Women Ghost|Common
1423|Thai Ghosts Farming #1749|73.0820067666587|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/1749.png|Blue-Violet|Phi Krasue|Flying Fusty Women Ghost|Common
1423|Thai Ghosts Farming #3475|73.0820067666587|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/3475.png|Blue-Violet|Phi Krasue|Flying Fusty Women Ghost|Common
1423|Thai Ghosts Farming #3523|73.0820067666587|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/3523.png|Blue-Violet|Phi Krasue|Flying Fusty Women Ghost|Common
1423|Thai Ghosts Farming #4410|73.0820067666587|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/4410.png|Blue-Violet|Phi Krasue|Flying Fusty Women Ghost|Common
1432|Thai Ghosts Farming #403|73.08130786047262|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/403.png|Light-Sky-Blue|Phi Porp|Fusty Ghost|Common
1432|Thai Ghosts Farming #1243|73.08130786047262|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/1243.png|Light-Sky-Blue|Phi Porp|Fusty Ghost|Common
1432|Thai Ghosts Farming #1680|73.08130786047262|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/1680.png|Light-Sky-Blue|Phi Porp|Fusty Ghost|Common
1432|Thai Ghosts Farming #3582|73.08130786047262|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/3582.png|Light-Sky-Blue|Phi Porp|Fusty Ghost|Common
1432|Thai Ghosts Farming #4445|73.08130786047262|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/4445.png|Light-Sky-Blue|Phi Porp|Fusty Ghost|Common
1437|Thai Ghosts Farming #3692|73.080601595782|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/3692.png|Crimson|Phi Huakwad|Headheld Ghost|Uncommon
1437|Thai Ghosts Farming #4276|73.080601595782|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/4276.png|Crimson|Phi Huakwad|Headheld Ghost|Uncommon
1439|Thai Ghosts Farming #35|72.97794741120232|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/35.png|Hot-Pink|Phi Krasue|Flying Fusty Women Ghost|Common
1439|Thai Ghosts Farming #44|72.97794741120232|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/44.png|Light-Yellow|Phi Krasue|Flying Fusty Women Ghost|Common
1439|Thai Ghosts Farming #337|72.97794741120232|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/337.png|Hot-Pink|Phi Krasue|Flying Fusty Women Ghost|Common
1439|Thai Ghosts Farming #460|72.97794741120232|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/460.png|Light-Yellow|Phi Krasue|Flying Fusty Women Ghost|Common
1439|Thai Ghosts Farming #545|72.97794741120232|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/545.png|Light-Yellow|Phi Krasue|Flying Fusty Women Ghost|Common
1439|Thai Ghosts Farming #585|72.97794741120232|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/585.png|Light-Yellow|Phi Krasue|Flying Fusty Women Ghost|Common
1439|Thai Ghosts Farming #757|72.97794741120232|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/757.png|Hot-Pink|Phi Krasue|Flying Fusty Women Ghost|Common
1439|Thai Ghosts Farming #1023|72.97794741120232|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/1023.png|Light-Yellow|Phi Krasue|Flying Fusty Women Ghost|Common
1439|Thai Ghosts Farming #1259|72.97794741120232|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/1259.png|Light-Yellow|Phi Krasue|Flying Fusty Women Ghost|Common
1439|Thai Ghosts Farming #1445|72.97794741120232|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/1445.png|Hot-Pink|Phi Krasue|Flying Fusty Women Ghost|Common
1439|Thai Ghosts Farming #1981|72.97794741120232|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/1981.png|Hot-Pink|Phi Krasue|Flying Fusty Women Ghost|Common
1439|Thai Ghosts Farming #2081|72.97794741120232|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/2081.png|Light-Yellow|Phi Krasue|Flying Fusty Women Ghost|Common
1439|Thai Ghosts Farming #2088|72.97794741120232|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/2088.png|Hot-Pink|Phi Krasue|Flying Fusty Women Ghost|Common
1439|Thai Ghosts Farming #2743|72.97794741120232|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/2743.png|Light-Yellow|Phi Krasue|Flying Fusty Women Ghost|Common
1439|Thai Ghosts Farming #3565|72.97794741120232|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/3565.png|Hot-Pink|Phi Krasue|Flying Fusty Women Ghost|Common
1439|Thai Ghosts Farming #4143|72.97794741120232|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/4143.png|Light-Yellow|Phi Krasue|Flying Fusty Women Ghost|Common
1439|Thai Ghosts Farming #4367|72.97794741120232|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/4367.png|Light-Yellow|Phi Krasue|Flying Fusty Women Ghost|Common
1456|Thai Ghosts Farming #493|72.96083100824607|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/493.png|Blue|Sambhawesi|Creepy Ghost|Uncommon
1456|Thai Ghosts Farming #1135|72.96083100824607|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/1135.png|Blue|Sambhawesi|Creepy Ghost|Uncommon
1456|Thai Ghosts Farming #2781|72.96083100824607|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/2781.png|Blue|Sambhawesi|Creepy Ghost|Uncommon
1456|Thai Ghosts Farming #4919|72.96083100824607|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/4919.png|Blue|Sambhawesi|Creepy Ghost|Uncommon
1456|Thai Ghosts Farming #4969|72.96083100824607|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/4969.png|Blue|Sambhawesi|Creepy Ghost|Uncommon
1461|Thai Ghosts Farming #27|72.87521788776459|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/27.png|Sky-Blue|Phi Krasue|Flying Fusty Women Ghost|Common
1461|Thai Ghosts Farming #1090|72.87521788776459|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/1090.png|Sky-Blue|Phi Krasue|Flying Fusty Women Ghost|Common
1461|Thai Ghosts Farming #2490|72.87521788776459|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/2490.png|Sky-Blue|Phi Krasue|Flying Fusty Women Ghost|Common
1461|Thai Ghosts Farming #3493|72.87521788776459|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/3493.png|Sky-Blue|Phi Krasue|Flying Fusty Women Ghost|Common
1461|Thai Ghosts Farming #3824|72.87521788776459|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/3824.png|Sky-Blue|Phi Krasue|Flying Fusty Women Ghost|Common
1461|Thai Ghosts Farming #3969|72.87521788776459|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/3969.png|Sky-Blue|Phi Krasue|Flying Fusty Women Ghost|Common
1461|Thai Ghosts Farming #4142|72.87521788776459|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/4142.png|Sky-Blue|Phi Krasue|Flying Fusty Women Ghost|Common
1461|Thai Ghosts Farming #4243|72.87521788776459|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/4243.png|Sky-Blue|Phi Krasue|Flying Fusty Women Ghost|Common
1461|Thai Ghosts Farming #4282|72.87521788776459|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/4282.png|Sky-Blue|Phi Krasue|Flying Fusty Women Ghost|Common
1461|Thai Ghosts Farming #4452|72.87521788776459|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/4452.png|Sky-Blue|Phi Krasue|Flying Fusty Women Ghost|Common
1471|Thai Ghosts Farming #659|72.82466543090403|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/659.png|Deep-Pink|Sambhawesi|Creepy Ghost|Uncommon
1471|Thai Ghosts Farming #3594|72.82466543090403|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/3594.png|Deep-Pink|Sambhawesi|Creepy Ghost|Uncommon
1473|Thai Ghosts Farming #1592|72.78347787322947|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/1592.png|Cyan|Phi Krahang|Flying Fusty Men Ghost|Uncommon
1473|Thai Ghosts Farming #1848|72.78347787322947|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/1848.png|Cyan|Phi Krahang|Flying Fusty Men Ghost|Uncommon
1473|Thai Ghosts Farming #2166|72.78347787322947|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/2166.png|Cyan|Phi Krahang|Flying Fusty Men Ghost|Uncommon
1473|Thai Ghosts Farming #3259|72.78347787322947|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/3259.png|Cyan|Phi Krahang|Flying Fusty Men Ghost|Uncommon
1477|Thai Ghosts Farming #2942|72.42139125325521|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/2942.png|Cadet-Blue|Phi Phray|Underwater Ghost|Uncommon
1477|Thai Ghosts Farming #4959|72.42139125325521|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/4959.png|Medium-Sea-Green|Phi Phray|Underwater Ghost|Uncommon
1479|Thai Ghosts Farming #1937|72.3126788268719|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/1937.png|Blue-Violet|Phi Huakwad|Headheld Ghost|Uncommon
1479|Thai Ghosts Farming #2931|72.3126788268719|https://cloudflare-ipfs.com/ipfs/bafybeico3kuczc67wj7kracsagie4luzk2wq3ya6oxubwsqqo6lbadmgle/2931.png|Blue-Violet|Phi Huakwad|Headheld Ghost|Uncommon
