rank|📈|name|score|link|background|body|clothes|eyewear|head|mouth
285|🟢+7|Nerd Ape Dao #807|144.8091940292387|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/807|Light purple|Gold|Hawaii|Red|Newsboy cap|Gold Grillz
286|🟢+3|Nerd Ape Dao #1027|144.7210212540087|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1027|Light purple|Red|Fastfood|3D|Black top hat|Grillz
287|🔵|Nerd Ape Dao #586|144.7018770453598|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/586|Green mint|Lav|Brown coat|Heart|Biker helmet|Mouchet
288|🔴-3|Nerd Ape Dao #376|144.68955091087577|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/376|Blue|Cream|White fur|Black Nerd|Gold crown|Tongue_out
289|🔴-1|Nerd Ape Dao #363|144.68791002150874|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/363|Green mint|Tiger|White shirt ribbon|Demon|Blue headscarf|Cigar
290|🟢+1|Nerd Ape Dao #1216|144.56966485904076|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1216|Yellow|Cream|Green jacket|Red|Propeller cap|Gold Grillz
291|🔴-11|Nerd Ape Dao #900|144.5541155115435|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/900|Pink|Light brown|Banana hawaii|Square|Rose headscarf|Grin
292|🟢+3|Nerd Ape Dao #1004|144.46117636566413|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1004|Green mint|Pink|White fur|Hearteye|Demon horns|Grillz
293|🟢+1|Nerd Ape Dao #636|144.4422652753898|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/636|Green mint|Zombie|Pirate|Fasion|Blue headscarf|Grillz
294|🔴-4|Nerd Ape Dao #16|144.41804490151844|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/16|Red|Robot|Flower Hawaii|Round Glasses|Fastfood|Open
295|🟢+3|Nerd Ape Dao #1348|144.1962679226245|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1348|Yellow|Lav|Goldchain|Faded|Biker helmet|420
296|🟢+1|Nerd Ape Dao #1082|143.9725752923793|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1082|Yellow|Gray|Sheriff|ETH|White bucket hat|Pipe
297|🔴-1|Nerd Ape Dao #850|143.9430346967592|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/850|Green mint|Cream|Tech jacket|Angry|Staw hat|Grillz
298|🟢+2|Nerd Ape Dao #548|143.8645083901267|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/548|Beige|Pink|Tech jacket|Square|Pink bucket|Close
299|🔵|Nerd Ape Dao #1257|143.8392445858235|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1257|Pink|Lav|Brown coat|Angry|Adventure hat|Mouchet
300|🟢+3|Nerd Ape Dao #1148|143.666101813377|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1148|Green mint|Water|Tech jacket|Oval|Pink beanie|Cigar
301|🔵|Nerd Ape Dao #52|143.57443496117287|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/52|Light purple|Dark brown|Flower Hawaii|X|Staw hat|Cigar
302|🟢+3|Nerd Ape Dao #708|143.56264904766496|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/708|Pink|Gray|Yellow shirt|Hearteye|Green beret|Gum
303|🟢+7|Nerd Ape Dao #81|143.53823194508007|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/81|Light purple|Lav|Black jacket|Square|Rasta hat|Smile
304|🔴-11|Nerd Ape Dao #451|143.52947894389087|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/451|Green mint|Light brown|Banana hawaii|Oval|Blue cap|Sneaky
305|🔴-1|Nerd Ape Dao #38|143.51190460114202|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/38|Pink|Zombie|Judo|Hearteye|Adventure hat|420
306|🟢+5|Nerd Ape Dao #1352|143.47585035301415|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1352|Pink|Zombie|Goldchain|Shy|Black beanie|Gold Grillz
307|🟢+1|Nerd Ape Dao #1228|143.44799126732136|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1228|Yellow|Lav|Stripedtee|Eyepatch|Staw hat|Sneaky
308|🟢+5|Nerd Ape Dao #1176|143.34060144791567|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1176|Beige|Lav|White shirt ribbon|Fasion|Blue headscarf|Tongue_out
309|🟢+11|Nerd Ape Dao #2|143.2647602862698|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/2|Green mint|Gold|Green jacket|ETH|Fastfood|Close
310|🔴-1|Nerd Ape Dao #492|143.24462578599002|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/492|Blue|Robot|White fur|White Round|None|Sneaky
311|🟢+7|Nerd Ape Dao #1091|143.242913898722|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1091|Light purple|Zombie|Blue vest|Hearteye|Staw hat|Pipe
312|🔴-10|Nerd Ape Dao #1316|143.23010721646295|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1316|Blue|Cream|Brown jacket|Angry|Black top hat|Sneaky
313|🔴-6|Nerd Ape Dao #1198|143.22947990446752|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1198|Red|Pink|Fastfood|Angry|Propeller cap|Tongue_out
314|🔴-2|Nerd Ape Dao #628|143.19608549433133|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/628|Blue|Gray|Yellow shirt|Round Glasses|Blue headscarf|Grin
315|🔴-1|Nerd Ape Dao #517|143.16958859583937|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/517|Beige|Cream|White shirt ribbon|Red Cat|Red bob|Grillz
316|🟢+1|Nerd Ape Dao #443|143.10837851679284|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/443|Light purple|Dark brown|Fastfood|Angry|Black top hat|Gold Grillz
317|🔴-2|Nerd Ape Dao #375|143.0693498199291|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/375|Green mint|Gray|Brown coat|Fasion|Blue headscarf|Cigarette
318|🟢+11|Nerd Ape Dao #893|143.04563660949316|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/893|Yellow|Lav|Rasta hawaii|Eyepatch|Biker helmet|Open
319|🔵|Nerd Ape Dao #817|143.0260049884648|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/817|Red|Lav|Brown vest|Oneeye|Green beanie|Mouchet
320|🟢+3|Nerd Ape Dao #1239|142.99227726065908|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1239|Green mint|Tiger|Pink fur|Oval|Red bob|Tongue_out
321|🟢+3|Nerd Ape Dao #461|142.97528782392484|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/461|Beige|Gold|Rasta hawaii|Red|Green beret|Close
322|🟢+6|Nerd Ape Dao #969|142.8531343859796|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/969|Pink|Gray|Blue vest|ETH|Propeller cap|Pipe
323|🔴-2|Nerd Ape Dao #1331|142.85284392350067|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1331|Light purple|Pink|Brown coat|Fasion|Red bob|Sneaky
324|🟢+2|Nerd Ape Dao #1252|142.83127218582877|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1252|Light purple|Tiger|Black suit|Oval|Black beanie|Gum
325|🔵|Nerd Ape Dao #1208|142.76367038822158|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1208|Blue|White|Brown vest|Shy|Pink bucket|Gum
326|🟢+8|Nerd Ape Dao #1397|142.7175066604067|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1397|Green mint|Zombie|None|Close|None|Close
327|🟢+4|Nerd Ape Dao #90|142.68284114355367|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/90|Light purple|Water|Brown vest|Oneeye|Propeller cap|Mouchet
328|🟢+2|Nerd Ape Dao #560|142.65801247683729|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/560|Green mint|Gray|Judo|3D|Rasta hat|Smile
329|🔴-13|Nerd Ape Dao #391|142.64230050046748|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/391|Blue|White|Brown jacket|Dizzy|Gold hair|420
330|🔴-3|Nerd Ape Dao #115|142.62447917348192|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/115|Light purple|Cream|White shirt ribbon|Red|Pink beanie|Open
331|🟢+2|Nerd Ape Dao #386|142.5973034790624|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/386|Yellow|Pink|Yellow shirt|Eyepatch|Demon horns|Sneaky
332|🔴-26|Nerd Ape Dao #554|142.57153156831686|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/554|Light purple|Black|Banana hawaii|Cyberpunk|Black beanie|Candy
333|🟢+3|Nerd Ape Dao #466|142.51165759156225|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/466|Yellow|Robot|Pink fur|X|Pink bucket|Cigar
334|🟢+1|Nerd Ape Dao #1041|142.44599387540563|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1041|Beige|Light brown|Blue vest|Red|Fastfood|Tongue_out
335|🔴-3|Nerd Ape Dao #884|142.42588027789483|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/884|Red|Robot|Flower Hawaii|Faded|Demon horns|Mouchet
336|🟢+1|Nerd Ape Dao #1365|142.34285318601064|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1365|Pink|Red|Blue vest|ETH|Biker helmet|Cigar
337|🟢+2|Nerd Ape Dao #1182|142.2968087157302|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1182|Red|Zombie|Goldchain|Demon|Biker helmet|Mouchet
338|🔵|Nerd Ape Dao #864|142.21451369372934|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/864|Green mint|Red|Brown coat|Sleepy|Gold hair|Grillz
339|🟢+2|Nerd Ape Dao #176|142.15098275713396|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/176|Red|Lav|Yellow shirt|Wide_eyes|Black top hat|Smile
340|🔴-18|Nerd Ape Dao #1256|142.1080462871961|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1256|Light purple|Cream|Banana hawaii|3D|Green beret|420
341|🔴-1|Nerd Ape Dao #42|142.0422131168249|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/42|Light purple|Light brown|Tech jacket|3D|Demon horns|Close
342|🟢+1|Nerd Ape Dao #822|142.0279345052871|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/822|Light purple|Light brown|Overalls|X|Red bob|Pipe
343|🟢+1|Nerd Ape Dao #341|141.87526307787783|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/341|Green mint|White|Black jacket|ETH|Red bob|Sneaky
344|🟢+5|Nerd Ape Dao #1162|141.8309583225932|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1162|Green mint|Pink|Red singlet|Shy|Fastfood|Grillz
345|🟢+5|Nerd Ape Dao #980|141.81558502349733|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/980|Blue|Pink|Green jacket|ETH|Rose headscarf|Grillz
346|🔴-1|Nerd Ape Dao #787|141.80473014159608|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/787|Beige|Cream|Pink hoodie|Shy|Rasta hat|Gold Grillz
347|🔴-1|Nerd Ape Dao #57|141.65477663055486|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/57|Green mint|Tiger|Adventure|Black Nerd|Gold crown|Burger
348|🟢+5|Nerd Ape Dao #567|141.6527667100028|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/567|Beige|Water|None|Demon|Red bob|Gold Grillz
349|🔴-1|Nerd Ape Dao #1016|141.6504414345386|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1016|Pink|Pink|Sheriff|Heart|Blue headscarf|420
350|🟢+1|Nerd Ape Dao #236|141.4002882291991|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/236|Blue|Gray|Brown vest|Gold|Adventure hat|Tongue_out
351|🟢+10|Nerd Ape Dao #194|141.33686365762858|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/194|Red|Lav|Black tee|Angry|Blue headscarf|Cigarette
352|🟢+3|Nerd Ape Dao #420|141.28427261060597|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/420|Blue|Robot|Pink fur|Angry|Pink beanie|Gold Grillz
353|🟢+1|Nerd Ape Dao #273|141.27170426065163|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/273|Pink|Robot|Yellow shirt|Close|Apple|420
354|🔴-12|Nerd Ape Dao #335|141.25711421554678|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/335|Yellow|Light brown|Black turtleneck|Sleepy|White bucket hat|Close
355|🟢+8|Nerd Ape Dao #713|141.10195939052124|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/713|Pink|Gold|Pink hoodie|Wide_eyes|Rose headscarf|Open
356|🔵|Nerd Ape Dao #449|141.0900772514449|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/449|Red|Water|Brown vest|Oval|Newsboy cap|Candy
357|🔵|Nerd Ape Dao #633|140.95405641086444|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/633|Yellow|Robot|Black suit|Sleepy|Red bob|Tongue_out
358|🟢+7|Nerd Ape Dao #587|140.9135099740612|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/587|Beige|Lav|Black suit|Sleepy|Rose headscarf|Candy
359|🟢+8|Nerd Ape Dao #1072|140.90812448729938|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1072|Yellow|Tiger|Purple hoodie|Red|Gold hair|Cigar
360|🟢+4|Nerd Ape Dao #1174|140.8999992242864|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1174|Beige|Tiger|Fastfood|Wide_eyes|Biker helmet|Open
361|🔴-2|Nerd Ape Dao #843|140.86312072451662|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/843|Pink|Robot|Flower Hawaii|Cyberpunk|Gold hair|Gum
362|🟢+4|Nerd Ape Dao #906|140.8481573000255|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/906|Beige|Zombie|Tech jacket|Oneeye|Cowboy hat|Close
363|🔴-16|Nerd Ape Dao #1031|140.8384220082824|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1031|Red|Dark brown|Banana hawaii|Black Nerd|Green beret|Sneaky
364|🟢+4|Nerd Ape Dao #881|140.76342731567084|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/881|Yellow|White|Pink hoodie|Glasses|Pink beanie|Gold Grillz
365|🔴-5|Nerd Ape Dao #532|140.72092866150345|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/532|Yellow|Cream|Flower Hawaii|Faded|Rasta hat|Close
366|🟢+3|Nerd Ape Dao #1366|140.70256356584179|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1366|Green mint|Red|White shirt ribbon|X|Black beanie|Candy
367|🔴-5|Nerd Ape Dao #46|140.69307823393677|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/46|Green mint|Cream|Brown vest|Hearteye|Demon horns|Grin
368|🔴-16|Nerd Ape Dao #1199|140.63865944431342|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1199|Red|Cream|Banana hawaii|Black Nerd|Green beret|Candy
369|🟢+2|Nerd Ape Dao #846|140.56813878813563|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/846|Green mint|Zombie|Dark blue suit|X|Black top hat|Close
370|🔵|Nerd Ape Dao #352|140.5319470924484|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/352|Beige|Red|Stripedtee|Oval|Rose headscarf|Gum
371|🟢+1|Nerd Ape Dao #1267|140.48291354000332|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1267|Beige|Gray|Black vest|Oneeye|Gold hair|Gold Grillz
372|🟢+1|Nerd Ape Dao #1012|140.45065137730174|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1012|Beige|Tiger|Black sleeveless|Hearteye|Blue headscarf|Burger
373|🟢+4|Nerd Ape Dao #770|140.45032503814357|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/770|Light purple|Lav|Adventure|Red|Gold hair|Open
374|🔵|Nerd Ape Dao #1107|140.31381773682813|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1107|Light purple|Pink|Black vest|Oval|Rasta hat|Tongue_out
375|🟢+6|Nerd Ape Dao #286|140.26191233432044|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/286|Green mint|Water|Overalls|Wide_eyes|Blue headscarf|Pipe
376|🟢+2|Nerd Ape Dao #332|140.21637566506374|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/332|Red|Tiger|Tuxedo|Wide_eyes|None|Cigarette
377|🟢+2|Nerd Ape Dao #419|140.1340763972603|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/419|Yellow|Light brown|Goldchain|Glasses|Demon horns|Open
378|🟢+5|Nerd Ape Dao #192|140.12898603399475|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/192|Pink|Red|Black leather|Close|Red bob|Close
379|🔴-21|Nerd Ape Dao #648|140.10826124166488|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/648|Blue|Dark brown|Banana hawaii|Black Nerd|Blue cap|Mouchet
380|🟢+8|Nerd Ape Dao #308|140.07416731871305|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/308|Yellow|Zombie|Hawaii|Hearteye|Red bob|Smile
381|🟢+4|Nerd Ape Dao #733|140.0153770270132|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/733|Pink|Black|Black sleeveless|ETH|Demon horns|Grillz
382|🟢+4|Nerd Ape Dao #818|140.01295572444923|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/818|Blue|Lav|Pink fur|Fasion|Rasta hat|Tongue_out
383|🟢+14|Nerd Ape Dao #515|139.95352173166367|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/515|Light purple|Lav|Black sleeveless|White Round|Demon horns|420
384|🔴-2|Nerd Ape Dao #1265|139.94224661659985|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1265|Green mint|Tiger|Judo|Close|Green beanie|Open
385|🔴-1|Nerd Ape Dao #618|139.9104965679683|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/618|Pink|Water|Yellow shirt|Fasion|Pirate hat|Cigar
386|🔴-6|Nerd Ape Dao #1093|139.88764269852186|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1093|Yellow|White|Judo|Round Glasses|Pirate hat|Pipe
387|🔴-12|Nerd Ape Dao #117|139.86416777930708|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/117|Blue|Cream|Flower Hawaii|Glasses|Fastfood|Cigar
388|🔴-12|Nerd Ape Dao #700|139.8389358908643|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/700|Yellow|Dark brown|Brown coat|Gold|Rose headscarf|Grin
389|🟢+6|Nerd Ape Dao #794|139.806476256569|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/794|Red|Water|Pink fur|Square|Demon horns|Mouchet
390|🔵|Nerd Ape Dao #808|139.76474984805503|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/808|Yellow|Gray|Brown vest|Cyberpunk|Gold hair|Gum
391|🟢+2|Nerd Ape Dao #458|139.75070010689512|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/458|Yellow|Gray|Blue vest|Gold|Black top hat|Cigar
392|🔴-3|Nerd Ape Dao #1096|139.72334357398034|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1096|Green mint|Pink|Judo|Heart|Demon horns|420
393|🔴-6|Nerd Ape Dao #512|139.6178763739401|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/512|Yellow|Dark brown|Yellow shirt|X|Pink bucket|Grin
394|🔴-2|Nerd Ape Dao #903|139.58891532829318|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/903|Green mint|Light brown|Black suit|Shy|Pink bucket|420
395|🟢+10|Nerd Ape Dao #494|139.58524430505855|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/494|Beige|Gold|Rasta hawaii|Demon|Gold hair|420
396|🟢+5|Nerd Ape Dao #1236|139.56243473491554|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1236|Pink|Gold|Blue vest|Dizzy|Pirate hat|Mouchet
397|🟢+10|Nerd Ape Dao #1106|139.48978432869376|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1106|Beige|Robot|Purple hoodie|White Round|Blue headscarf|Gold Grillz
398|🔴-4|Nerd Ape Dao #1092|139.47552005300724|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1092|Light purple|White|Black suit|ETH|Staw hat|Mouchet
399|🟢+13|Nerd Ape Dao #1311|139.44559441675509|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1311|Light purple|Gold|Black sleeveless|Hearteye|Rose headscarf|Open
400|🔵|Nerd Ape Dao #994|139.43803841696317|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/994|Red|Zombie|Brown vest|Dizzy|Black top hat|Cigarette
401|🟢+9|Nerd Ape Dao #935|139.4053691195195|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/935|Green mint|Gold|Black hoodie|Demon|Green beanie|Candy
402|🔵|Nerd Ape Dao #1220|139.35860072303095|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1220|Yellow|Water|Tech jacket|Fasion|Rose headscarf|Cigarette
403|🔴-5|Nerd Ape Dao #15|139.35845206848393|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/15|Red|Cream|White singlet|X|None|Smile
404|🟢+12|Nerd Ape Dao #442|139.34387265282334|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/442|Blue|Red|Rasta hawaii|Square|Rasta hat|Gum
405|🟢+1|Nerd Ape Dao #689|139.3312630955921|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/689|Red|Robot|Black vest|Gold|White bucket hat|Cigarette
406|🟢+3|Nerd Ape Dao #960|139.32219786516004|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/960|Yellow|Gold|White shirt ribbon|Demon|White bucket hat|Smile
407|🟢+6|Nerd Ape Dao #1019|139.28537677948725|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1019|Blue|Gray|Overalls|ETH|Gold hair|420
408|🔴-9|Nerd Ape Dao #331|139.27756752737153|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/331|Yellow|Black|Brown coat|Square|Apple|Close
409|🟢+6|Nerd Ape Dao #931|139.22985203882575|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/931|Red|Lav|Black vest|Sleepy|Apple|Sneaky
410|🟢+1|Nerd Ape Dao #1175|139.2208242998032|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1175|Blue|Robot|White shirt ribbon|Angry|Fastfood|Close
411|🔴-15|Nerd Ape Dao #1035|139.21589435549987|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1035|Beige|Light brown|Judo|Red|Adventure hat|Cigar
412|🔴-8|Nerd Ape Dao #172|139.21198426172958|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/172|Pink|Cream|Tech jacket|Oval|Black beanie|Grillz
413|🟢+1|Nerd Ape Dao #306|139.20983936362344|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/306|Beige|Gold|White shirt ribbon|Glasses|Blue cap|Close
414|🔴-11|Nerd Ape Dao #1242|139.18047757114542|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1242|Beige|Robot|Flower Hawaii|Cyberpunk|Pink bucket|Pipe
415|🟢+2|Nerd Ape Dao #1196|139.11892188299618|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1196|Blue|Red|Overalls|Hearteye|Fastfood|420
