rank|📈|name|score|link|background|body|clothes|eyewear|head|mouth
1079|🟢+5|Nerd Ape Dao #581|120.99965997834983|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/581|Beige|Black|Black tee|Angry|Biker helmet|Candy
1080|🟢+6|Nerd Ape Dao #147|120.98894374360492|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/147|Green mint|White|Black leather|Cyberpunk|White bucket hat|Gold Grillz
1081|🟢+10|Nerd Ape Dao #682|120.96624013951931|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/682|Yellow|Pink|Adventure|Close|Pink beanie|Gold Grillz
1082|🔴-7|Nerd Ape Dao #765|120.94754580265675|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/765|Green mint|Black|Stripedtee|Square|Adventure hat|Tongue_out
1083|🟢+5|Nerd Ape Dao #9|120.93971461714216|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/9|Blue|Cream|Black tee|Black Nerd|Pirate hat|Burger
1084|🔴-11|Nerd Ape Dao #1110|120.92614329427926|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1110|Red|Dark brown|Goldchain|White Round|Black top hat|Grin
1085|🟢+7|Nerd Ape Dao #868|120.92495447840491|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/868|Blue|Red|White singlet|Oval|Green beanie|Cigarette
1086|🔴-16|Nerd Ape Dao #183|120.92308049622167|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/183|Green mint|Black|Fastfood|Oneeye|Adventure hat|Grin
1087|🔴-5|Nerd Ape Dao #550|120.8975631737017|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/550|Beige|Light brown|Pink fur|Fasion|Adventure hat|Gold Grillz
1088|🔴-5|Nerd Ape Dao #265|120.86105052175978|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/265|Green mint|Black|Black sleeveless|Gold|Adventure hat|Pipe
1089|🟢+5|Nerd Ape Dao #396|120.83142852611053|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/396|Beige|Pink|White singlet|Red Cat|Demon horns|Smile
1090|🔴-1|Nerd Ape Dao #780|120.82131556640005|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/780|Green mint|Light brown|Black leather|Fasion|Demon horns|Candy
1091|🔴-1|Nerd Ape Dao #1340|120.78307860636812|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1340|Red|Black|Rasta hawaii|Oneeye|Pink beanie|Tongue_out
1092|🔴-11|Nerd Ape Dao #582|120.75357582296662|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/582|Pink|Dark brown|Pink hoodie|Square|Adventure hat|Cigar
1093|🟢+3|Nerd Ape Dao #381|120.752497611901|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/381|Yellow|White|Tuxedo|Oval|Fastfood|Gum
1094|🔴-1|Nerd Ape Dao #59|120.74151844118208|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/59|Green mint|Pink|Hawaii|Gold|Adventure hat|Sneaky
1095|🔴-8|Nerd Ape Dao #826|120.71018617791893|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/826|Red|Dark brown|Pirate|Black Nerd|Black beanie|Grin
1096|🟢+1|Nerd Ape Dao #1065|120.63719171786427|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1065|Pink|Gold|Black leather|Cyberpunk|Blue cap|Sneaky
1097|🔴-2|Nerd Ape Dao #425|120.54765941464305|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/425|Beige|Cream|Black leather|Black Nerd|Pink bucket|Grin
1098|🟢+3|Nerd Ape Dao #622|120.54693213666114|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/622|Blue|Gold|Red tee|Shy|Adventure hat|Cigarette
1099|🔴-1|Nerd Ape Dao #105|120.52782089979208|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/105|Light purple|Light brown|Black sleeveless|Faded|Biker helmet|Cigar
1100|🟢+3|Nerd Ape Dao #372|120.47582442747515|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/372|Light purple|Tiger|Black sleeveless|Red Cat|Green beret|Burger
1101|🟢+1|Nerd Ape Dao #60|120.45001157356408|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/60|Blue|Light brown|Silverchain|Eyepatch|Apple|Cigarette
1102|🔴-2|Nerd Ape Dao #445|120.4494877690893|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/445|Blue|Light brown|Hawaii|3D|Blue headscarf|Cigar
1103|🟢+5|Nerd Ape Dao #1336|120.3966942078128|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1336|Beige|Gold|Hawaii|Cyberpunk|Rose headscarf|Tongue_out
1104|🟢+3|Nerd Ape Dao #526|120.39572379645232|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/526|Pink|Water|Tuxedo|Oneeye|Staw hat|Smile
1105|🔴-1|Nerd Ape Dao #31|120.36476788361705|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/31|Red|Black|Hawaii|3D|Demon horns|Open
1106|🔴-1|Nerd Ape Dao #722|120.23625636537403|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/722|Pink|Black|Purple hoodie|Heart|Newsboy cap|Gum
1107|🟢+2|Nerd Ape Dao #320|120.22204549249965|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/320|Light purple|Cream|None|Angry|Pirate hat|Candy
1108|🟢+3|Nerd Ape Dao #1373|120.21065275716829|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1373|Beige|Robot|Silverchain|Angry|Staw hat|Cigar
1109|🟢+5|Nerd Ape Dao #836|120.1205865087338|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/836|Beige|Water|Adventure|Hearteye|Blue cap|Cigar
1110|🔴-11|Nerd Ape Dao #1393|120.11809598937006|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1393|Red|Light brown|Fastfood|Sleepy|Green beret|Sneaky
1111|🔴-5|Nerd Ape Dao #625|120.11506880302099|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/625|Pink|White|None|Red|Blue cap|Burger
1112|🔴-2|Nerd Ape Dao #773|120.03029608183253|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/773|Beige|Black|Black hoodie|Faded|Newsboy cap|Tongue_out
1113|🔵|Nerd Ape Dao #22|120.00417054435741|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/22|Green mint|Pink|Black hoodie|Sleepy|White bucket hat|Tongue_out
1114|🟢+1|Nerd Ape Dao #714|119.98014475423355|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/714|Green mint|Robot|Purple hoodie|Black Nerd|Blue cap|Smile
1115|🟢+1|Nerd Ape Dao #180|119.97345638038047|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/180|Pink|Robot|Green jacket|Square|Blue cap|Sneaky
1116|🟢+2|Nerd Ape Dao #809|119.9712216425991|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/809|Light purple|Light brown|Red tee|Demon|Newsboy cap|Cigarette
1117|🟢+5|Nerd Ape Dao #1049|119.91485226577745|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1049|Light purple|Light brown|White singlet|Oval|Cowboy hat|Grillz
1118|🟢+1|Nerd Ape Dao #379|119.89797291057795|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/379|Yellow|Water|Rasta hawaii|Cyberpunk|Blue cap|Grin
1119|🟢+2|Nerd Ape Dao #945|119.85497012709544|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/945|Light purple|Red|Black leather|Sleepy|Pink beanie|Mouchet
1120|🟢+6|Nerd Ape Dao #484|119.84890128378395|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/484|Pink|Gold|Silverchain|Cyberpunk|Biker helmet|Smile
1121|🟢+4|Nerd Ape Dao #788|119.80705681763182|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/788|Pink|Zombie|Silverchain|Glasses|Adventure hat|Cigar
1122|🟢+7|Nerd Ape Dao #221|119.75437670487504|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/221|Yellow|Tiger|None|Demon|Pink beanie|Cigarette
1123|🔴-11|Nerd Ape Dao #610|119.74205772360986|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/610|Red|Cream|Yellow shirt|Heart|Blue cap|Sneaky
1124|🔴-1|Nerd Ape Dao #819|119.729522188973|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/819|Pink|Cream|Hawaii|Black Nerd|Pirate hat|Tongue_out
1125|🔴-8|Nerd Ape Dao #101|119.71048972195025|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/101|Green mint|Dark brown|Goldchain|Fasion|Rose headscarf|Mouchet
1126|🟢+4|Nerd Ape Dao #1040|119.6619539748|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1040|Beige|Red|White singlet|Eyepatch|Gold hair|Mouchet
1127|🟢+1|Nerd Ape Dao #41|119.66081350883066|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/41|Pink|Robot|Green jacket|Dizzy|Green beret|Cigarette
1128|🔴-4|Nerd Ape Dao #72|119.64703898495785|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/72|Blue|Light brown|Black leather|Sleepy|Demon horns|Smile
1129|🔴-2|Nerd Ape Dao #540|119.5942529847368|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/540|Beige|Black|Green jacket|Oval|Cowboy hat|Pipe
1130|🟢+1|Nerd Ape Dao #917|119.5439371922267|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/917|Red|Black|Silverchain|Oneeye|Blue headscarf|Candy
1131|🔴-11|Nerd Ape Dao #1396|119.43251614112135|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1396|Yellow|Cream|Sheriff|Sleepy|Green beret|Candy
1132|🟢+1|Nerd Ape Dao #676|119.30970039786541|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/676|Red|Tiger|Black tee|Black Nerd|Black beanie|Close
1133|🟢+2|Nerd Ape Dao #986|119.25374990603142|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/986|Beige|Gray|Hawaii|Wide_eyes|Adventure hat|Gum
1134|🟢+2|Nerd Ape Dao #1234|119.21891705376835|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1234|Yellow|Red|None|Fasion|Biker helmet|Grillz
1135|🔴-3|Nerd Ape Dao #1089|119.20969914774267|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1089|Red|Gray|Black leather|Cyberpunk|Cowboy hat|Cigar
1136|🔴-2|Nerd Ape Dao #143|119.04180093661978|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/143|Blue|Cream|White fur|Demon|Green beret|Burger
1137|🟢+1|Nerd Ape Dao #393|118.9060939241427|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/393|Pink|Tiger|Black sleeveless|3D|Green beret|Close
1138|🟢+5|Nerd Ape Dao #896|118.90249501437076|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/896|Beige|Robot|Silverchain|Dizzy|Black beanie|Gum
1138|🟢+5|Nerd Ape Dao #1231|118.90249501437076|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1231|Beige|Robot|Silverchain|White Round|Black beanie|Gum
1140|🟢+1|Nerd Ape Dao #1330|118.83936012712192|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1330|Pink|Pink|Silverchain|Angry|Black beanie|Cigar
1141|🔴-1|Nerd Ape Dao #569|118.83707395899785|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/569|Beige|Cream|Black tee|White Round|Propeller cap|Gum
1142|🟢+6|Nerd Ape Dao #291|118.81976774642132|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/291|Beige|Pink|Hawaii|Square|Pink beanie|Burger
1143|🟢+2|Nerd Ape Dao #727|118.8103386424456|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/727|Beige|Robot|Hawaii|Square|Fastfood|Pipe
1144|🔴-7|Nerd Ape Dao #394|118.8091102771549|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/394|Green mint|Light brown|White fur|Oval|Black top hat|Smile
1145|🔴-6|Nerd Ape Dao #1342|118.78258311378303|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1342|Beige|Black|Black sleeveless|Oneeye|Biker helmet|Cigar
1146|🟢+3|Nerd Ape Dao #793|118.66336127340426|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/793|Light purple|Dark brown|Tuxedo|ETH|Newsboy cap|Cigar
1147|🔴-1|Nerd Ape Dao #754|118.64775698837339|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/754|Red|Pink|Dark blue suit|White Round|Green beret|Smile
1148|🟢+8|Nerd Ape Dao #702|118.64122118217433|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/702|Beige|Water|Red tee|Heart|Black beanie|Pipe
1149|🔴-7|Nerd Ape Dao #507|118.61448146429643|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/507|Red|White|Black hoodie|Red Cat|Adventure hat|Close
1150|🟢+7|Nerd Ape Dao #1219|118.60547766533354|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1219|Red|Tiger|White singlet|Heart|Green beanie|Gum
1151|🔵|Nerd Ape Dao #429|118.59923641266656|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/429|Blue|Robot|Green jacket|Faded|Cowboy hat|Grin
1152|🔴-5|Nerd Ape Dao #953|118.56763485227398|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/953|Yellow|Light brown|Green jacket|Sleepy|Rasta hat|Grin
1153|🔴-3|Nerd Ape Dao #145|118.5613297280916|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/145|Green mint|Black|Green jacket|Shy|White bucket hat|Mouchet
1154|🔴-1|Nerd Ape Dao #227|118.52636738979753|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/227|Blue|Pink|Overalls|Faded|Blue cap|Mouchet
1155|🔴-1|Nerd Ape Dao #1370|118.5242213015905|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1370|Red|Black|Rasta hawaii|Fasion|Blue cap|Grillz
1156|🔴-1|Nerd Ape Dao #745|118.5126051725284|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/745|Blue|Cream|Silverchain|Red Cat|Rasta hat|Burger
1157|🟢+4|Nerd Ape Dao #883|118.35058171301324|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/883|Light purple|Pink|Rasta hawaii|Fasion|Black beanie|Mouchet
1158|🟢+2|Nerd Ape Dao #1179|118.34050054953764|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1179|Red|Dark brown|Hawaii|Dizzy|Blue headscarf|Mouchet
1159|🟢+4|Nerd Ape Dao #594|118.33421173520773|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/594|Red|Cream|White singlet|Glasses|Gold hair|Close
1160|🔴-2|Nerd Ape Dao #555|118.30510593419922|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/555|Blue|Dark brown|White fur|Eyepatch|Green beanie|Grin
1161|🔴-9|Nerd Ape Dao #110|118.29751052119306|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/110|Pink|Dark brown|Pink hoodie|Sleepy|White bucket hat|Mouchet
1162|🟢+4|Nerd Ape Dao #947|118.26096286264315|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/947|Yellow|Pink|Black tee|Close|Black beanie|Tongue_out
1163|🟢+2|Nerd Ape Dao #317|118.22799988768752|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/317|Red|White|Tuxedo|Heart|Blue headscarf|Open
1164|🔴-5|Nerd Ape Dao #691|118.19360779322682|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/691|Green mint|Black|Blue vest|Cyberpunk|Cowboy hat|Smile
1165|🔴-1|Nerd Ape Dao #703|118.18213175541351|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/703|Pink|White|Rasta hawaii|Fasion|Fastfood|Candy
1166|🟢+2|Nerd Ape Dao #447|118.11924425632681|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/447|Red|Cream|White singlet|Oval|Pink bucket|Open
1167|🔵|Nerd Ape Dao #98|118.10928092809282|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/98|Red|Light brown|White fur|Faded|Black beanie|420
1168|🟢+7|Nerd Ape Dao #193|118.10718898708481|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/193|Beige|Red|Adventure|3D|Propeller cap|Burger
1169|🔴-7|Nerd Ape Dao #478|118.09341149474834|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/478|Beige|Dark brown|Black vest|Faded|Adventure hat|Smile
1170|🔴-1|Nerd Ape Dao #185|118.08128820944384|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/185|Pink|Robot|White singlet|Demon|Blue cap|Burger
1171|🔴-1|Nerd Ape Dao #1000|117.98236736255926|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1000|Pink|Black|Silverchain|Eyepatch|Pink bucket|Mouchet
1172|🔵|Nerd Ape Dao #169|117.97762913148988|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/169|Pink|Cream|Hawaii|3D|Pink bucket|420
1173|🟢+3|Nerd Ape Dao #891|117.96771252669119|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/891|Beige|Gray|Black tee|Red Cat|Black top hat|Cigar
1174|🔵|Nerd Ape Dao #946|117.96770040041012|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/946|Red|Gray|Black sleeveless|Square|Blue cap|Mouchet
1175|🟢+3|Nerd Ape Dao #1057|117.93152244934473|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1057|Blue|Zombie|Tuxedo|Dizzy|Rose headscarf|Grin
1176|🔴-3|Nerd Ape Dao #598|117.91748363465878|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/598|Green mint|Cream|White fur|Wide_eyes|White bucket hat|Close
1177|🟢+4|Nerd Ape Dao #130|117.8434387163303|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/130|Red|Gold|None|Oneeye|Black top hat|Open
1178|🟢+2|Nerd Ape Dao #641|117.83961958106029|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/641|Green mint|Gray|White singlet|3D|Rose headscarf|Cigar
1179|🔴-8|Nerd Ape Dao #541|117.79662232592699|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/541|Yellow|Dark brown|Blue vest|Sleepy|Cowboy hat|Candy
1180|🔴-3|Nerd Ape Dao #264|117.782087315358|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/264|Yellow|Cream|Black sleeveless|Eyepatch|Cowboy hat|Candy
1181|🔴-2|Nerd Ape Dao #697|117.76166670162748|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/697|Green mint|Light brown|None|Hearteye|Gold hair|Tongue_out
1182|🟢+1|Nerd Ape Dao #414|117.75827173328014|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/414|Yellow|Zombie|Tuxedo|Heart|Newsboy cap|Close
1183|🟢+7|Nerd Ape Dao #1122|117.62894707731436|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1122|Green mint|Lav|Adventure|Cyberpunk|Green beanie|Cigar
1184|🟢+5|Nerd Ape Dao #94|117.62869539674418|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/94|Pink|Gray|None|Wide_eyes|Fastfood|Candy
1185|🔵|Nerd Ape Dao #1288|117.53597157552905|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1288|Beige|White|Tuxedo|Demon|Rose headscarf|Cigar
1186|🟢+7|Nerd Ape Dao #1001|117.52758242051175|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1001|Light purple|Red|Tuxedo|3D|Black beanie|Sneaky
1187|🟢+5|Nerd Ape Dao #766|117.4985364603917|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/766|Beige|Pink|Red tee|Red Cat|Newsboy cap|Open
1188|🔴-2|Nerd Ape Dao #168|117.45810855895647|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/168|Light purple|Cream|Black sleeveless|Square|Biker helmet|Grin
1189|🔴-5|Nerd Ape Dao #426|117.42715012127005|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/426|Yellow|Dark brown|Black hoodie|Heart|Newsboy cap|Candy
1190|🔴-3|Nerd Ape Dao #629|117.425919247406|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/629|Blue|Gray|Overalls|Sleepy|Cowboy hat|Grin
1191|🔵|Nerd Ape Dao #213|117.36976729669712|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/213|Beige|Black|Adventure|Gold|Rose headscarf|Cigar
1192|🔴-10|Nerd Ape Dao #468|117.32004282150851|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/468|Blue|Light brown|Pink hoodie|Fasion|Green beret|Candy
1193|🔴-5|Nerd Ape Dao #615|117.29811242411861|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/615|Beige|Pink|Pink fur|Cyberpunk|Blue cap|Grin
1194|🟢+5|Nerd Ape Dao #1297|117.21360368906632|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1297|Light purple|Tiger|Hawaii|Faded|Black top hat|Pipe
1195|🟢+1|Nerd Ape Dao #128|117.20589390790306|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/128|Blue|Black|Tuxedo|Oval|Fastfood|Close
1196|🟢+2|Nerd Ape Dao #1213|117.15886153367096|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1213|Blue|Black|Red tee|Faded|Propeller cap|420
1197|🔴-2|Nerd Ape Dao #769|117.13084944347577|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/769|Red|Light brown|Green jacket|White Round|White bucket hat|Cigar
1198|🔴-1|Nerd Ape Dao #584|117.04925743905156|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/584|Beige|Dark brown|Green jacket|White Round|Black beanie|Cigar
1199|🔴-5|Nerd Ape Dao #272|117.03047480555222|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/272|Beige|Cream|Pirate|Fasion|Black beanie|Tongue_out
1200|🟢+2|Nerd Ape Dao #10|117.00892316532503|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/10|Beige|Red|Red tee|Square|Blue cap|420
1201|🔴-1|Nerd Ape Dao #631|116.99142668360429|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/631|Beige|Tiger|Hawaii|Shy|Cowboy hat|Cigar
1202|🔴-1|Nerd Ape Dao #1144|116.85971836790182|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1144|Light purple|White|Green jacket|Heart|Cowboy hat|Candy
1203|🔵|Nerd Ape Dao #111|116.8543061835601|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/111|Green mint|Dark brown|Adventure|Gold|Cowboy hat|Close
1204|🟢+2|Nerd Ape Dao #1010|116.84309058664779|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1010|Red|Cream|Tuxedo|Faded|Pink beanie|Grillz
1205|🔵|Nerd Ape Dao #39|116.76014598370222|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/39|Yellow|Light brown|Black sleeveless|Oneeye|Pink beanie|Sneaky
1206|🟢+6|Nerd Ape Dao #216|116.73025383507077|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/216|Pink|Robot|Red tee|3D|Adventure hat|Gum
1207|🔴-3|Nerd Ape Dao #146|116.6855818005527|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/146|Blue|Light brown|Overalls|Heart|Black top hat|Cigar
1208|🟢+2|Nerd Ape Dao #454|116.65242933366096|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/454|Green mint|Pink|Black sleeveless|Cyberpunk|Fastfood|Grin
