rank|name|score|link|Background|Spotlight|Particles|Left Hand|Head|Eyes|Mouth|Hairstyle|Right Hand|Outfits
1130|Chibism #2106|315.9579894219157|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/2106|Rainbow|Spotlight|Purple Lolipop|Head|Crush|Dumb-foundded|Spiky Orange|Chill|Tshirt Blue|-
1131|Chibism #424|315.92015916909344|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/424|Purple|Spotlight|Purple Flower|Head|Hehehe|Ecstatic|Double Buns Green|Hold|Sweater Pink|-
1132|Chibism #2423|315.8593848057945|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/2423|Pink|Spotlight|Grey Flower|Head|Confused|Playful|Pot Long Hair Charming|Chill|Tee And Shirt Grey|-
1133|Chibism #1362|315.77638295650684|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1362|Purple|Spotlight|Rock|Head|Intense|Growling|Casual Pink|Chill|Tee And Shirt Pink|-
1134|Chibism #2766|315.3965640125538|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/2766|Blue|Spotlight|Paper|Head|Happy|Heh|Double Buns Blue|Chill|Tee Scary|-
1135|Chibism #283|315.18150198120077|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/283|Purple|Spotlight|Orange  Flower|Head|Indifferent|Growling|Long Hair Black|Chill|Knit Vest Black|-
1136|Chibism #415|314.98878372579344|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/415|Orange|Spotlight|Paper|Head|Dumb-founded|Playful|Short Spiky White|Hold|Tee Lucky|-
1137|Chibism #144|314.98543721607695|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/144|Blue|Spotlight|Rock|Head|Dumb-founded|Heh|With Hair Roller Green|Hold|Hoodie Tee Beige|-
1138|Chibism #2021|314.87358921960924|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/2021|Green|Spotlight|Paper|Head|Dumb-founded|Paranoid|Casual Orange|Chill|Oversized Shirt Black|-
1139|Chibism #1907|314.770373690661|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1907|Rainbow|Spotlight|Paper|Head|Hehehe|Dumb-foundded|Top Knot Blue|Chill|Tee And Shirt Pink|-
1140|Chibism #306|314.71679728605505|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/306|Pink|Spotlight|Blue Lolipop|Head|Kyaaa|Ecstatic|Top Knot Purple|Chill|Tshirt Pink|-
1141|Chibism #1548|314.55966668467346|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1548|Orange|Spotlight|Rock|Head|Intense|Kuhahaha|Long Hair Black|Chill|Tee Lucky|-
1142|Chibism #851|314.52481752861934|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/851|Purple|Spotlight|Scissors|Head|Dumb-founded|Kuhahaha|With Hair Roller Green|Chill|Hoodie Tee Beige|-
1143|Chibism #2646|314.46742462667487|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/2646|Purple|Spotlight|Blue Flower|Head|Dumb-founded|Kuhahaha|Small Pigtails Blonde|Hold|Tee And Shirt Blue|-
1144|Chibism #1326|314.2455802112415|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1326|Pink|Spotlight|Paper|Head|Kyaaa|Growling|Casual Blue|Hold|Oversized Shirt Blue|-
1145|Chibism #725|314.1527322228249|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/725|Green|Spotlight|Orange  Flower|Head|Kyaaa|Irritated|Leave-like Pink|Hold|Sweater Flash|-
1146|Chibism #1245|313.8207411033279|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1245|Green|Spotlight|Scissors|Head|Aggressive|Eh|Top Knot Orange|Hold|Oversized Shirt Yellow|-
1147|Chibism #1287|313.7941829505488|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1287|Rainbow|Spotlight|Paper|Head|Indifferent|Growling|Regent Orange|Hold|Tee Im Ded|-
1148|Chibism #1989|313.7913381918611|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1989|Pink|Spotlight|Blue Flower|Head|Hehehe|Smile|Double Buns Purple|Hold|Knit Vest Sharp|-
1149|Chibism #444|313.7812347392854|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/444|Green|Spotlight|Purple Flower|Head|Intense|Heh|Casual Black|Hold|Tee Rainy|-
1150|Chibism #2838|313.7653779554656|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/2838|Green|Spotlight|Orange  Flower|Head|Happy|Ecstatic|With Hair Roller Orange|Hold|Tee And Shirt Blue|-
1151|Chibism #2744|313.75545893346714|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/2744|Purple|Spotlight|Paper|Head|Dumb-founded|Heh|Casual Purple|Chill|Tee Cat|-
1152|Chibism #1864|313.63250434270185|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1864|Pink|Spotlight|Rock|Head|Kyaaa|Playful|Top Knot Orange|Chill|Tee And Shirt Blue|-
1153|Chibism #1244|313.51867591294257|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1244|Pink|Spotlight|Purple Lolipop|Head|Aggressive|Playful|Long Hair Pink|Hold|Tshirt Brown|-
1154|Chibism #2918|313.5165558053279|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/2918|Blue|Spotlight|Rock|Head|Cry|Irritated|Top Knot Blue|Chill|Hoodie Tee Beige|-
1155|Chibism #3272|313.5029939605431|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/3272|Pink|Spotlight|Blue Flower|Head|Chill|Eh|Bowl Cut Black|Hold|Knit Vest Cross|-
1156|Chibism #635|313.4594166319516|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/635|Purple|Spotlight|Green Lolipop|Head|Happy|Growling|Small Pigtails Black|Hold|Tshirt White|-
1157|Chibism #801|313.35849223318894|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/801|Green|Spotlight|Scissors|Head|Hehehe|Kuhahaha|Bowl Cut Purple|Hold|Hoodie Tee Brown|-
1158|Chibism #3213|312.91644269765993|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/3213|Purple|Spotlight|Scissors|Head|Indifferent|Ecstatic|Double Buns Brown|Hold|Sweater Purple|-
1159|Chibism #2767|312.8961611886481|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/2767|Orange|Spotlight|Scissors|Head|Crush|Heh|Leave-like Black|Chill|Hoodie Tee Green|-
1160|Chibism #1057|312.8828669221557|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1057|Pink|Spotlight|Rock|Head|Chill|Irritated|Double Buns Blonde|Chill|Hoodie Tee Green|-
1161|Chibism #892|312.67174775211527|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/892|Green|Spotlight|Paper|Head|Aggressive|Tch|With Hair Roller Purple|Chill|Tshirt Brown|-
1162|Chibism #1432|312.3445939289973|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1432|Blue|Spotlight|Orange Lolipop|Head|Ashamed|Hohoho|Spiky Black|Hold|Knit Vest Sharp|-
1163|Chibism #281|312.2182592760253|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/281|Pink|Spotlight|Rock|Head|Aggressive|Dumb-foundded|Short Spiky Orange|Hold|Hoodie Tee Green|-
1164|Chibism #1171|312.0734987033891|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1171|Purple|Spotlight|Grey Flower|Head|Aggressive|Eh|Double Buns Green|Hold|Sweater Blue|-
1165|Chibism #3017|311.77950496713345|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/3017|Green|Spotlight|Green Lolipop|Head|Cry|Kuhahaha|Pot Short Hair Mint|Chill|Tshirt Purple|-
1166|Chibism #968|311.6731833930543|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/968|Purple|Spotlight|Paper|Head|Hehehe|Hohoho|Spiky Green|Hold|Hoodie Tee Brown|-
1167|Chibism #3115|311.65964008344594|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/3115|Blue|Spotlight|Blue Flower|Head|Dumb-founded|Smile|Short Spiky Blue|Hold|Tshirt Brown|-
1168|Chibism #2137|311.5058556396033|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/2137|Orange|Spotlight|Green Flower|Head|Chill|Dumb-foundded|Double Buns Green|Chill|Hoodie Tee Deep Blue|-
1169|Chibism #1092|311.39816814317373|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1092|Orange|Spotlight|Grey Lolipop|Head|Confused|Playful|Spiky Orange|Hold|Tee Melting Heart|-
1170|Chibism #93|311.34566721813735|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/93|Purple|Spotlight|Orange Lolipop|Head|Indifferent|Paranoid|Long Hair Purple|Hold|Knit Vest Pink|-
1171|Chibism #791|311.2291109480258|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/791|Orange|Spotlight|Purple Lolipop|Head|Cry|Dumb-foundded|Casual Green|Hold|Knit Vest Cross|-
1172|Chibism #1355|311.01895702883064|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1355|Blue|Spotlight|Rock|Head|Intense|Tch|Double Buns Pink|Chill|Oversized Shirt Black|-
1173|Chibism #445|310.754278270036|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/445|Rainbow|Spotlight|Orange Lolipop|Head|Inspired|Playful|Spiky Blue|Hold|Hoodie Tee Beige|-
1174|Chibism #2439|310.7303020323053|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/2439|Rainbow|Spotlight|Rock|Head|Ashamed|Heh|Casual Pink|Chill|Sweater Yellow|-
1175|Chibism #2832|310.71764498009054|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/2832|Orange|Spotlight|Orange Lolipop|Head|Kyaaa|Smile|Small Pigtails Purple|Hold|Knit Vest Green|-
1176|Chibism #1777|310.65569254354057|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1777|Purple|Spotlight|Orange Lolipop|Head|Cry|Dumb-foundded|Ponytail With Bow Cream|Hold|Hoodie Tee Brown|-
1177|Chibism #1231|310.6546992700479|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1231|Rainbow|Spotlight|Scissors|Head|Cry|Heh|Casual Orange|Hold|Tshirt Brown|-
1178|Chibism #341|310.6284938662434|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/341|Pink|Spotlight|Purple Flower|Head|Cry|Ecstatic|Top Knot White|Hold|Tee Cat|-
1179|Chibism #1080|310.4373848136352|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1080|Rainbow|Spotlight|Green Flower|Head|Cry|Kuhahaha|Long Hair Purple|Chill|Tee Im Blue|-
1180|Chibism #1488|310.31960054481675|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1488|Orange|Spotlight|Green Flower|Head|Cry|Irritated|Pot Short Hair Retro|Chill|Tee And Shirt Pink|-
1181|Chibism #1996|310.314102281215|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1996|Rainbow|Spotlight|Paper|Head|Confused|Heh|Ponytail Bangs Brown|Hold|Sweater Green|-
1182|Chibism #965|310.1799457542244|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/965|Pink|Spotlight|Paper|Head|Eh|Eh|Top Knot Orange|Chill|Tee Im Hot|-
1183|Chibism #82|309.88475930898096|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/82|Pink|Spotlight|Scissors|Head|Intense|Hohoho|Leave-like White|Chill|Oversized Shirt White|-
1184|Chibism #2344|309.7475795047539|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/2344|Purple|Spotlight|Paper|Head|Intense|Smile|Ponytail Bangs Brown|Chill|Oversized Shirt Green|-
1185|Chibism #2126|309.676751606931|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/2126|Rainbow|Spotlight|Scissors|Head|Eh|Irritated|Ponytail Bangs Purple|Hold|Hoodie Tee Brown|-
1186|Chibism #1190|309.4200993427272|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1190|Green|Spotlight|Rock|Head|Eh|Tch|Small Pigtails Blue|Hold|Knit Vest Cyan|-
1187|Chibism #1298|309.2780718861163|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1298|Rainbow|Spotlight|Blue Lolipop|Head|Intense|Eh|Top Knot White|Chill|Hoodie Tee Brown|-
1188|Chibism #1205|309.232507266023|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1205|Rainbow|Spotlight|Scissors|Head|Crush|Irritated|Ponytail Bangs Brown|Chill|Tee And Shirt Orange|-
1189|Chibism #2201|309.12551989558773|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/2201|Rainbow|Spotlight|Purple Lolipop|Head|Eh|Paranoid|Small Pigtails Blonde|Chill|Oversized Shirt Blue|-
1190|Chibism #2367|309.12015257779194|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/2367|Green|Spotlight|Blue Flower|Head|Hehehe|Tch|Bowl Cut Blue|Chill|Tee Im Ded|-
1191|Chibism #18|308.85734265389755|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/18|Rainbow|Spotlight|Purple Flower|Head|Intense|Growling|Ponytail Bangs Blonde|Hold|Sweater Pink|-
1192|Chibism #299|308.84612710425995|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/299|Green|Spotlight|Blue Lolipop|Head|Cry|Irritated|Pot Long Hair Charming|Chill|Hoodie Tee Green|-
1193|Chibism #2976|308.6679701703848|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/2976|Green|Spotlight|Rock|Head|Indifferent|Playful|Spiky Black|Chill|Hoodie Tee Brown|-
1194|Chibism #536|308.6329029838033|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/536|Green|Spotlight|Scissors|Head|Happy|Hohoho|Double Buns Blue|Hold|Tee And Shirt Pink|-
1195|Chibism #294|308.6281317358799|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/294|Rainbow|Spotlight|Grey Flower|Head|Confused|Growling|Casual Green|Chill|Knit Vest Wave|-
1196|Chibism #10|308.5694402129724|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/10|Blue|Spotlight|Rock|Head|Dumb-founded|Eh|Casual Orange|Chill|Tshirt Beige|-
1197|Chibism #1779|308.5169333930543|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1779|Purple|Spotlight|Paper|Head|Inspired|Hohoho|Double Buns Pink|Hold|Knit Vest Cyan|-
1198|Chibism #2089|308.46302044210915|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/2089|Rainbow|Spotlight|Scissors|Head|Intense|Tch|Double Buns Purple|Chill|Knit Vest Pink|-
1199|Chibism #3229|308.4160623575214|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/3229|Purple|Spotlight|Grey Lolipop|Head|Cry|Ecstatic|Short Spiky Blue|Chill|Tee Im Blue|-
1200|Chibism #2428|308.3475973947982|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/2428|Blue|Spotlight|Grey Lolipop|Head|Kyaaa|Kuhahaha|Short Spiky Purple|Chill|Tshirt Purple|-
1201|Chibism #1891|308.3006010748319|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1891|Green|Spotlight|Paper|Head|Ashamed|Eh|Regent Blue|Hold|Knit Vest Cyan|-
1202|Chibism #3024|308.21753824056935|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/3024|Orange|Spotlight|Scissors|Head|Hehehe|Playful|Top Knot Orange|Chill|Tee Smile|-
1203|Chibism #2679|308.06291270096483|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/2679|Purple|Spotlight|Grey Flower|Head|Hehehe|Kuhahaha|Pot Long Hair Charming|Chill|Tee And Shirt Purple|-
1204|Chibism #977|307.9511139002193|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/977|Rainbow|Spotlight|Rock|Head|Confused|Irritated|Regent Black|Chill|Tshirt Brown|-
1205|Chibism #1168|307.9157781599607|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1168|Purple|Spotlight|Purple Flower|Head|Happy|Ecstatic|Long Hair Pink|Hold|Oversized Shirt Green|-
1206|Chibism #2135|307.89690364967794|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/2135|Pink|Spotlight|Paper|Head|Inspired|Heh|Long Hair Blonde|Hold|Sweater Purple|-
1207|Chibism #668|307.79351387144203|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/668|Rainbow|Spotlight|Grey Flower|Head|Dumb-founded|Dumb-foundded|Pot Short Hair Mint|Chill|Knit Vest Cyan|-
1208|Chibism #1532|307.6774949483612|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1532|Blue|Spotlight|Green Lolipop|Head|Inspired|Heh|Pot Long Hair Nature|Hold|Oversized Shirt Black|-
1209|Chibism #3222|307.67560609380075|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/3222|Rainbow|Spotlight|Orange  Flower|Head|Confused|Heh|Spiky Black|Chill|Formal|-
1210|Chibism #2672|307.56449749781416|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/2672|Green|Spotlight|Paper|Head|Inspired|Paranoid|Ponytail Bangs Purple|Chill|Hoodie Tee Green|-
1211|Chibism #1013|307.4995750896254|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1013|Green|Spotlight|Scissors|Head|Inspired|Playful|Double Buns Blue|Hold|Oversized Shirt Yellow|-
1212|Chibism #597|307.4528392812299|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/597|Blue|Spotlight|Rock|Head|Confused|Growling|Leave-like Orange|Hold|Tee Lucky|-
1213|Chibism #1504|306.98343851251536|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1504|Pink|Spotlight|Paper|Head|Hehehe|Heh|Casual Pink|Chill|Knit Vest Yellow|-
1214|Chibism #1524|306.94919363338283|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1524|Pink|Spotlight|Orange Lolipop|Head|Hehehe|Growling|Long Hair Blonde|Chill|Knit Vest Yellow|-
1215|Chibism #2623|306.9108522736175|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/2623|Rainbow|Spotlight|Scissors|Head|Dumb-founded|Smile|Regent Orange|Hold|Knit Vest Wave|-
1216|Chibism #2955|306.9003779614246|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/2955|Rainbow|Spotlight|Grey Flower|Head|Kyaaa|Growling|Spiky Pink|Hold|Tee Melting Heart|-
1217|Chibism #2987|306.72693110502985|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/2987|Orange|Spotlight|Orange  Flower|Head|Aggressive|Kuhahaha|Ponytail With Bow Brown|Hold|Hoodie Tee Deep Blue|-
1218|Chibism #2632|306.5715995826847|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/2632|Green|Spotlight|Purple Flower|Head|Happy|Tch|Regent Purple|Hold|Knit Vest Yellow|-
1219|Chibism #945|306.51464576944716|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/945|Green|Spotlight|Purple Flower|Head|Confused|Irritated|Long Hair Blonde|Hold|Sweater Strike|-
1220|Chibism #2086|306.5134418087882|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/2086|Blue|Spotlight|Scissors|Head|Inspired|Playful|Leave-like White|Hold|Knit Vest Green|-
1221|Chibism #1738|306.4940161523151|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1738|Pink|Spotlight|Orange  Flower|Head|Chill|Smile|Long Hair Blonde|Chill|Knit Vest Sharp|-
1222|Chibism #1331|306.36383770104186|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1331|Purple|Spotlight|Orange Lolipop|Head|Aggressive|Irritated|Top Knot Pink|Chill|Knit Vest Wave|-
1223|Chibism #777|306.31160709880237|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/777|Pink|Spotlight|Purple Flower|Head|Inspired|Tch|Leave-like Purple|Chill|Tee Smile|-
1224|Chibism #2785|306.1645927034922|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/2785|Rainbow|Spotlight|Scissors|Head|Aggressive|Smile|Double Buns Purple|Chill|Oversized Shirt Orange|-
1225|Chibism #1972|306.1148470431674|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1972|Rainbow|Spotlight|Green Flower|Head|Ashamed|Playful|Regent Black|Hold|Sweater Strike|-
1226|Chibism #1714|306.0843087025585|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1714|Green|Spotlight|Rock|Head|Happy|Kuhahaha|Bowl Cut Orange|Hold|Knit Vest Cyan|-
1227|Chibism #3025|306.0604885664726|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/3025|Orange|Spotlight|Rock|Head|Hehehe|Growling|Top Knot Blue|Hold|Tee Scary|-
1228|Chibism #3289|305.942767630597|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/3289|Rainbow|Spotlight|Scissors|Head|Ashamed|Growling|Double Buns Blue|Hold|Tee And Shirt Grey|-
1229|Chibism #1439|305.91865917347695|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1439|Rainbow|Spotlight|Orange Lolipop|Head|Dumb-founded|Tch|Regent Pink|Chill|Oversized Shirt Purple|-
1230|Chibism #119|305.91395009732526|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/119|Purple|Spotlight|Pink Lolipop|Head|Hehehe|Growling|Leave-like Green|Hold|Hoodie Tee Beige|-
1231|Chibism #1084|305.6419217182921|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1084|Rainbow|Spotlight|Green Lolipop|Head|Hehehe|Growling|Small Pigtails Green|Hold|Tee Cat|-
1232|Chibism #1087|305.6336286845233|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1087|Purple|Spotlight|Paper|Head|Kyaaa|Paranoid|Short Spiky White|Hold|Hoodie Tee Brown|-
1233|Chibism #2842|305.58201628148873|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/2842|Rainbow|Spotlight|Pink Lolipop|Head|Crush|Heh|Leave-like Orange|Hold|Knit Vest Sharp|-
1234|Chibism #1067|305.5345694989205|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1067|Orange|Spotlight|Rock|Head|Intense|Tch|With Hair Roller Purple|Hold|Tee Cat|-
1235|Chibism #2939|305.4363320504965|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/2939|Rainbow|Spotlight|Rock|Head|Indifferent|Heh|Bowl Cut Black|Chill|Tee And Shirt Pink|-
1236|Chibism #3238|305.38556579965444|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/3238|Orange|Spotlight|Green Lolipop|Head|Happy|Kuhahaha|Ponytail Bangs Blonde|Chill|Knit Vest Wave|-
