rank|name|score|link|Background|Mask|Eye|Mouth|Head|Holo Suit
137|Holo Mask : Gold #1261|403.69940476190476|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/1261|Trey|Cora|Vincent 2|Lilly|Bennett Gold|Owen Gold
138|Holo Mask : Gold #1379|397.42681440045897|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/1379|Vince|Elizabeth|Vincent 3|Nyla|Kevin Gold|Santiago Gold
139|Holo Mask : Gold #1152|379.61607142857144|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/1152|Trey|Cora|Vincent 3|Merlie|Declan Gold|Luke Gold
140|Holo Mask : Gold #1369|379.05064745196324|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/1369|Trey|Elena|Vincent 3|Nora|Ayden Gold|Logan Gold
141|Holo Mask : Gold #898|371.93358395989975|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/898|Sky|Samantha|Vincent 2|Nellie|Braxton Gold|Samuel Gold
142|Holo Mask : Gold #202|371.8539186507936|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/202|Sky|Cora|Vincent 1|Mayda|Luis Gold|Angel Gold
143|Holo Mask : Gold #962|366.45410002477064|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/962|Sunshine|Samantha|Vincent 5|Luna|Wesley Gold|Ezra Gold
144|Holo Mask : Gold #527|366.17160606712565|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/527|Vince|Ariana|Vincent 5|Laila|Bennett Gold|Theodore Gold
145|Holo Mask : Gold #1067|366.1488617376775|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/1067|Trey|Layla|Vincent 6|Luna|Damian Gold|Elijah Gold
146|Holo Mask : Gold #1108|366.136398394569|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/1108|Sunshine|Ella|Vincent 1|Lilly|Diego Gold|Michael Gold
147|Holo Mask : Gold #1118|366.06919642857144|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/1118|Trey|Bella|Vincent 5|Nira|Declan Gold|Samuel Gold
148|Holo Mask : Gold #452|363.9361471861472|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/452|Trey|Everly|Vincent 1|Myla|Bentley Gold|Jaxson Gold
149|Holo Mask : Gold #570|353.6671872921477|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/570|Vince|Naomi|Declan|Myla|Emmett Gold|Carson Gold
149|Holo Mask : Gold #625|353.6671872921477|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/625|Vince|Emilia|Parker|Myla|Kevin Gold|Jackson Gold
151|Holo Mask : Gold #1136|350.292100148955|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/1136|Sunshine|Leah|Vincent 6|Ocie|Ayden Gold|Santiago Gold
152|Holo Mask : Gold #1225|348.0327001215159|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/1225|Owen|Anna|Bryson|Marina|Micah Gold|Wyatt Gold
153|Holo Mask : Gold #1377|345.2959576972735|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/1377|Irvin|Elena|Jace|Naila|Bentley Gold|Austin Gold
154|Holo Mask : Gold #1368|344.5661597174755|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/1368|Owen|Evelyn|Vincent 1|Naila|Maxwell Gold|Adrian Gold
155|Holo Mask : Gold #302|342.3832300345458|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/302|Trey|Samantha|Vincent 1|Lana|Brandon Gold|Brayden Gold
155|Holo Mask : Gold #537|342.3832300345458|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/537|Trey|Alice|Vincent 3|Kayla|Ryker Gole|Logan Gold
157|Holo Mask : Gold #53|342.3707666914373|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/53|Sunshine|Layla|Evan|Layla|Kevin Gold|Alexander Gold
157|Holo Mask : Gold #837|342.3707666914373|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/837|Sunshine|Ella|Vincent 2|Nyla|Ryker Gole|Andrew Gold
157|Holo Mask : Gold #938|342.3707666914373|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/938|Sunshine|Skylar|Vincent 1|Lydia|Ivan Gold|Roman Gold
157|Holo Mask : Gold #1381|342.3707666914373|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/1381|Sunshine|Gabriella|Xavier|Mila|Bennett Gold|Eli Gold
161|Holo Mask : Gold #1343|342.2526467369821|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/1343|Vince|Aubrey|Vincent 4|Lainey|Kevin Gold|Jayden Gold
162|Holo Mask : Gold #245|335.2661665424823|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/245|Owen|Gabriella|Sawyer|Lana|Emmett Gold|Santiago Gold
163|Holo Mask : Gold #1206|334.30337562656644|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/1206|Owen|Skylar|Vincent 5|Laura|Gavin Gold|Greyson Gold
164|Holo Mask : Gold #31|332.58376681562163|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/31|Sunshine|Allison|Vincent 2|Nora|Gavin Gold|Angel Gold
165|Holo Mask : Gold #547|329.5838539588143|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/547|Vince|Aurora|Vincent 3|Merlie|Luca Gold|Theodore Gold
166|Holo Mask : Gold #969|329.4814443202601|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/969|Trey|Lillian|Vincent 1|Merlie|Kai Gold|Landon Gold
166|Holo Mask : Gold #1208|329.4814443202601|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/1208|Trey|Skylar|Evan|Molly|Weston Gold|Robert Gold
168|Holo Mask : Gold #1412|329.4689809771516|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/1412|Sunshine|Ella|Vincent 6|Lucia|Kai Gold|Leo Gold
169|Holo Mask : Gold #147|328.8363550345458|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/147|Trey|Savannah|Kayden|Lainey|Bennett Gold|Lincoln Gold
169|Holo Mask : Gold #419|328.8363550345458|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/419|Trey|Claire|Jose|Mayda|Bentley Gold|Daniel Gold
169|Holo Mask : Gold #1342|328.8363550345458|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/1342|Trey|Kennedy|Vincent 3|Laura|Luca Gold|Joseph Gold
172|Holo Mask : Gold #880|328.8238916914373|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/880|Sunshine|Sofia|Xavier|Lainey|Luis Gold|Anthony Gold
173|Holo Mask : Gold #624|328.57599467418544|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/624|Trey|Charlotte|Axel|Mayda|Bennett Gold|Roman Gold
174|Holo Mask : Gold #210|327.73680664790675|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/210|Sunshine|Ariana|Luca|Marina|Luis Gold|Austin Gold
175|Holo Mask : Gold #291|326.5389317889318|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/291|Trey|Ava|Vincent 1|Lucia|Kai Gold|Alexander Gold
176|Holo Mask : Gold #511|326.5264684458233|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/511|Sunshine|Everly|Vincent 1|Mabel|Ryder Gold|Jacob Gold
177|Holo Mask : Gold #140|326.3236397972844|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/140|Vince|Eleanor|Vincent 6|Molly|Maxwell Gold|Adrian Gold
178|Holo Mask : Gold #118|326.3135281385281|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/118|Sky|Aaliyah|Vincent 4|Naya|Harrison Gold|Mateo Gold
179|Holo Mask : Gold #1145|323.563020625481|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/1145|Vince|Sofia|Kayden|Myla|Gael Gold|Anthony Gold
180|Holo Mask : Gold #778|323.05078070451054|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/778|Sunshine|Harper|Miles|Oda|Weston Gold|Julian Gold
181|Holo Mask : Gold #859|321.7192915424823|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/859|Sky|Sofia|Vincent 3|Laila|Brandon Gold|Aaron Gold
182|Holo Mask : Gold #1027|321.4766796295695|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/1027|Vince|Audrey|Micah|Morine|Emmett Gold|Austin Gold
183|Holo Mask : Gold #1077|320.71671736219247|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/1077|Sunshine|Scarlett|Luca|Lainey|Bennett Gold|Andrew Gold
184|Holo Mask : Gold #224|319.9515266126712|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/224|Vince|Zoe|Kayden|Merlie|Kevin Gold|Brayden Gold
185|Holo Mask : Gold #255|319.4218682968683|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/255|Owen|Nora|Vincent 2|Lucia|Ryder Gold|Austin Gold
186|Holo Mask : Gold #1426|318.97320395012457|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/1426|Sunshine|Abigail|Ezekiel|Nira|Bentley Gold|Jaxon Gold
187|Holo Mask : Gold #593|318.776779011154|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/593|Owen|Everly|Vincent 2|Nira|Ivan Gold|Connor Gold
188|Holo Mask : Gold #340|318.4387713762318|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/340|Vince|Caroline|Vincent 5|Nora|Ayden Gold|Matthew Gold
189|Holo Mask : Gold #346|315.9345693202601|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/346|Trey|Sophia|Sawyer|Niada|Bentley Gold|Theodore Gold
190|Holo Mask : Gold #994|314.61532067782065|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/994|Owen|Allison|Weston|Melda|Bentley Gold|Jonathan Gold
191|Holo Mask : Gold #34|313.7395557132003|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/34|Vince|Audrey|Jason|Molly|Weston Gold|Joshua Gold
191|Holo Mask : Gold #629|313.7395557132003|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/629|Vince|Ava|Kayden|Merlie|Luis Gold|Noah Gold
193|Holo Mask : Gold #364|313.63714607464607|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/364|Trey|Leah|Weston|Malia|Weston Gold|Cooper Gold
194|Holo Mask : Gold #38|313.094466427486|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/38|Vince|Audrey|Evan|Niada|Emmett Gold|Brayden Gold
194|Holo Mask : Gold #495|313.094466427486|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/495|Vince|Audrey|Vincent 3|Niada|Brandon Gold|Aiden Gold
196|Holo Mask : Gold #1031|312.9795934458233|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/1031|Sunshine|Everly|Everett|Laura|Bentley Gold|Joseph Gold
197|Holo Mask : Gold #114|312.6743551587301|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/114|Trey|Nora|Vincent 2|Mayda|Braxton Gold|Angel Gold
198|Holo Mask : Gold #269|311.6763038548753|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/269|Owen|Hannah|Vincent 6|Malia|Zachary Gold|Julian Gold
199|Holo Mask : Gold #421|310.54636192953257|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/421|Sunshine|Layla|Sawyer|Luna|Gael Gold|Julian Gold
200|Holo Mask : Gold #1030|310.4554648041094|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/1030|Vince|Maya|Kayden|Oda|Kevin Gold|Joshua Gold
201|Holo Mask : Gold #702|310.2535584822883|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/702|Sunshine|Aaliyah|Vincent 1|Lainey|Harrison Gold|Leo Gold
202|Holo Mask : Gold #715|309.34510444374905|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/715|Vince|Luna|Bryson|Lana|Weston Gold|Leo Gold
203|Holo Mask : Gold #328|308.9330080941527|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/328|Vince|Luna|Jason|Mabel|Bentley Gold|Gabriel Gold
203|Holo Mask : Gold #444|308.9330080941527|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/444|Vince|Hannah|Vincent 4|Kayla|Kai Gold|Daniel Gold
205|Holo Mask : Gold #1428|308.885234903296|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/1428|Sky|Skylar|Luca|Liana|Nathaniel Gold|Roman Gold
206|Holo Mask : Gold #281|308.8181351124899|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/281|Sunshine|Allison|Jason|Nilda|Weston Gold|Logan Gold
206|Holo Mask : Gold #478|308.8181351124899|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/478|Sunshine|Bella|Vincent 5|Nyla|Luca Gold|Josiah Gold
208|Holo Mask : Gold #95|303.24377868617324|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/95|Vince|Leah|Ezekiel|Lainey|Declan Gold|Carson Gold
209|Holo Mask : Gold #1033|303.2093981287529|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/1033|Sunshine|Cora|Vincent 4|Liana|Gael Gold|Isaac Gold
210|Holo Mask : Gold #405|303.202922319628|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/405|Vince|Madison|Jameson|Nellie|Nathaniel Gold|Joseph Gold
211|Holo Mask : Gold #493|303.1005126810738|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/493|Trey|Naomi|Ayden|Ocie|Ayden Gold|Roman Gold
211|Holo Mask : Gold #1170|303.1005126810738|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/1170|Trey|Madison|Jameson|Ocie|Maxwell Gold|Christopher Gold
213|Holo Mask : Gold #367|301.7135349635349|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/367|Irvin|Ellie|Weston|Merlie|Declan Gold|Joshua Gold
213|Holo Mask : Gold #813|301.7135349635349|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/813|Sky|Allison|Jose|Lydia|Luis Gold|Michael Gold
215|Holo Mask : Gold #1385|301.56020733652315|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/1385|Owen|Layla|Bryson|Nora|Vincent Gold|Michael Gold
216|Holo Mask : Gold #1087|301.480542027417|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/1087|Irvin|Luna|Jace|Laura|Bennett Gold|Joshua Gold
217|Holo Mask : Gold #190|301.1481109869268|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/190|Sky|Claire|Weston|Lilly|Diego Gold|Maverick Gold
217|Holo Mask : Gold #469|301.1481109869268|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/469|Irvin|Layla|Jose|Luna|Ayden Gold|Anthony Gold
217|Holo Mask : Gold #648|301.1481109869268|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/648|Sky|Kennedy|Evan|Myla|Tyler Gold|Eli Gold
220|Holo Mask : Gold #688|300.5624932968683|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/688|Sky|Eleanor|Weston|Lainey|Bennett Gold|Asher Gold
221|Holo Mask : Gold #425|299.93232035283995|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/425|Vince|Scarlett|Axel|Nira|Bentley Gold|Landon Gold
222|Holo Mask : Gold #1415|299.5711405529954|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/1415|Sunshine|Maya|Bryson|Mabel|Bennett Gold|Jordan Gold
223|Holo Mask : Gold #526|297.7336990100148|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/526|Owen|Anna|Everett|Katie|Micah Gold|Robert Gold
224|Holo Mask : Gold #91|297.6694743982042|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/91|Sunshine|Aaliyah|Wesley|Laura|Bentley Gold|James Gold
225|Holo Mask : Gold #66|296.3011508192119|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/66|Irvin|Camila|Luca|Marina|Chase Gold|Daniel Gold
226|Holo Mask : Gold #1153|296.09318674450253|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/1153|Trey|Mia|Leonardo|Nora|Ivan Gold|Jonathan Gold
227|Holo Mask : Gold #1177|296.08072340139404|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/1177|Sunshine|Layla|Leonardo|Liana|Brandon Gold|Ezra Gold
227|Holo Mask : Gold #1215|296.08072340139404|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/1215|Sunshine|Lillian|Declan|Nora|Weston Gold|Isaac Gold
229|Holo Mask : Gold #643|296.03122237986696|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/643|Vince|Bella|Vincent 4|Merlie|Luca Gold|Benjamin Gold
230|Holo Mask : Gold #300|295.9834491890103|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/300|Owen|Alice|Ayden|Nora|Braxton Gold|Benjamin Gold
231|Holo Mask : Gold #1402|295.8778947528551|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/1402|Vince|Camila|Jace|Marina|Silas Gold|Grayson Gold
232|Holo Mask : Gold #609|295.79822944374905|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/609|Vince|Ariana|Leonardo|Lainey|Luis Gold|Cooper Gold
233|Holo Mask : Gold #297|295.7754851143009|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/297|Trey|Amelia|Jace|Marina|Gavin Gold|Owen Gold
234|Holo Mask : Gold #814|295.46579840325876|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/814|Vince|Camila|Declan|Luna|Damian Gold|Josiah Gold
235|Holo Mask : Gold #662|295.35092542159606|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/662|Sunshine|Caroline|Xavier|Nellie|Vincent Gold|Connor Gold
235|Holo Mask : Gold #823|295.35092542159606|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/823|Sunshine|Kennedy|Everett|Nellie|Tyler Gold|Eli Gold
237|Holo Mask : Gold #1184|295.06495413834216|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/1184|Sunshine|Elena|Leonardo|Oda|Kingston Gold|Cooper Gold
238|Holo Mask : Gold #248|294.9535584822883|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/248|Sunshine|Ellie|Vincent 4|Lainey|Gavin Gold|Christian Gole
239|Holo Mask : Gold #179|294.66532113185434|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/179|Trey|Sofia|Jose|Lilly|Kingston Gold|Wyatt Gold
240|Holo Mask : Gold #1248|294.4496081009239|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/1248|Owen|Madison|Sawyer|Naila|Micah Gold|Angel Gold
241|Holo Mask : Gold #1245|292.93538222152677|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/1245|Vince|Genesis|Vincent 5|Nora|Silas Gold|Isaac Gold
242|Holo Mask : Gold #800|292.72961022885227|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/800|Sunshine|Samantha|Everett|Nellie|Zachary Gold|Ezra Gold
243|Holo Mask : Gold #129|292.6447218322219|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/129|Trey|Luna|Vincent 2|Naila|Ivan Gold|Leo Gold
244|Holo Mask : Gold #1437|292.4867711104157|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/1437|Vince|Harper|Axel|Naila|Kevin Gold|Grayson Gold
245|Holo Mask : Gold #941|292.05444405444405|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/941|Irvin|Maya|Parker|Mabel|Kevin Gold|Samuel Gold
246|Holo Mask : Gold #130|291.70352050856616|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/130|Sunshine|Elena|Leonardo|Lainey|Micah Gold|Adrian Gold
247|Holo Mask : Gold #1172|291.40629714063255|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/1172|Vince|Kennedy|Parker|Nadia|Micah Gold|Lincoln Gold
248|Holo Mask : Gold #946|290.41217590653076|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/946|Sunshine|Aaliyah|Jace|Kate|Harrison Gold|Lincoln Gold
249|Holo Mask : Gold #320|290.37865971747556|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/320|Owen|Camila|Vincent 2|Malia|Tyler Gold|Jayden Gold
250|Holo Mask : Gold #24|290.3786597174755|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/24|Irvin|Charlotte|Jace|Layla|Ayden Gold|Thomas Gold
251|Holo Mask : Gold #101|290.30113660534226|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/101|Vince|Claire|Luca|Kate|Diego Gold|Benjamin Gold
251|Holo Mask : Gold #250|290.30113660534226|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/250|Vince|Alice|Jameson|Kylie|Harrison Gold|Noah Gold
251|Holo Mask : Gold #1441|290.30113660534226|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/1441|Vince|Charlotte|Luca|Liana|Maxwell Gold|Benjamin Gold
254|Holo Mask : Gold #522|288.2463252726411|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/522|Owen|Aubrey|Declan|Marina|Vincent Gold|Robert Gold
254|Holo Mask : Gold #685|288.2463252726411|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/685|Sky|Amelia|Weston|Myla|Damian Gold|John Gold
254|Holo Mask : Gold #929|288.2463252726411|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/929|Owen|Naomi|Xavier|Marina|Gavin Gold|Santiago Gold
254|Holo Mask : Gold #973|288.2463252726411|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/973|Sky|Claire|Weston|Kylie|Vincent Gold|Jordan Gold
254|Holo Mask : Gold #1116|288.2463252726411|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/1116|Irvin|Savannah|Evan|Kylie|Damian Gold|Lucas Gold
254|Holo Mask : Gold #1294|288.2463252726411|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/1294|Sky|Penelope|Evan|Ocie|Maxwell Gold|Mateo Gold
260|Holo Mask : Gold #418|288.1666599635349|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/418|Irvin|Luna|Everett|Nira|Declan Gold|Jordan Gold
261|Holo Mask : Gold #94|287.97354907214924|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/94|Sunshine|Ava|Micah|Luna|Kevin Gold|Charles Gold
262|Holo Mask : Gold #1389|287.25621443545975|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/1389|Trey|Ruby|Jameson|Liana|Nathaniel Gold|Christopher Gold
263|Holo Mask : Gold #428|286.372131470776|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/428|Vince|Natalie|Vincent 6|Kayla|Luca Gold|Landon Gold
263|Holo Mask : Gold #1112|286.372131470776|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/1112|Vince|Nova|Vincent 3|Merlie|Ryker Gole|Hudson Gold
265|Holo Mask : Gold #374|286.2572584891133|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/374|Sunshine|Natalie|Everett|Lydia|Bentley Gold|Jaxon Gold
266|Holo Mask : Gold #92|286.03361072111073|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/92|Owen|Eleanor|Jace|Liana|Chase Gold|Jonathan Gold
267|Holo Mask : Gold #303|285.9328122921477|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/303|Vince|Mia|Miles|Kylie|George Gold|Wyatt Gold
268|Holo Mask : Gold #1123|285.42614511360546|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/1123|Vince|Amelia|Bryson|Lucia|Bennett Gold|Ian Gold
269|Holo Mask : Gold #1299|284.69634713380754|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/1299|Vince|Aurora|Vincent 2|Lana|Nathaniel Gold|David Gold
270|Holo Mask : Gold #1|284.6963471338075|https://quixotic.io/asset/0x8B50FDe10E6D2256b12DD839F92130C5D20c1E51/1|Vince|Hazel|Leonardo|Melda|Nathaniel Gold|Josiah Gold
