rank|name|score|link|Bg|Body|Eye|Earring|Hair|Clothing|Mouth
1829|GoblinTownHero #2330|103.36344919026216|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2330|Sky|Pickle|Round Rainbow|None|Peach Bun|Overalls|Grumpy
1830|GoblinTownHero #2063|103.3474117631777|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2063|Pink|Sky|Sad|None|Sapling|Yellow Dark|Drowsy
1831|GoblinTownHero #1064|103.32414650233748|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1064|Fire|Sky|Sad|None|Leaf|Star Hero|Smirk
1832|GoblinTownHero #3239|103.30978306404847|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/3239|Olive|Pickle|Hungover|Edge|Cat|Yellow Dark|Happy
1833|GoblinTownHero #2634|103.30712270968998|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2634|Starry Candy|Fern|Hungover|Big|Peach Bun|Star Hero|Cheeky Smile
1834|GoblinTownHero #3043|103.29158266349992|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/3043|Salmon|Sky|Round|Shield|Blue Sideswept|Cerulean|Grumpy
1835|GoblinTownHero #1303|103.28213983842747|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1303|Mint|Fern|8BIT|Double|Lemon Trapperer|Lilly|Happy
1836|GoblinTownHero #36|103.27371602245069|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/36|Olive|Fern|Gazed|None|Night Cap|Punch|Grumpy
1837|GoblinTownHero #2744|103.21559394789377|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2744|Starry Candy|Pickle|Neutral|Shield|Cat|Ether|Cheeky Smile
1838|GoblinTownHero #696|103.20428865131129|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/696|Starry Emerald|Moss|Snake|Shield|Dark Bedhead|Stars|Goblin
1839|GoblinTownHero #791|103.20161011059028|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/791|Vortex|Pickle|X|Shield|Star Bucket|Melting|Neutral Smile
1840|GoblinTownHero #2035|103.19341072460251|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2035|Orchid|Pickle|Round White|Double|Crown|Carrot|Grumpy
1841|GoblinTownHero #164|103.16781035503377|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/164|Starry Candy|Pickle|Sad|Big|Peach Bun|Stars|Tongue Out
1842|GoblinTownHero #3073|103.15999671154643|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/3073|Starry Arctic|Moss|Angry|Gold Ether|Cat|Lilly|Cheeky Smile
1843|GoblinTownHero #126|103.14713940778707|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/126|Night|Pickle|Ghost|Edge|Sapling|Lilly|Goblin
1844|GoblinTownHero #3047|103.13634415145977|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/3047|Orchid|Pickle|Hungover|Edge|Crown|Overalls|Drowsy
1845|GoblinTownHero #2290|103.11889120309185|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2290|Starry Candy|Fern|Angry|Big|White Wavy|Stars|Drowsy
1846|GoblinTownHero #2310|103.10240088940267|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2310|Salmon|Moss|X|None|Egg|Lilly|Gasp
1847|GoblinTownHero #2499|103.10238811676022|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2499|Mint|Sky|Ghost|Shield|Boat|Lilly|Neutral Smile
1848|GoblinTownHero #1864|103.0063304337325|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1864|Starry Orange|Moss|Gazed|None|Wizard|Cerulean|Grumpy
1849|GoblinTownHero #1430|102.95501109146143|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1430|Starry Candy|Moss|Neutral|Double|Mint Slicked|Cerulean|Smirk
1850|GoblinTownHero #2417|102.92667330386242|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2417|Olive|Moss|Sad|Double|Star Bucket|Cerulean|Smirk
1851|GoblinTownHero #3216|102.87737928136391|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/3216|Olive|Sky|X|Shield|Wizard|Ether|Happy
1852|GoblinTownHero #3100|102.86929872013309|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/3100|Starry Candy|Moss|Angry|Double|Blue Braids|Yellow Dark|Neutral Smile
1853|GoblinTownHero #1990|102.8674248773853|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1990|Mint|Pickle|Ghost|Big|Crown|Punch|Tongue Out
1854|GoblinTownHero #1438|102.84553593487014|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1438|Fire|Fern|Hungover|Shield|Blue Braids|Melting|Happy
1855|GoblinTownHero #2707|102.8305050978813|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2707|Coconut|Pickle|Wayfarer|Gold Ether|Lemon Trapperer|Carrot|Drowsy
1856|GoblinTownHero #3178|102.81398942957959|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/3178|Spiky|Pickle|Sad|None|Night Cap|Fire|Grumpy
1857|GoblinTownHero #2760|102.77425033715298|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2760|Night|Crimson|Neutral|None|Peach Fringe|Hero Cape|Smirk
1858|GoblinTownHero #1806|102.77348918056103|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1806|Starry Emerald|Fern|Hungover|None|Star Bucket|Star Hero|Happy
1859|GoblinTownHero #555|102.77057962778811|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/555|Butter|Crimson|Neutral|None|Sapling|Hero Cape|Cheeky Smile
1860|GoblinTownHero #1259|102.74938135300516|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1259|Sky|Fern|Round|Edge|White Wavy|Melting|Grumpy
1861|GoblinTownHero #2770|102.72150198423607|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2770|Orchid|Crimson|Sad|None|Lemon Trapperer|Fern|Drowsy
1862|GoblinTownHero #1160|102.70040607824266|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1160|Coconut|Sky|Hungover|None|Mint Slicked|Punch|Fang
1863|GoblinTownHero #1419|102.6663873654629|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1419|Starry Arctic|Pickle|Wayfarer|None|Afro|Ether|Grumpy
1864|GoblinTownHero #1202|102.64935199883116|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1202|Starry Arctic|Pickle|Snake|Gold Ether|Peach Fringe|Yellow Dark|Gasp
1865|GoblinTownHero #2803|102.63080597277366|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2803|Starry Orange|Moss|Neutral|None|Lemon Trapperer|Honey Cape|Tongue Out
1866|GoblinTownHero #2868|102.61806146828211|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2868|Night|Fern|Snake|None|Wizard|Cerulean|Cheeky Smile
1867|GoblinTownHero #2730|102.61626156256654|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2730|Orchid|Moss|Round White|Gold Ether|Shroom|Overalls|Gasp
1868|GoblinTownHero #490|102.60300124495572|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/490|Starry Emerald|Pickle|Ghost|Big|Leaf|Punch|Neutral Smile
1869|GoblinTownHero #1611|102.60287271402807|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1611|Butter|Moss|Snake|Big|Lemon Trapperer|Yellow Dark|Goblin
1870|GoblinTownHero #361|102.60218197360597|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/361|Starry Candy|Moss|8BIT|Shield|Blue Braids|Punch|Grumpy
1871|GoblinTownHero #442|102.59402849074965|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/442|Flora|Moss|Round White|None|Sapling|Star Hero|Grumpy
1872|GoblinTownHero #2545|102.58160425295208|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2545|Pink|Fern|Snake|Big|Mint Slicked|Fire|Tongue Out
1873|GoblinTownHero #10|102.55654619078506|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/10|Mint|Moss|Ghost|Gold Ether|Salmon Short|Armor|Cheeky Smile
1874|GoblinTownHero #1691|102.54696933889599|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1691|Fire|Fern|Snake|None|Lemon Trapperer|Yellow Dark|Happy
1875|GoblinTownHero #562|102.53913422294544|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/562|Starry Arctic|Fern|Sad|None|Star Bucket|Adventure|Smirk
1876|GoblinTownHero #51|102.52688399583084|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/51|Olive|Sky|Round Rainbow|None|White Wavy|Lilly|Smirk
1877|GoblinTownHero #99|102.48523077280335|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/99|Night|Fern|Snake|Shield|Pink Bear|Adventure|Smirk
1878|GoblinTownHero #17|102.48275914206594|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/17|Starry Candy|Crimson|Sad|Shield|Peach Fringe|Fern|Smirk
1879|GoblinTownHero #610|102.4645934942228|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/610|Orchid|Sky|Angry|Gold Ether|Salmon Short|Adventure|Drowsy
1880|GoblinTownHero #1805|102.4468842380734|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1805|Flora|Moss|8BIT|Shield|Leaf|Punch|Grumpy
1881|GoblinTownHero #1330|102.44512294389365|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1330|Starry Orange|Pickle|Hungover|None|Wizard|Ribbon|Neutral Smile
1882|GoblinTownHero #803|102.43409312106246|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/803|Butter|Pickle|Angry|None|Blue Robin|Ribbon|Goblin
1883|GoblinTownHero #38|102.40946085102877|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/38|Butter|Moss|Snake|None|Blue Robin|Hero Cape|Neutral Smile
1884|GoblinTownHero #979|102.39997387223359|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/979|Night|Sky|Hungover|Edge|Shroom|Yellow Dark|Grumpy
1885|GoblinTownHero #1833|102.37453367195924|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1833|Olive|Moss|Gazed|None|Wizard|Stars|Drowsy
1886|GoblinTownHero #468|102.36746958773713|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/468|Starry Candy|Sky|Round|None|Leaf|Stars|Happy
1887|GoblinTownHero #1524|102.36339022176125|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1524|Vortex|Moss|Wayfarer|Shield|Crown|Overalls|Cheeky Smile
1888|GoblinTownHero #2448|102.36099351906665|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2448|Mint|Fern|Angry|Edge|Afro|Fire|Gasp
1889|GoblinTownHero #2976|102.32513816703323|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2976|Spiky|Pickle|Gazed|None|Blue Robin|Star Hero|Grumpy
1890|GoblinTownHero #1398|102.31058277637844|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1398|Salmon|Sky|Hungover|Gold Ether|Salmon Short|Armor|Cheeky Smile
1891|GoblinTownHero #636|102.27137086451981|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/636|Coconut|Moss|Neutral|None|Peach Bun|Armor|Tongue Out
1892|GoblinTownHero #232|102.26641521523224|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/232|Salmon|Fern|8BIT|Double|Lemon Trapperer|Fern|Cheeky Smile
1893|GoblinTownHero #2805|102.25351285943705|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2805|Spiky|Moss|Round White|None|Blue Robin|Ether|Cheeky Smile
1894|GoblinTownHero #2568|102.24077352442296|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2568|Mint|Pickle|8BIT|Edge|Leaf|Yellow Dark|Neutral Smile
1895|GoblinTownHero #83|102.23417972718147|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/83|Butter|Moss|Neutral|None|Peach Fringe|Fire|Rainbow Puke
1896|GoblinTownHero #1222|102.16863124196645|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1222|Salmon|Fern|Neutral|None|Egg|Ether|Drowsy
1897|GoblinTownHero #1544|102.1406385097711|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1544|Coconut|Pickle|Neutral|None|Cat|Hero Cape|Gasp
1898|GoblinTownHero #2056|102.11416706866414|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2056|Fire|Fern|Sad|Edge|Mint Slicked|Melting|Neutral Smile
1899|GoblinTownHero #2554|102.11054189774838|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2554|Mint|Fern|Round|Shield|Peach Fringe|Rock|Cheeky Smile
1900|GoblinTownHero #60|102.10192669571114|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/60|Flora|Pickle|Round|None|White Wavy|Yellow Dark|Happy
1901|GoblinTownHero #1933|102.08667804677098|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1933|Olive|Pickle|Sad|None|Green Robin|Cerulean|Cheeky Smile
1902|GoblinTownHero #639|102.0456002396769|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/639|Flora|Moss|Neutral|None|Shroom|Honey Cape|Goblin
1903|GoblinTownHero #1458|102.01412443232469|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1458|Fire|Pickle|X|None|Blue Sideswept|Yellow Dark|Grumpy
1904|GoblinTownHero #1569|101.98020298232967|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1569|Flora|Pickle|Hungover|Edge|Afro|Lilly|Cheeky Smile
1905|GoblinTownHero #2605|101.97472723698648|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2605|Butter|Fern|Wayfarer|Big|White Wavy|Fern|Drowsy
1906|GoblinTownHero #2831|101.9730215219199|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2831|Butter|Sky|Ghost|Edge|Peach Bun|Adventure|Goblin
1907|GoblinTownHero #2645|101.96689762487986|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2645|Mint|Moss|Ghost|Gold Ether|Lemon Trapperer|Hero Cape|Gasp
1908|GoblinTownHero #1130|101.93807395343923|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1130|Spiky|Pickle|Wayfarer|Shield|Afro|Carrot|Grumpy
1909|GoblinTownHero #1225|101.937873704036|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1225|Orchid|Sky|8BIT|None|Dark Bedhead|Ribbon|Gasp
1910|GoblinTownHero #1742|101.92435226049288|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1742|Sky|Moss|Cry|Shield|Peach Bun|Stars|Drowsy
1911|GoblinTownHero #2150|101.89960383957231|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2150|Night|Sky|Gazed|None|Dark Bedhead|Hero Cape|Gasp
1912|GoblinTownHero #924|101.88539234825278|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/924|Starry Candy|Moss|Neutral|Double|Peach Fringe|Star Hero|Neutral Smile
1913|GoblinTownHero #2495|101.88461391061136|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2495|Sky|Pickle|Sad|None|Leaf|Carrot|Fang
1914|GoblinTownHero #1054|101.84518451152863|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1054|Salmon|Crimson|X|None|Sapling|Cerulean|Grumpy
1915|GoblinTownHero #1481|101.83735598133956|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1481|Spiky|Sky|X|None|Crown|Adventure|Gasp
1916|GoblinTownHero #2433|101.82596982350285|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2433|Vortex|Fern|Round White|None|Mint Slicked|Melting|Drowsy
1917|GoblinTownHero #1741|101.81806995065067|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1741|Flora|Pickle|Round|None|Pink Bear|Melting|Grumpy
1918|GoblinTownHero #1169|101.80507567627463|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1169|Orchid|Sky|Ghost|Double|Shroom|Stars|Cheeky Smile
1919|GoblinTownHero #1087|101.73933278942154|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1087|Pink|Moss|Round White|Double|Dark Bedhead|Overalls|Neutral Smile
1920|GoblinTownHero #1898|101.71691933004936|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1898|Mint|Crimson|X|None|Mint Slicked|Star Hero|Smirk
1921|GoblinTownHero #2478|101.71651760217406|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2478|Salmon|Fern|Round White|None|Egg|Lilly|Cheeky Smile
1922|GoblinTownHero #1375|101.71365074243216|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1375|Olive|Fern|Gazed|Double|Mint Slicked|Melting|Goblin
1923|GoblinTownHero #2190|101.6900115637589|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2190|Olive|Sky|Angry|Shield|Wizard|Cerulean|Neutral Smile
1924|GoblinTownHero #2058|101.67736309924176|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2058|Pink|Moss|Neutral|Big|Afro|Rock|Neutral Smile
1925|GoblinTownHero #1698|101.66683636591681|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1698|Olive|Pickle|Hungover|Edge|Crown|Fire|Drowsy
1926|GoblinTownHero #3095|101.65989366638858|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/3095|Pink|Moss|Snake|Double|Dark Bedhead|Yellow Dark|Cheeky Smile
1927|GoblinTownHero #1150|101.65139236364875|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1150|Starry Arctic|Moss|Neutral|None|Boat|Fern|Cheeky Smile
1928|GoblinTownHero #2285|101.64374440188048|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2285|Butter|Pickle|Sad|Gold Ether|Crown|Armor|Neutral Smile
1929|GoblinTownHero #1196|101.64224460766587|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1196|Salmon|Moss|Wayfarer|None|Boat|Overalls|Happy
1930|GoblinTownHero #2715|101.60302700310692|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2715|Coconut|Sky|Round White|None|White Wavy|Adventure|Tongue Out
1931|GoblinTownHero #400|101.59761449686994|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/400|Vortex|Crimson|Gazed|None|Blue Braids|Yellow Dark|Neutral Smile
1932|GoblinTownHero #2957|101.59430785388372|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2957|Pink|Moss|Hungover|Gold Ether|Salmon Short|Star Hero|Drowsy
1933|GoblinTownHero #2881|101.59230998511043|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2881|Orchid|Pickle|8BIT|None|Afro|Melting|Happy
1934|GoblinTownHero #2519|101.57903206612468|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2519|Night|Moss|Ghost|Gold Ether|Shroom|Hero Cape|Grumpy
1935|GoblinTownHero #3054|101.57194111192409|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/3054|Spiky|Crimson|Neutral|None|Shroom|Star Hero|Smirk
1936|GoblinTownHero #2061|101.56255423921282|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2061|Flora|Moss|Neutral|None|Boat|Punch|Cheeky Smile
1937|GoblinTownHero #3005|101.51918276546978|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/3005|Coconut|Fern|Angry|None|Green Robin|Fern|Goblin
1938|GoblinTownHero #395|101.51012803612757|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/395|Spiky|Fern|Gazed|Shield|Star Bucket|Ether|Goblin
1939|GoblinTownHero #877|101.48923385631677|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/877|Coconut|Sky|Angry|None|Blue Robin|Adventure|Cheeky Smile
1940|GoblinTownHero #2057|101.47643833855656|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2057|Pink|Sky|Neutral|Edge|Shroom|Lilly|Tongue Out
1941|GoblinTownHero #579|101.45261649182378|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/579|Night|Sky|Hungover|Shield|Dark Bedhead|Honey Cape|Cheeky Smile
1942|GoblinTownHero #2888|101.44736186663617|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2888|Coconut|Pickle|Round White|Gold Ether|Shroom|Honey Cape|Grumpy
1943|GoblinTownHero #1247|101.42702035895061|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1247|Vortex|Moss|Angry|Edge|Salmon Short|Fire|Drowsy
1944|GoblinTownHero #3217|101.42245509934372|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/3217|Olive|Moss|Hungover|Double|Shroom|Yellow Dark|Cheeky Smile
1945|GoblinTownHero #1920|101.40849286815704|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1920|Olive|Sky|X|Edge|Crown|Star Hero|Neutral Smile
1946|GoblinTownHero #2246|101.383491973322|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2246|Butter|Sky|Round|Gold Ether|Dark Bedhead|Yellow Dark|Neutral Smile
1947|GoblinTownHero #1946|101.32314597787342|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1946|Starry Orange|Pickle|Angry|Gold Ether|Salmon Short|Hero Cape|Gasp
1948|GoblinTownHero #932|101.31790897359184|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/932|Butter|Fern|Cry|None|Sapling|Yellow Dark|Tongue Out
1949|GoblinTownHero #983|101.30493702541457|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/983|Orchid|Crimson|Hungover|Gold Ether|Blue Braids|Ether|Gasp
1950|GoblinTownHero #770|101.28527938695049|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/770|Flora|Fern|Neutral|Edge|Lemon Trapperer|Lilly|Tongue Out
1951|GoblinTownHero #660|101.28388786733221|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/660|Spiky|Pickle|8BIT|None|Leaf|Hero Cape|Smirk
1952|GoblinTownHero #1476|101.25142432073501|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1476|Starry Orange|Pickle|Ghost|None|Blue Robin|Fire|Grumpy
1953|GoblinTownHero #1791|101.2505474454257|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1791|Spiky|Pickle|Round White|Edge|Lemon Trapperer|Melting|Happy
1954|GoblinTownHero #288|101.22019608879832|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/288|Pink|Moss|Hungover|Big|Peach Bun|Carrot|Drowsy
1955|GoblinTownHero #234|101.21984216158937|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/234|Flora|Fern|Ghost|Shield|Lemon Trapperer|Adventure|Grumpy
1956|GoblinTownHero #840|101.21084421972319|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/840|Salmon|Fern|Sad|None|Night Cap|Punch|Cheeky Smile
1957|GoblinTownHero #2036|101.20051458637889|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2036|Starry Candy|Crimson|Hungover|None|Lemon Trapperer|Fern|Smirk
1958|GoblinTownHero #2717|101.18395683426937|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2717|Flora|Crimson|Angry|None|Peach Fringe|Ether|Tongue Out
1959|GoblinTownHero #191|101.17363244678168|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/191|Fire|Fern|Round White|None|Dark Bedhead|Overalls|Cheeky Smile
