_rank|_name|_score|_link|Background|Type
73|Hyper Ghost #240|31.37099358974359|https://ipfs.io/ipfs/QmX1SBUGgvGyAtgeThWu5KMvMi2vVWSe4xUdUDGekvXWqF/240.png|Lightskyblue|Mor Phi Ghost
73|Hyper Ghost #280|31.37099358974359|https://ipfs.io/ipfs/QmX1SBUGgvGyAtgeThWu5KMvMi2vVWSe4xUdUDGekvXWqF/280.png|Orange|Mor Phi Ghost
73|Hyper Ghost #287|31.37099358974359|https://ipfs.io/ipfs/QmX1SBUGgvGyAtgeThWu5KMvMi2vVWSe4xUdUDGekvXWqF/287.png|Yellowgreen|Mor Phi Ghost
73|Hyper Ghost #296|31.37099358974359|https://ipfs.io/ipfs/QmX1SBUGgvGyAtgeThWu5KMvMi2vVWSe4xUdUDGekvXWqF/296.png|Tomato|Mor Phi Ghost
73|Hyper Ghost #302|31.37099358974359|https://ipfs.io/ipfs/QmX1SBUGgvGyAtgeThWu5KMvMi2vVWSe4xUdUDGekvXWqF/302.png|Lemon|Mor Phi Ghost
73|Hyper Ghost #312|31.37099358974359|https://ipfs.io/ipfs/QmX1SBUGgvGyAtgeThWu5KMvMi2vVWSe4xUdUDGekvXWqF/312.png|Lightseagreen|Mor Phi Ghost
73|Hyper Ghost #313|31.37099358974359|https://ipfs.io/ipfs/QmX1SBUGgvGyAtgeThWu5KMvMi2vVWSe4xUdUDGekvXWqF/313.png|Hotpink|Mor Phi Ghost
73|Hyper Ghost #316|31.37099358974359|https://ipfs.io/ipfs/QmX1SBUGgvGyAtgeThWu5KMvMi2vVWSe4xUdUDGekvXWqF/316.png|Green|Mor Phi Ghost
73|Hyper Ghost #321|31.37099358974359|https://ipfs.io/ipfs/QmX1SBUGgvGyAtgeThWu5KMvMi2vVWSe4xUdUDGekvXWqF/321.png|Red|Mor Phi Ghost
73|Hyper Ghost #330|31.37099358974359|https://ipfs.io/ipfs/QmX1SBUGgvGyAtgeThWu5KMvMi2vVWSe4xUdUDGekvXWqF/330.png|Lightskyblue|Mor Phi Ghost
73|Hyper Ghost #332|31.37099358974359|https://ipfs.io/ipfs/QmX1SBUGgvGyAtgeThWu5KMvMi2vVWSe4xUdUDGekvXWqF/332.png|Yellowgreen|Mor Phi Ghost
73|Hyper Ghost #336|31.37099358974359|https://ipfs.io/ipfs/QmX1SBUGgvGyAtgeThWu5KMvMi2vVWSe4xUdUDGekvXWqF/336.png|Tomato|Mor Phi Ghost
73|Hyper Ghost #345|31.37099358974359|https://ipfs.io/ipfs/QmX1SBUGgvGyAtgeThWu5KMvMi2vVWSe4xUdUDGekvXWqF/345.png|Mediumslateblue|Mor Phi Ghost
73|Hyper Ghost #348|31.37099358974359|https://ipfs.io/ipfs/QmX1SBUGgvGyAtgeThWu5KMvMi2vVWSe4xUdUDGekvXWqF/348.png|Orange Chocolate|Mor Phi Ghost
73|Hyper Ghost #357|31.37099358974359|https://ipfs.io/ipfs/QmX1SBUGgvGyAtgeThWu5KMvMi2vVWSe4xUdUDGekvXWqF/357.png|Yellowgreen|Mor Phi Ghost
73|Hyper Ghost #361|31.37099358974359|https://ipfs.io/ipfs/QmX1SBUGgvGyAtgeThWu5KMvMi2vVWSe4xUdUDGekvXWqF/361.png|Skyblue|Mor Phi Ghost
73|Hyper Ghost #377|31.37099358974359|https://ipfs.io/ipfs/QmX1SBUGgvGyAtgeThWu5KMvMi2vVWSe4xUdUDGekvXWqF/377.png|Tomato|Mor Phi Ghost
73|Hyper Ghost #381|31.37099358974359|https://ipfs.io/ipfs/QmX1SBUGgvGyAtgeThWu5KMvMi2vVWSe4xUdUDGekvXWqF/381.png|Orange Chocolate|Mor Phi Ghost
73|Hyper Ghost #388|31.37099358974359|https://ipfs.io/ipfs/QmX1SBUGgvGyAtgeThWu5KMvMi2vVWSe4xUdUDGekvXWqF/388.png|Yellowgreen|Mor Phi Ghost
73|Hyper Ghost #389|31.37099358974359|https://ipfs.io/ipfs/QmX1SBUGgvGyAtgeThWu5KMvMi2vVWSe4xUdUDGekvXWqF/389.png|Yellowgreen|Mor Phi Ghost
73|Hyper Ghost #403|31.37099358974359|https://ipfs.io/ipfs/QmX1SBUGgvGyAtgeThWu5KMvMi2vVWSe4xUdUDGekvXWqF/403.png|Yelllow|Mor Phi Ghost
73|Hyper Ghost #413|31.37099358974359|https://ipfs.io/ipfs/QmX1SBUGgvGyAtgeThWu5KMvMi2vVWSe4xUdUDGekvXWqF/413.png|Yelllow|Mor Phi Ghost
73|Hyper Ghost #415|31.37099358974359|https://ipfs.io/ipfs/QmX1SBUGgvGyAtgeThWu5KMvMi2vVWSe4xUdUDGekvXWqF/415.png|Lemon|Mor Phi Ghost
73|Hyper Ghost #435|31.37099358974359|https://ipfs.io/ipfs/QmX1SBUGgvGyAtgeThWu5KMvMi2vVWSe4xUdUDGekvXWqF/435.png|Yellowgreen|Mor Phi Ghost
73|Hyper Ghost #439|31.37099358974359|https://ipfs.io/ipfs/QmX1SBUGgvGyAtgeThWu5KMvMi2vVWSe4xUdUDGekvXWqF/439.png|Mediumseagreen|Mor Phi Ghost
73|Hyper Ghost #442|31.37099358974359|https://ipfs.io/ipfs/QmX1SBUGgvGyAtgeThWu5KMvMi2vVWSe4xUdUDGekvXWqF/442.png|Hotpink|Mor Phi Ghost
73|Hyper Ghost #467|31.37099358974359|https://ipfs.io/ipfs/QmX1SBUGgvGyAtgeThWu5KMvMi2vVWSe4xUdUDGekvXWqF/467.png|Lemon|Mor Phi Ghost
73|Hyper Ghost #469|31.37099358974359|https://ipfs.io/ipfs/QmX1SBUGgvGyAtgeThWu5KMvMi2vVWSe4xUdUDGekvXWqF/469.png|Red|Mor Phi Ghost
73|Hyper Ghost #484|31.37099358974359|https://ipfs.io/ipfs/QmX1SBUGgvGyAtgeThWu5KMvMi2vVWSe4xUdUDGekvXWqF/484.png|Mediumseagreen|Mor Phi Ghost
73|Hyper Ghost #497|31.37099358974359|https://ipfs.io/ipfs/QmX1SBUGgvGyAtgeThWu5KMvMi2vVWSe4xUdUDGekvXWqF/497.png|Lightpink|Mor Phi Ghost
73|Hyper Ghost #503|31.37099358974359|https://ipfs.io/ipfs/QmX1SBUGgvGyAtgeThWu5KMvMi2vVWSe4xUdUDGekvXWqF/503.png|Yelllow|Mor Phi Ghost
73|Hyper Ghost #508|31.37099358974359|https://ipfs.io/ipfs/QmX1SBUGgvGyAtgeThWu5KMvMi2vVWSe4xUdUDGekvXWqF/508.png|Lemon|Mor Phi Ghost
73|Hyper Ghost #515|31.37099358974359|https://ipfs.io/ipfs/QmX1SBUGgvGyAtgeThWu5KMvMi2vVWSe4xUdUDGekvXWqF/515.png|Orange|Mor Phi Ghost
73|Hyper Ghost #518|31.37099358974359|https://ipfs.io/ipfs/QmX1SBUGgvGyAtgeThWu5KMvMi2vVWSe4xUdUDGekvXWqF/518.png|Lightseagreen|Mor Phi Ghost
73|Hyper Ghost #545|31.37099358974359|https://ipfs.io/ipfs/QmX1SBUGgvGyAtgeThWu5KMvMi2vVWSe4xUdUDGekvXWqF/545.png|Orangered|Mor Phi Ghost
73|Hyper Ghost #551|31.37099358974359|https://ipfs.io/ipfs/QmX1SBUGgvGyAtgeThWu5KMvMi2vVWSe4xUdUDGekvXWqF/551.png|Lightseagreen|Mor Phi Ghost
