rank|name|score|link|Background|Body|Tattoo|Nose|Mouth|Eyes|On eyes|Clothes|Accessorie|Head|Smokes
124|Oliens #1309|270.1921014460425|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/1308|desert night |light gray ||big fat nose |wide mouth|bored eyes |eyepatch|green vintage shirt ||long braid black |
125|Oliens #2001|268.7408588363697|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/2000|blackhole |light virdian ||nose2 |wondering mouth |cool eyes |sun glasses |jedi robe ||joker hair |
126|Oliens #164|267.5052887799605|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/163|desert night |light gray |will i ever go home tattoo |Onose |wide mouth|sus eyes|eyepatch|deep pink cowboy shirt |silver ring |braid ginger |
127|Oliens #259|267.4745077790753|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/258|glittery night sky |light gray |tear tattoo |wierd nose |wide mouth|tierd eyes ||triditional robe ||oxblood cowboyhat |
128|Oliens #587|266.9227521723881|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/586|cosmos black back |bunrt umber |fuck off tattoo |funny nose |wondering mouth |Oeyes shiny ||purple and green shirt ||bald |
129|Oliens #294|265.25993288577644|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/293|pizza planet |light skin ||nose2 |small lips|cool eyes ||red suit ||red mohak |
130|Oliens #1752|265.19718250908494|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/1751|desert night |dark brown ||bignose |joker mouth|sus eyes||magenta shirt with a line ||red cap hat |
131|Oliens #1255|264.4846802957918|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/1254|red drapes |pickle green ||big fat nose |small lips|tierd eyes sinning ||black suit & red tie ||bald |
132|Oliens #1327|264.45976367246806|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/1326|wormhole |sky blue body ||nose2 |joker mouth|cool eyes ||fancy dress||bald |
133|Oliens #1575|264.25114022492136|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/1574|shades of blue |gray bluish |stiches |nose2 |closed mouth |bored eyes ||navy suit |bitcoin necklce|green mohak|
134|Oliens #1471|263.58042769807133|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/1470|ocean blue |sun burn white skin ||wierd nose |wild mouth |cute eyes shining ||fancy dress|bitcoin necklce|joker hair |
135|Oliens #810|262.002176437857|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/809|wormhole |sun burn white skin ||big fat nose |wide mouth|tierd eyes sinning ||jedi robe ||cap hat |
136|Oliens #1688|261.77061766177167|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/1687|pink to blue |pink ||wierd nose |wide mouth|sus eyes||purple and green shirt ||long braid black |
137|Oliens #1159|260.6428755363396|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/1158|blackhole |baby blue ||bignose |joker mouth|Oeyes shiny |sun glasses |cowboy shirt vintage |silver ring |braid unicorn |
138|Oliens #296|260.5400334437682|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/295|sangria red |light lime yellow ||big fat nose |wild mouth |tierd eyes |eyepatch|navy suit ||braid unicorn |
139|Oliens #1405|259.41959385091366|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/1404|jungle |pink ||wierd nose |wide mouth|sus eyes||purple and green shirt ||red long hair|
140|Oliens #1413|259.035069853982|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/1412|black and purple |light skin ||bignose |wide mouth|tierd eyes |eyepatch|orange shirt with a line ||oxblood cowboyhat |blunt 
141|Oliens #322|258.70218943091464|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/321|orange |light gray ||funny nose |joker mouth|Oeyes shiny ||black Tshirt |silver ring |short hair |
142|Oliens #1532|258.5028101885332|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/1531|pizza planet |baby blue ||big fat nose |closed mouth |bored eyes ||orange vintage shirt |gold ring|braid cherry |
143|Oliens #786|256.5972690925073|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/785|blackhole |light gray ||wierd nose |joker mouth|tierd eyes sinning ||red suit ||joker hair |cigarette 
144|Oliens #1441|255.7209652701554|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/1440|420 am |pale lime yellow |stiches |Onose |wondering mouth |sus eyes||naked ||bald |
145|Oliens #493|255.66404395627848|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/492|galaxy |pink ||bignose |joker mouth|tierd eyes ||vintage shirt with a line ||long braid ginger|
146|Oliens #1912|254.45614583387226|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/1911|blue |pickle green ||nose2 |wide mouth|sus eyes||jedi robe ||short hair |
147|Oliens #59|254.27739624301813|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/58|ocean blue |pickle green ||big fat nose |wondering mouth |tierd eyes |eyepatch|magenta shirt with a line ||mohak|
148|Oliens #74|253.62816340067556|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/73|gray |light lime yellow ||wierd nose |wide mouth|cool eyes ||purple and green shirt ||cap hat |
149|Oliens #905|252.74141246218724|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/904|gray |light virdian ||big fat nose |wild mouth |Oeyes |eyepatch|magenta shirt with a line ||bald |
150|Oliens #239|252.55496137807918|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/238|shades of gray |light virdian ||wierd nose |wide mouth|sus eyes||black suit & red tie ||bald |
151|Oliens #752|252.43218408033138|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/751|shades of blue |pickle green ||wierd nose |closed mouth |punky eyes |eyepatch|black suit |gold ring|mohak|
152|Oliens #56|252.21836042156426|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/55|blue |light lime yellow |tear tattoo |wierd nose |wondering mouth |cool eyes ||green vintage shirt ||red cap hat |blunt 
153|Oliens #1757|251.94287929906028|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/1756|shades of blue |dark brown ||funny nose |wondering mouth |bored eyes ||triditional robe ||white long hair |
154|Oliens #2143|251.59355059818265|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/2142|burnning man |pickle green ||big fat nose |wondering mouth |cool eyes ||black suit & red tie ||bald |
155|Oliens #197|250.81825843144148|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/196|orange to purple |pink |fuck off tattoo |big fat nose |wondering mouth |sus eyes|purple fire glasses |magenta shirt with a line |silver ring |braid black|
156|Oliens #381|250.72890734566727|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/380|ice latte back |sun burn white skin |will i ever go home tattoo |funny nose |wondering mouth |bruised eye ||simple gray vintage shirt ||red long hair|
157|Oliens #1653|250.72247110396634|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/1652|sangria red |light gray ||big fat nose |wondering mouth |cool eyes ||jedi robe ||mohak|
158|Oliens #2066|250.52222990313075|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/2065|anarchist |raw umber |stiches |bignose |wondering mouth |cool eyes |pink fire glaasses |purple cowboy shirt ||braid ocean blue |
159|Oliens #1871|248.56702331953127|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/1870|pizza planet |pale lime yellow ||funny nose |wondering mouth |cool eyes ||black Tshirt |gold ring|braid unicorn |
160|Oliens #57|248.55796245441928|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/56|glittery night sky |pale lime yellow |tear tattoo |big fat nose |wondering mouth |cool eyes ||fancy dress||marron cowboy hat |
161|Oliens #1132|248.1334935148697|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/1131|ice latte back |green |will i ever go home tattoo |wierd nose |open mouth |bored eyes ||navy suit |bitcoin necklce|long braid ginger|
162|Oliens #343|247.7993722022049|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/342|anarchist |gray bluish ||bignose |wild mouth |Oeyes shiny ||fancy dress||orange long hair |
163|Oliens #650|247.16081208985062|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/649|cosmos black back |green |will i ever go home tattoo |bignose |wide mouth|cute eyes shining |pink fire glaasses |red Tshirt |silver ring |cap hat |
164|Oliens #1274|246.8178888644075|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/1273|420 am |light virdian ||Onose |wondering mouth |sus eyes||white Tshirt ||red long hair|blunt 
165|Oliens #2107|246.8013557070397|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/2106|anarchist |pale lime yellow ||Onose |wide mouth|cool eyes |eyepatch|orange shirt with a line ||bald |cigarette 
166|Oliens #345|246.47110620418866|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/344|red drapes |pale lime yellow ||Onose |closed mouth |Oeyes shiny |purple fire glasses |fancy dress||marron cowboy hat |
167|Oliens #521|246.4219125510091|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/520|blackhole |baby blue ||Onose |wild mouth |Oeyes ||triditional robe ||green mohak|
168|Oliens #864|246.2587656411522|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/863|stary sky|pink ||nose2 |open mouth |sus eyes|pink fire glaasses |white Tshirt ||orange long hair |blunt 
169|Oliens #2142|246.21559722358762|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/2141|mushroom cloud |bunrt umber |tear tattoo |wierd nose |wide mouth|sus eyes|red fire glasses |vintage shirt with a line ||braid black|
170|Oliens #1897|246.02207053991302|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/1896|wormhole |gray bluish ||nose2 |wide mouth|cool eyes ||black suit & red tie ||braid ginger |
171|Oliens #2064|245.84978884013375|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/2063|burnning man |gray bluish ||bignose |wondering mouth |tierd eyes sinning |eyepatch|cowboy shirt vintage ||braid black|
172|Oliens #34|245.4354811160363|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/33|dark purple back |pickle green |stiches |bignose |closed mouth |tierd eyes |purple fire glasses |white Tshirt ||braid cherry |
173|Oliens #1018|245.34093071023497|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/1017|desert night |gray bluish ||bignose |wondering mouth |tierd eyes ||under shirt ||head band |
174|Oliens #845|244.80306142504136|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/844|wine red |light gray ||big fat nose |wide mouth|Oeyes ||purple and green shirt ||braid caramel|
175|Oliens #2086|244.4136567074531|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/2085|wormhole |sun burn white skin ||funny nose |wild mouth |Oeyes shiny ||jedi robe ||short hair |blunt 
176|Oliens #313|244.1789720555022|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/312|burnning man |raw umber ||Onose |wondering mouth |cool eyes ||triditional robe ||green mohak|
177|Oliens #1807|243.95724904003217|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/1806|tunnel|sky blue body |stiches |bignose |open mouth |Oeyes ||light pink cowboy shirt ||bald |blunt 
178|Oliens #623|243.9383596971277|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/622|wormhole |sun burn white skin |tear tattoo |big fat nose |wide mouth|cute eyes ||deep green vintage shirt |bitcoin necklce|braid black|
179|Oliens #1459|243.15038792862947|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/1458|orange |light lime yellow ||nose2 |wondering mouth |tierd eyes ||purple and green shirt |silver ring |bald |
180|Oliens #652|242.4803313993456|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/651|ocean blue |pink ||nose2 |closed mouth |cute eyes |sun glasses |orange vintage shirt |bitcoin necklce|orange long hair |blunt 
181|Oliens #784|242.4188423246807|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/783|ocean blue |light gray ||wierd nose |closed mouth |bored eyes |eyepatch|simple gray vintage shirt ||braid ocean blue |cigarette 
182|Oliens #756|242.07182342199098|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/755|mushroom cloud |light skin ||funny nose |small lips|punky eyes |eyepatch|green vintage shirt ||braid unicorn |
183|Oliens #1601|241.3173054499737|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/1600|wine red |light skin |stiches |big fat nose |closed mouth |tierd eyes sinning |pink fire glaasses |purple cowboy shirt ||braid ocean blue |
184|Oliens #1781|240.8107821044906|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/1780|wormhole |pale lime yellow ||funny nose |closed mouth |joker eyes ||simple green Tshirt ||bald |
185|Oliens #1468|240.59527204551017|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/1467|shades of gray |sky blue body ||funny nose |wondering mouth |tierd eyes ||triditional robe |silver ring |braid black|
186|Oliens #1466|240.41848290784463|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/1465|red drapes |baby blue ||wierd nose |joker mouth|punky eyes ||deep pink cowboy shirt ||braid unicorn |
187|Oliens #1090|239.9745165034382|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/1089|light blue |green |will i ever go home tattoo |big fat nose |joker mouth|sus eyes||under shirt ||braid black|
188|Oliens #1834|239.38235573049818|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/1833|pizza planet |light lime yellow ||funny nose |wide mouth|bored eyes |sun glasses |simple gray vintage shirt ||short wavy hair |
189|Oliens #868|239.3470905570789|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/867|pizza planet |pickle green ||bignose |small lips|bored eyes ||red Tshirt ||braid caramel|blunt 
190|Oliens #91|238.5644904790591|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/90|brown and blue |sun burn white skin ||wierd nose |wide mouth|Oeyes |red fire glasses |green suit ||marron cowboy hat |blunt 
191|Oliens #760|236.84653808493096|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/759|pink back |light lime yellow ||big fat nose |wild mouth |bored eyes ||triditional robe ||braid black|
192|Oliens #392|236.6141071669943|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/391|galaxy |gray bluish ||wierd nose |wondering mouth |Oeyes |pink fire glaasses |deep pink cowboy shirt |silver ring |red cap hat |
193|Oliens #1773|236.22669596517704|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/1772|forest green |baby blue ||wierd nose |wild mouth |cool eyes |red fire glasses |cowboy shirt vintage ||black long hair |blunt 
194|Oliens #1263|236.18263612664293|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/1262|jungle |raw umber |will i ever go home tattoo |wierd nose |wondering mouth |cool eyes ||purple and green shirt ||oxblood cowboyhat |
195|Oliens #599|235.60357319625547|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/598|gray |dark brown ||funny nose |wondering mouth |cool eyes ||fancy dress||red mohak |blunt 
196|Oliens #1908|235.15755074363358|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/1907|420 am |green |fuck off tattoo |funny nose |wide mouth|punky eyes ||red Tshirt ||bald |cigarette 
197|Oliens #1033|234.97413745991622|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/1032|red tunnel |sky blue body |stiches |Onose |wide mouth|Oeyes shiny ||blue suit ||red long hair|
198|Oliens #1608|234.91838574019155|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/1607|gray |baby blue ||nose2 |closed mouth |tierd eyes sinning ||triditional robe ||braid cherry |
199|Oliens #1257|234.31780361631098|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/1256|ice latte back |light gray |will i ever go home tattoo |bignose |open mouth |cool eyes ||magenta shirt with a line |bitcoin necklce|bald |blunt 
200|Oliens #2154|233.8940917968312|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/2153|ice latte back |dark brown ||nose2 |wide mouth|tierd eyes sinning |eyepatch|orange shirt with a line ||bald |
201|Oliens #795|233.80801765074222|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/794|mushroom cloud |baby blue ||nose2 |wondering mouth |tierd eyes |sun glasses |triditional robe |silver ring |mohak|
202|Oliens #1651|233.79771118289443|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/1650|forest green |bunrt umber ||funny nose |wild mouth |Oeyes shiny ||fancy dress||marron cowboy hat |cigarette 
203|Oliens #312|232.89694622437182|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/311|420 am |pickle green ||wierd nose |wide mouth|bored eyes |purple fire glasses |deep pink cowboy shirt ||bald |
204|Oliens #1083|232.6809254837148|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/1082|burnning man |sun burn white skin ||bignose |wondering mouth |Oeyes shiny ||purple and green shirt ||braid cherry |
205|Oliens #855|232.34167714999805|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/854|orange to purple |pink ||funny nose |wild mouth |bruised eye ||deep pink cowboy shirt ||long braid black |
206|Oliens #586|232.23464224426232|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/585|shades of gray |light virdian ||nose2 |wondering mouth |cute eyes shining |red fire glasses |white Tshirt |bitcoin necklce|short wavy hair |cigarette 
207|Oliens #1491|232.05868746513704|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/1490|orange |green ||funny nose |wide mouth|tierd eyes ||fancy dress|gold ring|braid caramel|
208|Oliens #2213|232.0540828007191|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/2212|dark purple back |green ||funny nose |wondering mouth |cute eyes ||pink bathrobe ||green mohak|cigarette 
209|Oliens #1583|231.9263809379242|https://quixotic.io/asset/0x69a68eb548A37ee475D9f89646945588558796D1/1582|pizza planet |sun burn white skin ||wierd nose |wondering mouth |bored eyes ||deep pink cowboy shirt ||long braid ginger|
