rank|name|score|link|aura|weapon|body|eye|clothes|accessory_ear|mouth|accessory_face|hair|headgear|style
3907|Genesis Kami #1429|483.3373442931278|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/1429|Olive|Purple scythe|White|Yellow grievous|Black angel|Silver double ring right 1|Haha|None|White shonen|Red devil horn|fantasy
3908|Genesis Kami #1847|483.28441639560185|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/1847|Umber|None|Titanium|Black cold|Purple tribal|Silver double long right|Blue rose|Danzo mekakushi houtai|Red under cut|Black baby dragon|fantasy
3909|Genesis Kami #4613|483.23217202007163|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/4613|Porpoise fire fairy|Berserker blade|Titanium|Black vampire|Black ronin|Silver ring 1|Gritted|None|Red ikemen|Black cat ears|ancient
3910|Genesis Kami #4091|483.1805423509798|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/4091|Wood|None|Cream|Yellow strained|Blue fur|Silver short long|Angry|Green cyberpunk glasses|Brownish orange oppa|Black cat ears|present
3911|Genesis Kami #1561|483.08663136215074|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/1561|Silver|Katana 2|White|Green determined|Red onmyoji|Nippon hanafuda|Smirk|Rimless|Mint japan bangs|None|ancient
3912|Genesis Kami #961|482.963438466578|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/961|Coin|None|Cream|Sky blue cold|Black red kimono|Yellow fan|Haha|None|White long hair|None|ancient
3913|Genesis Kami #1206|482.9023585229028|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/1206|Sandstone|Spear|White|Sky blue strained|Blue cape|Silver skull|Smile with teeth|Houtai cheek|White disheveled|Horror mask|present
3914|Genesis Kami #4901|482.86717903135053|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/4901|Red fire|None|Cream|Pink cold|Red white kimono|Gold triple ring right|Smirk|Round glasses big|Brown disheveled|None|ancient
3915|Genesis Kami #1103|482.8667168840852|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/1103|Seaweed|None|Black|Yellow angry eyes|Black white purple kimono|Silver double long right|Smile|Black demon mask|Gray nippon|Kitsune mask|ancient
3916|Genesis Kami #2296|482.82972273501593|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/2296|Hickory|Brush|White|Red determined|Black kimono|None|Smile|Houtai cheek left|Black shonen|Kitsune mask|ancient
3917|Genesis Kami #247|482.81839803005397|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/247|Olive|Purple scythe|White|White grievous|Gold lord|Silver dot|Rose|Bandage cheek|Gold ikemen|Gold minotaur horn|fantasy
3918|Genesis Kami #67|482.7772961019171|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/67|Oat|Gray scythe|White|Purple grievous|Black fur|Silver spear|Haha|Houtai cheek|Black nippon|Silver sky blue imperial crown s|present
3919|Genesis Kami #1255|482.74483598043884|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/1255|Olive|Brush|Brown|Green angry eyes|Red biker jacket|Gold double long right|Mild smile|Doctor glasses|Mint oppa|None|present
3920|Genesis Kami #2494|482.68735488903366|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/2494|Sandstone|None|White|Red demon|White gakuran|Silver spear|Mild smile|Bandage cheek|Brownish orange under cut|None|present
3921|Genesis Kami #3001|482.64872112969005|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/3001|Mahogany|Red scythe|Black|White aggressive|Black white clown|Gold ring 1|Rose|None|Gray slick hair|Silver purple imperial crown|fantasy
3922|Genesis Kami #4844|482.6366849722708|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/4844|Pewter|Red wand|White|Red strained|Bondage pharoh|Silver feather|Black rose|Bandage cheek & nose|Red shonen|Black kitsune ears|fantasy
3923|Genesis Kami #428|482.63663505452524|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/428|Coin|Purple scythe|Black|Red strained|White lord|Silver double long right|Smile with teeth|White opera kamen|Brownish orange harajuku|Black minotaur horn|fantasy
3924|Genesis Kami #1855|482.6304501168178|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/1855|Fossil kase|None|Cream|Black determined|Pharoh|Gold double ring right 1|Gritted|White opera kamen|Black japan bangs|Horror mask|fantasy
3925|Genesis Kami #74|482.6200869941232|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/74|Flint black purple thunder|Spear|Cream|Red gentle|Black red kimono|Silver double ring right 1|Mild smile|Round glasses small|Brownish orange oppa|Gray tengu|ancient
3926|Genesis Kami #1643|482.55133335453513|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/1643|Silver|None|Cream|Red good boy|Black white kimono|Black red kss hanafuda|Cigar|Houtai cheek left|Brown japan bangs|Angel ring|ancient
3927|Genesis Kami #2968|482.49479507538166|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/2968|Mahogany|None|Brown|Yellow good boy|Red hood|Gold triple ring right|Gritted|Houtai nose|Brown japan bangs|Silver sky blue imperial crown s|present
3928|Genesis Kami #3108|482.4413229404342|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/3108|Porpoise|Red scythe|Black|Black grievous|White angel|Gold ring 2|Gritted|Danzo mekakushi houtai|Purple japan bangs|White devil horn|fantasy
3929|Genesis Kami #3508|482.4264969559665|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/3508|Lead water fairy|None|Cream|White cold|Black gold clown|Gold ring 2|Cigar|None|Purple slick hair|Black baby dragon|fantasy
3930|Genesis Kami #3507|482.1986349651606|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/3507|Coin|None|White|Green gangsta|White lord|Gold ring 1|Angry|Houtai nose|Red wuxia|None|fantasy
3931|Genesis Kami #1615|482.19764476517895|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/1615|Flint|Gray scythe|Brown|Yellow angry eyes|Jacket hood|Gold short long|Pink gum|Houtai cheek|Brown shonen|None|present
3932|Genesis Kami #3483|482.0782701913457|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/3483|Sandstone|Red wand|White|White cold|Red tribal|Silver short long|Gritted|Blue cyberpunk glasses|Purple japan bangs|Black satan horn|fantasy
3933|Genesis Kami #4114|481.9932443543592|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/4114|Silver|None|Cream|Red angry eyes|Black angel|Gold ring 2|Cigar|None|Black shonen|Gold satan horn|fantasy
3934|Genesis Kami #2420|481.97364180051113|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/2420|Porpoise forest fairy|Berserker blade|Brown|Yellow demon|Red onmyoji|Gold spear|Gritted|None|Purple japan bangs|Brownish orange cat ears|ancient
3935|Genesis Kami #1076|481.9474295283513|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/1076|Olive|Berserker blade|White|Purple cold|Black white kimono|Black white fluffy|Neutral|Houtai all|Mint disheveled|Black cat ears|ancient
3936|Genesis Kami #767|481.8555588807433|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/767|Sky|None|Black|Green gangsta|Yellow priest|Nippon hanafuda|Pink gum|Mekakushi houtai|Red oppa|None|ancient
3937|Genesis Kami #5435|481.7767276599675|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/5435|Teal kase|None|Cream|Sky blue angry eyes|Black white clown|Gold chain|Gritted|Black pirate eyepatch|Black japan bangs|Black baby dragon|fantasy
3938|Genesis Kami #878|481.72327405979735|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/878|Coin|Gold berserker|Cream|Green strained|Purple cyberpunk suit|Black feather|Purple rose|Red cyberpunk glasses|Brownish orange oppa|None|fantasy
3939|Genesis Kami #2990|481.69736265200294|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/2990|Red fire|Red wand|White|Black gentle|Purple gangster suit|Gold spear|Gritted|Houtai nose|Brownish orange slick hair|None|present
3940|Genesis Kami #977|481.6204245358528|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/977|Hickory|Red wand|White|Black angry eyes|Bondage pharoh|Gold double long right|White rose|Green cyberpunk glasses|White oppa|Silver red imperial crown|fantasy
3941|Genesis Kami #2309|481.6189624568847|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/2309|Hazelnut|None|Cream|Yellow gangsta|Black gold clown|Silver spear|Blue rose|Houtai cheek|Gold ikemen|Red devil horn|fantasy
3942|Genesis Kami #3201|481.4621165521335|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/3201|Mahogany|None|Cream|Yellow gangsta|White priest|White black fluffy|Smile with teeth|Houtai all|Purple oppa|Gray tengu|ancient
3943|Genesis Kami #218|481.4125078125067|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/218|Colud blue kaminari|Silver berserker|Cream|Yellow gentle|Red father|White skull|Blue gum|None|White oppa|Silver sky blue imperial crown|fantasy
3944|Genesis Kami #1769|481.4097767705528|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/1769|Wood|Katana 2|Titanium|Green angry eyes|Black onmyoji|Red black fluffy|Rose|Houtai nose|Mint nippon|Black kitsune ears|ancient
3945|Genesis Kami #2507|481.375460310063|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/2507|Mahogany|Katana 1|Cream|Purple angry eyes|Red white kimono|Nippon hanafuda|Neutral|None|Red slick hair|Gray tengu|ancient
3946|Genesis Kami #4782|481.36945236105635|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/4782|Red fire|None|White|Green gangsta|Purple ninja|Silver four ring right|Haha|Houtai nose|Mint long hair|Noumen|ancient
3947|Genesis Kami #1273|481.34830663397156|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/1273|Hazelnut|Brush|White|Purple angry eyes|White red kimono|Gold double long right|Smile|Houtai cheek & nose|White long hair|Black baby dragon|ancient
3948|Genesis Kami #1185|481.265707797338|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/1185|Shadow|Gray scythe|Cream|Black vampire|Purple gakuran|Silver spear|Neutral|Black mekakushi|Black nippon|None|present
3949|Genesis Kami #5397|481.23955293652176|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/5397|Sandstone|Katana 1|White|Yellow determined|Purple onmyoji|Silver four ring right|Smirk|Round glasses small|Gold disheveled|Angel ring|ancient
3950|Genesis Kami #3650|481.21117580125184|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/3650|Pine|Red wand|White|Red strained|Red lord|Gold dot|Purple rose|Danzo mekakushi houtai|Gold nippon|Gold purple imperial crown|fantasy
3951|Genesis Kami #2778|481.1527103460029|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/2778|Lavender|Spear|White|Purple cold|Black fur|White feather|Green gum|Houtai nose|Brown disheveled|Joker mask|present
3952|Genesis Kami #340|481.0262111985185|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/340|Coin|Gold berserker|Cream|Black good boy|Red father|Gold dot|White rose|Houtai cheek|Gold shonen|Gold baphomet horn|fantasy
3953|Genesis Kami #2692|480.9472035456315|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/2692|Hickory|None|Cream|Pink grievous|White father|Silver four ring right|Purple rose|Houtai nose|Mint madara|Horror mask|present
3954|Genesis Kami #5206|480.8191884985779|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/5206|Porpoise earth fairy|None|Cream|Black grievous|Red lord|Gold short long|Haha|Black kamen|White nippon|None|fantasy
3955|Genesis Kami #2094|480.81468387144207|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/2094|Teal kase|Gray scythe|Cream|Sky blue good boy|Orange cyberpunk suit|Silver short long|Smile|Red mekakushi|Purple slick hair|None|fantasy
3956|Genesis Kami #4495|480.70112812075223|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/4495|Black fire|Gray scythe|White|Black strained|Red father|White skull|Black rose|Gold opera kamen|Brownish orange slick hair|Gold red imperial crown|fantasy
3957|Genesis Kami #4854|480.6978532928129|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/4854|Seaweed|Brush|Black|Red satan|Red black kimono|Silver ring 1|Cigar|Houtai nose|Purple disheveled|Oni mask|ancient
3958|Genesis Kami #5066|480.63971496779106|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/5066|Teal kase|Gray scythe|Brown|Yellow gentle|Red father|Silver ring 1|Blue gum|Blue cyberpunk glasses|Brown disheveled|Black devil horn|present
3959|Genesis Kami #318|480.5427797317041|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/318|Blizzard|Purple wand|White|Green aggressive|Orange tribal|Silver ring 2|White rose|Black mekakushi|Mint disheveled|Silver sky blue imperial crown|fantasy
3960|Genesis Kami #2752|480.40994222712743|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/2752|Oat|None|Cream|Green satan|Black white clown|Silver ring 3|Smirk|Black kamen|Mint disheveled|Red devil horn|fantasy
3961|Genesis Kami #2411|480.40097010048305|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/2411|Sky|Katana 2|Black|Yellow gentle|Red hood|Gold chain|Smirk|None|Mint shonen|Silver sky blue imperial crown s|present
3962|Genesis Kami #3715|480.37335587286674|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/3715|Porpoise forest fairy|Katana 1|Cream|Yellow determined|White ninja|Gold triple ring right|Haha|Houtai nose|White slick hair|Gray tengu|ancient
3963|Genesis Kami #3060|480.33559183011914|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/3060|Porpoise forest fairy|Red wand|Titanium|Pink cold|Red father|Silver dot|Gritted|Houtai cheek & nose|Gray japan bangs|Black devil horn|fantasy
3964|Genesis Kami #4848|480.32002391802865|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/4848|Olive|Brush|Cream|Red demon|Blue binbo|Sky blue feather|Blue gum|None|White disheveled|Kitsune mask|ancient
3965|Genesis Kami #5112|480.28035295887537|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/5112|Flint|Purple scythe|Cream|Black vampire|Black gold clown|Gold ring 2|Neutral|Gold opera kamen|Brown long hair|Black cat ears|fantasy
3966|Genesis Kami #3877|480.2464577982915|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/3877|Mahogany|Silver berserker|White|Red gangsta|White wing angel|Black feather|Gritted|Blue cyberpunk glasses|Gold japan bangs|Angel ring|fantasy
3967|Genesis Kami #2052|480.17546776522875|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/2052|Pewter|Spear|Cream|Pink gangsta|White onmyoji|Silver ring 3|Smirk|None|Mint nippon|Bamboohat|ancient
3968|Genesis Kami #1735|480.15893481101125|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/1735|Slate purple fire ghost|None|White|Black strained|Dark tribal|Silver skull|Purple rose|None|Black slick hair|Black devil horn|fantasy
3969|Genesis Kami #3823|480.1496812395754|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/3823|Hazel wood dry leaves|Gray scythe|White|Pink grievous|White father|Silver ring 3|Smile with teeth|None|Brown oppa|Black cat ears|present
3970|Genesis Kami #1154|480.0885618398537|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/1154|Wood|Katana 2|Cream|Black grievous|White ninja|Gold double ring right 1|Smile|Houtai both cheek|Purple madara|None|ancient
3971|Genesis Kami #5389|479.9739475611259|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/5389|Blush|Red scythe|White|Sky blue gangsta|Black wing angel|Gold chain|Rose|Black mekakushi|White nippon|Gold sky blue imperial crown|fantasy
3972|Genesis Kami #3889|479.95497593882146|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/3889|Porpoise blue thunder|Katana 1|Cream|Yellow good boy|White black kimono|Gold ring 2|Mild smile|None|White oppa|Black tengu|ancient
3973|Genesis Kami #486|479.95060724035056|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/486|Hickory|Katana 1|Cream|White good boy|Gold kimono|Silver double ring right 1|Smile with teeth|Rimless|Purple slick hair|Black kitsune ears|ancient
3974|Genesis Kami #4451|479.92094409298966|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/4451|Silver|Red scythe|Gray|Green grievous|Purple wizard|Gold ring 2|Black rose|Houtai cheek|White slick hair|Gold sky blue imperial crown s|present
3975|Genesis Kami #2891|479.84603708929325|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/2891|Blizzard night|Purple scythe|Cream|Yellow aggressive|Orange tribal|Silver short long|Blue gum|Red mekakushi|Mint disheveled|Silver red imperial crown|fantasy
3976|Genesis Kami #4494|479.76443241478694|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/4494|Wood|Red scythe|White|Red demon|Red tribal|Gold chain|White rose|Blue cyberpunk glasses|Brown japan bangs|Silver red imperial crown|fantasy
3977|Genesis Kami #5133|479.7547344193153|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/5133|Shadow|Katana 1|Cream|Sky blue aggressive|White ninja|Silver short long|Black rose|Houtai all|Gray under cut|None|ancient
3978|Genesis Kami #2416|479.73221299865406|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/2416|Porpoise water fairy|Red wand|White|Green cold|Blue cape|Silver skull|Smirk|None|Gold oppa|None|present
3979|Genesis Kami #4745|479.7303623496175|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/4745|Silver|Katana 2|White|Sky blue determined|Red onmyoji|Silver ring 2|Blue rose|Houtai cheek left|Brown harajuku|White kitsune ears|ancient
3980|Genesis Kami #85|479.719439185732|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/85|Wood|Berserker blade|White|Purple determined|Red onmyoji|Silver ring 2|Cigar|Rimless|Gray harajuku|Oni mask|ancient
3981|Genesis Kami #4599|479.70364731288043|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/4599|Sandstone|None|Cream|Black strained|Black cape|None|Pink gum|Black mekakushi|Brownish orange shonen|Horror mask|present
3982|Genesis Kami #2774|479.65399379404255|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/2774|Mahogany|Gold berserker|White|Pink strained|Black angel|Gold spear|Green gum|Houtai nose|Mint long hair|Black kitsune ears|fantasy
3983|Genesis Kami #604|479.6327391373382|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/604|Umber|None|Brown|Sky blue strained|White cape|Black feather|Smile with teeth|None|Gray long hair|White baby cat|present
